ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Istituto Comprensivo di Via Scopoli,96069530184,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo di Viale Liberta',94034000185,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo di Vigolo Vattaro,80018600223,Provincia Autonoma di Trento,00337460224
ISTITUTO COMPRENSIVO DI VILLA LAGARINA,94024550223,Provincia Autonoma di Trento,00337460224
Istituto Comprensivo di Vittorio - Padre Pio,90039290714,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO DI ZELO BUON PERSICO,92503580158,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Domenico  Matteucci Faenza Centro,81002000396,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Domenico  Matteucci Faenza Centro,81002000396,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO DON A. LA MELA,93244800871,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Don Bosco,95178970653,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Don Bosco,95178970653,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO DON BOSCO,83002130843,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO DON BOSCO,83002130843,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Don Bosco Battisti Cerignola,81004320719,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Don E. Smaldone Angri,94073770656,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO DON FLORINDO BONOMI,91032330457,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO DON FLORINDO BONOMI,91032330457,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Don L. Milani,92062090854,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Don Lorenzo Milani,93403070720,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO DON LORENZO MILANI,95170070635,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Don Milani,91019660462,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Don Milani,93117010616,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Don Milani,93117010616,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO DON MILANI-LINGUITI,80025860653,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO DON MILANI-LINGUITI,80025860653,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Don Milani di Mariano Comense,81007890130,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Don Milani di Mariano Comense,81007890130,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Don Milani Gela,90030240858,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Don Milani Gela,90030240858,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Don Montemurro,91112530729,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Don Montemurro,91112530729,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Don Saverio Bavaro-marconi,93459240722,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Dossobuono Di Villafranca,80023480231,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Dro Trento,93012950221,Provincia Autonoma di Trento,00337460224
Istituto Comprensivo Duca D'Aosta,97833110014,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO E. D'ARBOREA IGLESIAS,81003910924,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO E. D'ARBOREA IGLESIAS,81003910924,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo E. Fermi,80016570352,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo E. Fermi,80016570352,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo E. Solvay - D. Alighieri,92137870496,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo E.Cocchia - dalla Chiesa,92097180647,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Eboli G.Gonzaga,91053320650,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO EDMONDO DE AMICIS,91052140869,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Eduardo De Filippo - Villanova,86006630585,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Eduardo De Filippo Sant Egidio Del Monte Albino,80028470658,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO ELEONORA PIMENTEL FONSECA,95128590650,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Empoli Est,91047630487,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Empoli Est,91047630487,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Empoli Ovest,91048780489,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Empoli Ovest,91048780489,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Enea,97712990585,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Ennio Galice,91038380589,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Erchie,80006230744,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Ercolano I.C. 5 Maiuri,95231390634,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Ercolano I.C. 5 Maiuri,95231390634,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Esseneto,93062670844,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Esseneto,93062670844,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Ettore Romagnoli,90032830854,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Ettore Romagnoli,90032830854,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Eugenio Pertini,93072130813,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Europa,91052050860,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Europa,91052050860,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Europa - Alighieri,90264320731,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo F. Ansaldi,91022470867,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo F. D'Amico,83000810891,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo F. D'Amico,83000810891,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo F. Jerace,82000180800,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo F. Marro,85007830012,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO F. P. NEGLIA,91052110862,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo F.Amatuzio - Pallotta,92070230708,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo F.D'Assisi - Nicola Amore,95246120638,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Fabrizio De Andre',97810500583,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO FAGNANO CASTELLO - MONGRASSANO,99003240787,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Falcomata Archi,92081760800,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Falcone-cascino,91057560863,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Falcone-cascino,91057560863,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Falcone e Borsellino,92033390441,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Fara Sabina,80004830578,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Fara Sabina,80004830578,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Federico II di Svevia - Avigliano Frazioni - Filiano,80007570767,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Federico II di Svevia - Avigliano Frazioni - Filiano,80007570767,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Felice Fatati,80007220553,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Ferentino I,92064600601,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO FERMI - DA VINCI - GUSPINI,91013640924,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Ferrajolo-siani,93066120630,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO FERRUCCIO LAMBORGHINI,90012630381,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO FERRUCCIO LAMBORGHINI,90012630381,Advanced Systems S.p.A.,03383350638
Istituto Comprensivo Fieramosca Martucci,93093660616,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Fieramosca Martucci,93093660616,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Filadelfia,96013850795,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Filippo Palizzi,93056840635,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Filippo Palizzi,93056840635,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Filottete Ciro' Marina,91021280796,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Folgaria Lavarone Luserna,94020510221,Provincia Autonoma di Trento,00337460224
Istituto Comprensivo Foligno 1,91046190541,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Foligno 2,91046200548,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Foligno 3 G. Galilei S. Eraclio Foligno,91013810543,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Foligno 4,82001640547,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO FONDO-REVO,92013780223,Provincia Autonoma di Trento,00337460224
Istituto Comprensivo Fonni,93052310914,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Forio 1,83030450635,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Forio I. C. 2 Don Vincenzo Avallone,91013820633,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Forio I. C. 2 Don Vincenzo Avallone,91013820633,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Foscolo,90008810831,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Foscolo,90008810831,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Foscolo Gabelli,80030630711,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Fossano B,95026340042,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Fossano B,95026340042,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Franca Ongaro Lido Pellestrina,94071390275,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Franca Ongaro Lido Pellestrina,94071390275,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO FRANCESCA BURSI,93036700362,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO FRANCESCA MORVILLO,97713350581,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Francesco Cilea,97567450586,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Francesco Guarini Solofra,92088150641,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Francesco Paolo Tosti,91011390696,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Francesco Paolo Tosti,91011390696,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO FRATEL ARTURO PAOLI,92054360463,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO FRATEL ARTURO PAOLI,92054360463,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Fratelli d'Italia Costa Volpino Bg,96005650161,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Frattamaggiore 2 I.C. Capasso - Mazzini,95215880634,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Frattamaggiore 2 I.C. Capasso - Mazzini,95215880634,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO FUCECCHIO,91055780489,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Futani,93000480652,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Futura,86507520152,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO G. BARRA,95146380654,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO G. BARRA,95146380654,Ministero dell'istruzione e del merito,80185250588
Istituto comprensivo G. Bartolena,92144950497,ARGO SOFTWARE SRL,00838520880
Istituto comprensivo G. Bartolena,92144950497,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G. Bassani,93085170384,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G. Carducci G. Fattori,92137860497,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo G. D'Annunzio S. Vito Chietino,90015790695,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G. Fanciulli,91025670554,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G. Galilei,80006750840,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G. Gozzano,95628500019,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo G. Gozzano,95628500019,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G. Mazzini,93105540665,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo G. Mazzini,93105540665,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G. Perlasca - Ferrara,93076230387,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G. Puecher,93015030138,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G. Rodari - G. Nosengo,93190610878,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo G. Rodari - G. Nosengo,93190610878,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO G. UNGARETTI,92054350464,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO G. VERGA,93238340876,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO G. VERGA,93238340876,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G.Falcone - Giovanni XXIII,93423510721,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G.Galilei-Pascoli,92081500800,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G.Garibaldi,80004670842,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G.Mazzini T.Patini,93073800661,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G.Pascoli di Colliano,91053500657,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo G.T.Lampedusa - Santa Margherita di Belice,92010670849,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo G.T.Lampedusa - Santa Margherita di Belice,92010670849,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Gaetano Donizetti,95170260632,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Gaetano Donizetti,95170260632,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Galatone Polo 2,91025800755,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Galatone Polo 2,91025800755,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Gallo-Positano,91108170720,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Gallozzi-mameli,93098360618,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Garibaldi-capuana,93074160842,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Garibaldi-capuana,93074160842,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Garibaldi-montalcini Vairano Patenora Ce,95018720615,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Garibaldi Leone,90101490721,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Garlasco,94033980189,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giacomo Leopardi,90082020638,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giacomo Vitale,93117020615,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO GIAN BATTISTA DELLA PORTA,90087920634,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO GIANFRANCO ZAVALLONI - RICCIONE,91136740403,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO GIANFRANCO ZAVALLONI - RICCIONE,91136740403,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO GIANNI RODARI,92001730693,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO GIFFONI SEI CASALI,95146390653,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Gino Strada,94276780486,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Gino Strada,94276780486,Numera Sistemi e Informatica SpA,01265230902
ISTITUTO COMPRENSIVO GINO STRADA - TORINO -,97718910017,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO GINO STRADA - TORINO -,97718910017,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giorgio Gaber,91024090465,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giosue' Carducci,93105560663,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giovanni Amendola,94079320654,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Giovanni Amendola,94079320654,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giovanni Battista Della Torre,90064220107,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Giovanni Battista Della Torre,90064220107,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO GIOVANNI CAGLIERO,80246110581,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO GIOVANNI DANTONI,81000610881,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO GIOVANNI DANTONI,81000610881,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giovanni Palombini,97021290586,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giovanni Paolo II Salerno,95146370655,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Giovanni Paolo II Salerno,95146370655,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giovanni Pascoli,91021300313,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO GIOVANNI VERGA,90036900851,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giovanni XXIII,93062680843,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO GIOVANNI XXIII,90095100724,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO GIOVANNI XXIII,90095100724,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO GIOVANNI XXIII,95186850632,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO GIOVANNI XXIII,95186850632,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO GIOVANNI XXIII,92081280809,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giovanni XXIII - Villaggio Aldisio,97093270839,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giovannino Guareschi,80011990340,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giudicarie Esteriori,95013010228,Provincia Autonoma di Trento,00337460224
Istituto Comprensivo Giuliana Saladino,80013800828,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giuliano Montelucci,94065490586,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO GIULIANOVA 2,91043500676,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giulio Cesare,90164510274,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giulio Lusi Ariano Irpino (AV),90013080644,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Giulio Lusi Ariano Irpino (AV),90013080644,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giuseppe Caruano,91018780881,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Giuseppe Caruano,91018780881,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giuseppe Garibaldi,90049470587,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giuseppe Mazzini,92145010499,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Giuseppe Mazzini,92145010499,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giuseppe Mazzini - Erice,80003780816,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Giuseppe Montalto,80006020814,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Gobetti,95626120018,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Gobetti,95626120018,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Goffredo Petrassi,97713210587,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Goffredo Petrassi,97713210587,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Gozzi Olivetti Torino,97602450013,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Gozzi Olivetti Torino,97602450013,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Gragnano 3 Staglie Parco Imperiale,90081860638,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Gramsci Rodari Sestu,92200240924,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Grazzanise,93086240616,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Grazzanise,93086240616,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Grosio Grosotto Sondalo,93028000144,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Grottaminarda,90015560643,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Grottaminarda,90015560643,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Gualdo Tadino,92017090546,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I Mille,95206740169,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo I Mille,95206740169,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO I MONTICHIARI,94016560172,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO I MONTICHIARI,94016560172,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I Pontecorvo,90032260607,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I Via Mariani,85019030155,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I. C. Primo Cassino,90032240609,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I.C.  Alfredo Fiorini,91101710597,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I.C. F. Grimani,80010870279,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I.C. Leonardo da Vinci,82011580279,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I.C. Palazzeschi Torino,97770410013,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo I.C. Palazzeschi Torino,97770410013,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I.C. Porto Garibaldi,91016560384,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I.C. Ricci - Muratori,92080700393,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo I.C. Ricci - Muratori,92080700393,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I.C. Terni Giovanni XXIII,80004290559,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo I.C. Verzino,91021390793,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO I.C.SANTA CATERINA,92200320924,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO I.C.SANTA CATERINA,92200320924,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo IC 3 Sora,91024370602,Ministero dell'istruzione e del merito,80185250588
Istituto comprensivo IC Borgovirgilio,93034870209,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Ic Centro Storico,91142610400,ARGO SOFTWARE SRL,00838520880
Istituto Comprensivo Ic Centro Storico,91142610400,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo Ic Cossato,92017970028,Ministero dell'istruzione e del merito,80185250588
