ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
ISTITUTO COMPRENSIVO - ARCEVIA,81004400420,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - ARDORE MARINA,90011490803,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - ARIANO NEL POLESINE,90009740292,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - ARTA E PAULARO,93012750308,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - ARZACHENA N. 2,91024940909,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - ASIGLIANO,94023380028,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - ASSISI 1,80004090546,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - ASSISI 2,80005800547,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - ASSISI 3,80055110540,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - ATELLA,93010160765,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - ATELLA,93010160765,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - ATZARA,81002190916,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - AVIGLIANO'CARDUCCI-MORLINO',80005110764,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - AVIGLIANO'CARDUCCI-MORLINO',80005110764,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - AZZANO SAN PAOLO GIOVANNI XXIII,95119250165,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - B. BONFIGLI,80012380541,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - B.DE LA RIVA-LEGNANO,92044520150,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BACCIO DA MONTELUPO,91017120485,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BACOLI IC 1 P. DI TARSO,96029300637,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BACOLI IC 1 P. DI TARSO,96029300637,Advanced Systems S.p.A.,03383350638
ISTITUTO COMPRENSIVO - BADESI,91015280901,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BADESI,91015280901,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BAGATTI VALSECCHI-VAREDO,91074040154,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BAGNATICA,95118640168,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BAGNOLO 'EZIO COMPARONI',80016210355,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BAGNOLO P.TE 'B. FENOGLIO',94033110043,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BAISO,80015710355,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BALILLA - M.R. IMBRIANI,93402560721,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BARANELLO 'G. BARONE',80001240706,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo - Barano D'Ischia I.C. Anna Baldino,91006040637,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BARI SARDO,91005680912,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BARIANO,92015020164,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BARSANTI,94135780487,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BARSANTI,94135780487,Numera Sistemi e Informatica SpA,01265230902
ISTITUTO COMPRENSIVO - BARTOLINI,84032680484,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BARTOLINI,84032680484,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BASSANO ROMANO,80019410564,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BASSANO ROMANO,80019410564,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BATTISTI - GIOVANNI XXIII,93423260723,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BAUNEI,91005750913,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BELGIOIOSO,90007630180,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BELGIOIOSO,90007630180,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BELLA,80007110762,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BELLA,80007110762,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BELLEGRA - FRANCESCO D'ASSISI,93008760584,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BELLUSCO E MEZZAGO,94030940152,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BENEDETTO CROCE - LAURO,80007650643,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - CAMOZZI,95118630169,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BERGAMO - CAMOZZI,95118630169,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - DA ROSCIATE,95118530161,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - DONADONI,95118820166,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BERGAMO - DONADONI,95118820166,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - G.D. PETTENI,95118590165,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BERGAMO - G.D. PETTENI,95118590165,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - MAZZI,95118810167,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BERGAMO - MAZZI,95118810167,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - S.LUCIA,95119450161,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BERGAMO - S.LUCIA,95119450161,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO DE AMICIS,95118790161,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BERGAMO DE AMICIS,95118790161,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO V.MUZIO,95118920164,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BERGAMO V.MUZIO,95118920164,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERLINGUER,92020790884,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BERLINGUER,92020790884,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERNEZZO - DUCCIO GALIMBERTI,96060340047,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BETTOLO-XXV LUGLIO - TARANTO,90214480734,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BETTOLO-XXV LUGLIO - TARANTO,90214480734,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BIELLA II,90061110020,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BIELLA III,90061120029,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BITTI,93014170919,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOLOTANA - 'B. R. MOTZO',92003580914,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BOLOTANA - 'B. R. MOTZO',92003580914,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BONACCORSO DA MONTEMAGNO,80008950471,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BONACCORSO DA MONTEMAGNO,80008950471,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BONATE SOPRA - ALDO MORO,91026100163,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BONATE SOPRA - ALDO MORO,91026100163,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BONATE SOTTO I C. 'CLARA LEVI',91025970160,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BONATE SOTTO I C. 'CLARA LEVI',91025970160,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BORGO DI TERZO,95118570167,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BORSI,80006560496,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOSCOREALE IC 1 - CANGEMI,82014760639,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOSCOREALE IC 2 - F. DATI,90078330637,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOSCOREALE IC 3 CASTALDI RODARI,90001700633,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOTTICELLI,94188480480,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BOTTICELLI,94188480480,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOVALINO,81002370807,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BRANCALEONE,90011520807,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BREMBATE SOPRA - F. DELL'ORTO,91031680167,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BREMBATE SOPRA - F. DELL'ORTO,91031680167,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BREMBATE SOTTO,91026030162,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BRIENZA,96032770768,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - BRIENZA,96032770768,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BROLO,94007200838,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BRUNO MUNARI - MILANO,80125190159,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BUJA,82000500304,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BUSANA-ARIOSTO,80016110357,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BUSCA GIOSUE CARDUCCI,80016710040,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BUSNAGO,94042180151,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.CANTU'-MILANO,80124430150,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.CARUSO - ALTAVILLA I.,92046570641,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.CAVOUR - PALAZZOLO,92011660302,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.COLOMBO (CAGLIARI),92104730921,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.D. MAZZINI - S.M. DE CESARE,90044630722,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - C.D. MAZZINI - S.M. DE CESARE,90044630722,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.D. PIETROCOLA - S.M. MAZZINI,90044650720,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - C.D. PIETROCOLA - S.M. MAZZINI,90044650720,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.D. S.G. BOSCO - SM 2 GRUPPO,93423630727,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.MARE DI STABIA I.C. DENZA,82009060631,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.MARE DI STABIA I.C. DI CAPUA,82008260638,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.MMARE I.C. 2 PANZINI,82009150630,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.MMARE I.C. 5 KAROL WOJTYLA,90078370633,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CADELBOSCO DI SOPRA,80017210354,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAGLI 'F.MICHELINI TOCCI',82005710411,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAIVANO IC 2 DE GASPERI,93053300633,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CAIVANO IC 2 DE GASPERI,93053300633,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAIVANO IC 3 PARCO VERDE,93053280637,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CAIVANO IC 3 PARCO VERDE,93053280637,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAIVANO IC S.M. MILANI,93053310632,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CAIVANO IC S.M. MILANI,93053310632,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALCINATE - ALDO MORO,92015050161,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALCIO MARTIRI DELLA RESISTENZA,92015040162,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALENZANO,94081300488,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALENZANO,94081300488,Numera Sistemi e Informatica SpA,01265230902
ISTITUTO COMPRENSIVO - CALIMERA,80012440758,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CALIMERA,80012440758,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALO',90122060735,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CALO',90122060735,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALUSCO D'ADDA CAP.,82004810162,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CALUSCO D'ADDA CAP.,82004810162,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALVIZZANO - I.C. MARCO POLO,80101610634,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAMIGLIANO,80006580460,Ministero dell'istruzione e del merito,80185250588
"ISTITUTO COMPRENSIVO - CAMPAGNANO VIA B. LESEN,2",97197660588,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAMPAGNOLA-GALILEI,80016490353,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAMPI SALENTINA,93115530755,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAMPO CALABRO-SAN ROBERTO,92031060806,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAMPOSANO - I.C. VIRGILIO,92018720638,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CANELLI,91012920053,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CANELLI,91012920053,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPENA,97198530582,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPOLUOGO BROGNA,82001360807,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPPONI - MILANO,80152350155,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPRAIA LIMITE,91017140483,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CAPRAIA LIMITE,91017140483,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPRI - I.C. NIEVO,82010050639,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CAPRI - I.C. NIEVO,82010050639,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPRIATE S.G. ' A. MANZONI',82005050164,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARANO - MAZZINI,91107950726,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARAVAGGIO MASTRI CARAVAGGINI,93024430162,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARBONIA DELEDDA,90027670927,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARDINALE ORESTE GIORGI,95017670589,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CARDINALE ORESTE GIORGI,95017670589,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARDITO,90012990645,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARDUCCI-SAN VITTORE OLONA,84004470153,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARDUCCI - V. DA FELTRE,92081320803,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CARDUCCI - V. DA FELTRE,92081320803,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARINARO,90033440612,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARINOLA - FALCIANO DEL MASSICO,95014250617,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARLO AMORE,90012230885,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CARLO AMORE,90012230885,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARLO DEL PRETE,85007440184,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CARLO DEL PRETE,85007440184,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARLO LEVI,97198040582,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARLO PIAGGIA,80005100468,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARMINE,80014450565,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CARMINE,80014450565,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARPI 2,90020890365,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARPI ZONA CENTRO,81001240365,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARPI ZONA NORD,81004310363,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARVICO - E. FERMI,91025980169,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CARVICO - E. FERMI,91025980169,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASAL DI PRINC.-C/SO DANTE-DD.2,90033300618,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASAL DI PRINC.-SPIR.SANTO-DD.1,90033290611,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CASAL DI PRINC.-SPIR.SANTO-DD.1,90033290611,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALE M.TO - IST.COMPR. 1,91030140064,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALE MONFERRATO - NEGRI,91021470066,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALGRANDE,80015350350,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALINI,90121500731,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CASALINI,90121500731,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALNUOVO - I.C. ALDO MORO,80103930634,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALNUOVO - I.C. VIVIANI,93004090630,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CASALNUOVO - I.C. VIVIANI,93004090630,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASAMICCIOLA - I.C. IBSEN,91005960637,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CASAMICCIOLA - I.C. IBSEN,91005960637,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASARANO POLO 1,90018400755,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASARANO POLO 2,90018380759,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CASARANO POLO 2,90018380759,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASARANO POLO 3,90018430752,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASAVATORE I.C. NICOLA ROMEO,80023560636,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CASAVATORE I.C. NICOLA ROMEO,80023560636,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASAZZA,95118860162,ARGO SOFTWARE SRL,00838520880
ISTITUTO COMPRENSIVO - CASAZZA,95118860162,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASIRATE D'ADDA,93024470168,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASPERIA,80012690576,ARGO SOFTWARE SRL,00838520880
