BusinessName,TaxCode,RegisteredOffice,ZipCode,digitalAddress,vatNumber,recipientCode
Azienda Speciale Consortile Penisola Sorrentina,09025691214,"Via Degli Aranci, 41",80067,asps-penisolasorrentina@pec.it,09025691214,ascps
AZIENDA SPECIALE CONSORTILE PER I SERVIZI ALLA PERSONA DEL TERRITORIO DEL DESTRA SECCHIA,02610710200,Via GNOCCHI VIANI 16,46035,serviziallapersona.destrasecchia@pec.it,02610710200,A86RQ42W
Azienda Speciale Consorzio Servizi Sociali dell'Ogiatese,02793530136,PIAZZA VOLTA 1,22077,consorzioservizisociali@pec.it,02793530136,cssdo_20200714
Azienda Speciale I Millefiori,02809180355,"P.le Marconi, 1",42017,azmillefiori@legalmail.it,02809180355,asim
AZIENDA SPECIALE MONTESERVIZI,01762730511,CORSO SANGALLO 38,52048,monteservizi@pec.it,01762730511,KRBOKA6D
Azienda Speciale Multiservizi Pandino,01445270190,Via Castello 15,26025,asmpandino@pec.it,01445270190,asmpa
Azienda Speciale Multiservizi Senago,11673490154,Piazza Tricolore 40,20030,asmsenago1@legalmail.it,11673490154,asms_20200518
Azienda Speciale Parco di Porto Conte,92073010909,"Tramariglio S.P. 55, n. 44",07041,parcodiportoconte@pec.it,92073010909,aspnr_
Azienda Speciale per L'Igiene Ambientale,01389620228,"Via Giuseppe Di Vittorio, 84",38015,asialavis@pec.it,01389620228,asia
Azienda Speciale per La Gestione Degli Impianti Sportivi del Comune di Trento,01591870223,Via 4 Novembre N. 23.4,38121,asis.trento@pec.it,01591870223,asis
AZIENDA SPECIALE SARNO SERVIZI INTEGRATI,06022880659,Piazza IV NOVEMBRE SNC,84087,aziendaspecialesarnoserviziintegrati@legalmail.it,06022880659,ROZEVU2W
Azienda Speciale Servizi alla Persona,01741290389,Via Mazzini 47,44034,certificata@pec.asspterrefiumi.it,01741290389,asspr
Azienda Speciale Servizi alla Persona e alla Famiglia Futura,12547300157,"Via C. Cattaneo, 1",20096,azienda.futura@pec.it,12547300157,asspfpm
Azienda Speciale Servizi Bassa Reggiana,02491850356,"Strada Statale 63, 87",42044,aziendaspecialeservizibassareggiana@legalmail.it,02491850356,assbre
Azienda Speciale Servizi Infanzia e Famiglia G.B. Chimelli,80010630228,Piazza Garbari N. 5,38057,asifchimelli@pec.it,80010630228,assif
AZIENDA SPECIALE SERVIZI PUBBLICI,91005650121,Sede legale Piazza Mazzini 13,21010,asspcardano@pcert.it,91005650121,ASSP_20210202
Azienda Speciale Servizi Pubblici Locali,01247270505,"Via Mazzini, 15",56022,aziendaspeciale.castelfranco.pi@pec.it,01247270505,ASpecial_20171120
Azienda Speciale Silvo Pastorale di Nicosia,90000540865,"Piazza Garibaldi, 29",94014,silvopastoralenicosia@pec.it,90000540865,asspn
Azienda Speciale Soriano Ambiente & Mobilita',02341000566,Piazza Umberto I 12 01038 Soriano Nel Cimino,01038,sorianoambientemobilita@pec.it,02341000566,assam
Azienda Speciale Sts Multiservizi,13054971000,Corso Italia 18,00044,aziendaspecialests@pec.it,13054971000,assm
Azienda Speciale Ufficio D'Ambito della Provincia di Mantova,93063970201,"Piazza Sordello, 43",46100,atomantova@legalmail.it,93063970201,asuda
Azienda Speciale Ufficio D'Ambito della Provincia di Pavia per La Regolazione e La Pianificazione del Servizio Idrico Integrato,96065970186,"Via taramelli, 2",27100,protocollo@pec.atopavia.it,96065970186,asuap
Azienda Speciale Ufficio D'Ambito di Como,95109690131,"Via Borgo Vico, 148",22100,aato@pec.provincia.como.it,95109690131,atoco
Azienda Strade Lazio - Astral S.P.A.,07244131004,"Via Del Pescaccio, 96",00166,protocolloastral@pec.astralspa.it,07244131004,aslas
Azienda Territoriale Edilizia Residenziale della Provincia di Padova,00222610289,"Via Raggio di sole, 29",35137,generale.aterpadova@pecveneto.it,00222610289,GPK9BU0B
Azienda Territoriale Edilizia Residenziale per La Provincia di Pescara,00062890686,Via Genova 53,65122,aterpescara@legalmail.it,00062890686,aterl
Azienda Territoriale Edilizia Residenziale Pubblica Calabria,03479720793,Loc. Germaneto Cittadella Regionale,88100,aterpcalabria@pec.aterpcalabria.it,03479720793,aterpcz
Azienda Territoriale Edilizia Residenziale Pubblica della Provincia di Potenza,00090670761,Via Manhes 33,85100,info@pec.aterpotenza.it,00090670761,ater_pz
AZIENDA TERRITORIALE PER EDILIZIA RESIDENZIALE PUBBLICA,00040520579,VIA DEGLI OLIVI n.20,02100,aterrieti@pec.it,00040520579,aterrieti_20190315
Azienda Territoriale per l'Edilizia Residenziale della provincia di Belluno,00092050251,"Via Bortolo Castellani, 2",32100,ater.belluno@pecmx.it,00092050251,ACMJAMZO
Azienda Territoriale per l'Edilizia Residenziale di Gorizia,00051390318,Corso Italia 116,34170,info@cert.atergorizia.it,00051390318,UNJWGWK4
Azienda Territoriale per L'Edilizia Residenziale Pubblica del Comune di Roma,00410700587,"Lungotevere Tor Di Nona, 1",00186,protocollo.ater@cert.aterroma.it,00410700587,aterrm
Azienda Territoriale per l'Edilizia Residenziale Pubblica della Provincia di Latina,00081960593,"Via Curtatone, 2",04100,servizio@pec.aterlatina.it,00081960593,aterlatina_20190219
Azienda Territoriale per L'Edilizia Residenziale Pubblica della Provincia di Roma,07756461005,"Via Ruggero Di Lauria, 28",00192,manutenzione.aterprovinciadiroma@pec.ancitel.it,07756461005,atlero
Azienda Territoriale per L'Edilizia Residenziale Pubblica della Provincia di Viterbo,80000910564,"Via Igino Garbini, 78/a",01100,aterviterbo@pec.it,80000910564,atler
AZIENDA TERRITORIALE PER L’EDILIZIA RESIDENZIALE PUBBLICA  (ATER)  PROVINCIA DI FROSINONE,00105380604,"VIA A. DE GASPERI,1",03100,aterfr.protocollo@legalmail.it,00105380604,ATERFR_20191212
Azienda Trasporti Automobilistici Pubblici Province Biella e Vercelli,01537000026,"Corso G.a. Rivetti, 8b",13900,atapspa@cert.atapspa.it,01537000026,atapp
Azienda Trasporti Messina S.P.A.,03573940834,Piazza Unione Europea 1,98122,atm.messina@pec.it,03573940834,atmsp
Azienda Trasporti Milanesi,97230720159,Foro Buonaparte 61,20121,dspsc-recuperocrediti@atmpec.it,97230720159,2BLMCDR6
Azienda Trasporti Pubblici Nuoro,00087460911,Viale Sardegna snc,08100,atpnuoro@pec.it,00087460911,atpnu
AZIENDA TRASPORTI PUBBLICI S.p.A.,00121470900,Via CANIGA 5,07100,segreteria@pec.atpsassari.it,00121470900,VLCMF65Z
Azienda U.S.L. Toscana Nord - Ovest,02198590503,"Via Antonio Cocchi, 7/9",56121,direzione.uslnordovest@postacert.toscana.it,02198590503,ausltno
Azienda ULSS 13 - Mirano,02799530270,"Via Don Giacobbe Sartor, n.4",30035,protocollo.ulss13mirano@pecveneto.it,02799530270,ulss13_m
Azienda ULSS 14 Chioggia,02798310278,"Strada Madonna Marina,500",30015,asl14@pecveneto.it,02798310278,au14ch
Azienda ULSS 15 - Alta Padovana,00347610289,"Via Casa Di Ricovero, 40",35013,protocollo@pec.ulss15.pd.it,00347610289,AU1AP
Azienda ULSS 19 di Adria,01013550296,"Piazza Degli Etruschi, 9",45011,protocollo.ulss19@pecveneto.it,01013550296,ULSS19
Azienda ULSS 2 Feltre,00300620259,"Via Bagnols Sur Ceze, 3",32032,protocollo.ulssfeltre@pecveneto.it,00300620259,AULSS_FE
Azienda ULSS 5 Ovestvicentino,00913220240,Via Trento 4,36071,protocollo@cert.ulss5.it,00913220240,ULSS5
Azienda ULSS 7,00896790268,"Via A. Lubin, 16",31053,protocollo@cert.ulss7.it,00896790268,as7_tv
Azienda ULSS n. 1 Dolomiti,00300650256,Via Feltre N. 57,32100,protocollo.aulss1@pecveneto.it,00300650256,a1_025
Azienda ULSS n. 2 Marca Trevigiana,03084880263,"Via Sant'Ambrogio di Fiera, 37",31100,protocollo.aulss2@pecveneto.it,03084880263,a9_tv
azienda ULSS n. 3 Serenissima,02798850273,"Via Don Tosatto,147",30174,protocollo.aulss3@pecveneto.it,02798850273,au12ve
Azienda ULSS n. 4 Veneto Orientale,02799490277,"Piazza De Gasperi, 5",30027,protocollo.aulss4@pecveneto.it,02799490277,ASSL10VE
Azienda ULSS n. 9 Scaligera,02573090236,"Via Valverde, 42",37122,protocollo.aulss9@pecveneto.it,02573090236,AU2V
AZIENDA ULSS n.5 Polesana,01013470297,Viale Tre Martiri 89,45100,protocollo.aulss5@pecveneto.it,01013470297,aulss_ro
Azienda ULSS n.6 Euganea,00349050286,"Via Enrico Degli Scrovegni, 14",35131,protocollo.aulss6@pecveneto.it,00349050286,AU1P
Azienda ULSS n.7 Pedemontana,00913430245,"Via Dei Lotti, 40",36061,protocollo.aulss7@pecveneto.it,00913430245,as3_vi
Azienda ULSS n.8 Berica,02441500242,"Via Rodolfi, 37",36100,protocollo.centrale.aulss8@pecveneto.it,02441500242,AUV
Azienda Unita' Sanitaria Locale di Frosinone,01886690609,Via A.Fabi,03100,protocollo@pec.aslfrosinone.it,01886690609,ausl_fr
Azienda Unita' Sanitaria Locale di Modena,02241850367,Via San Giovanni Del Cantone 23,41121,auslmo@pec.ausl.mo.it,02241850367,ausl_mo
Azienda Unita' Sanitaria Locale di Parma,01874230343,"Strada Del Quartiere, 2A",43125,AUSLdiPARMA@pec.ausl.pr.it,01874230343,ausl_pr
Azienda Unita' Sanitaria Locale Toscana Centro,06593810481,"Piazza Santa Maria Nuova, 1",50122,direzione.uslcentro@postacert.toscana.it,06593810481,ausltc
Azienda Unita' Sanitaria Locale Toscana Sud Est,02236310518,"Via Curtatone, 54",52100,ausltoscanasudest@postacert.toscana.it,02236310518,ausltse
Azienda Unita' Sanitaria Locale Umbria 1,03301860544,"Via Guerriero Guerra, 21",06127,aslumbria1@postacert.umbria.it,03301860544,054
Azienda Unita' Sanitaria Locale Umbria 2,01499590550,"Viale Donato Bramante, 37",05100,aslumbria2@postacert.umbria.it,01499590550,055
Azienda Unita' Sanitaria Locale Viterbo,01455570562,Via ENRICO FERMI 15,01100,PROT.GEN.ASL.VT.IT@LEGALMAIL.IT,01455570562,056
Azienda Usl della Romagna,02483810392,"Via De Gasperi, 8",48121,azienda@pec.auslromagna.it,02483810392,auslra
Azienda USL della Valle d'Aosta,91001750073,"Via Guido Rey, 1",11100,protocollo@pec.ausl.vda.it,91001750073,as_valao
Azienda USL di Bologna,02406911202,Via Castiglione 29,40124,protocollo@pec.ausl.bologna.it,02406911202,asl_bo
Azienda USL di Ferrara,01295960387,"Via A. Cassoli ,30",44121,affariistituzionali@pec.ausl.fe.it,01295960387,ausl_fe
Azienda USL di Reggio Emilia,01598570354,"Via Amendola, 2",42122,info@pec.ausl.re.it,01598570354,auslre
Azienda USL Imola,90000900374,"Viale Amendola, 2",40026,ausl@pec.ausl.imola.bo.it,90000900374,as_BO66
Azienda USL Latina,01684950593,"Viale Pier Luigi Nervi, Pal.G2",04100,amministrazione@pec.ausl.latina.it,01684950593,asl_lt
Azienda USL Pescara,01397530682,Via RENATO PAOLINI 47,65124,protocollo.aslpe@pec.it,01397530682,as_PE
Azienda USL Piacenza,91002500337,Via Antonio Anguissola N.15,29121,protocollounico@pec.ausl.pc.it,91002500337,as_PC
Azienda USL Rieti,00821180577,Via Del Terminillo 42,02100,asl.rieti@pec.it,00821180577,as_ri
Azienda Veneziana della Mobilita Spa,03096680271,Isola Nova del Tronchetto,30135,avmspa@pec.avmspa.it,03096680271,avm
Azienda Zero,05018720283,"Passaggio Luigi Gaudenzio, 1",35131,protocollo.azero@pecveneto.it,05018720283,azero
Azimut SPA,90003710390,"Via Trieste, 90/a",48122,info@pec.azimut-spa.it,90003710390,azim_20160616
B+ Cooperativa Sociale,02068500541,Via Luigi Einaudi 49,06049,bpiucooperativasociale@pec.it,02068500541,bcs_20210929
Bacino Imbrifero Montano del Livenza - Pordenone,91005940936,"Piazza Italia, 18",33085,postacertificata@pec.bimlivenzapordenone.it,91005940936,biml
Bacino Imbrifero Montano del Trebbia,90025420101,"Via Agostino Paggi, 13",16040,bimtrebbia@pec.it,90025420101,bimt
BAGNI MARINA GENOVESE SRL,01226520995,"VIA D’ANNUNZIO, 27",16121,bagnimarinagenovese@legalmail.it,01226520995,bagnimarinage_20210120
Barletta Servizi Ambientali Spa,05577300725,"Via Callano, 61",76121,barsaspa@pec.it,05577300725,barsas
BASE AEROMOBILI NUCLEO AEREO E SEZIONE VOLO ELICOTTERI GUARDIA COSTIERA PESCARA” ex “3° NUCLEO AEREO PESCARA,91020220686,VIA TIBURTINA VALERIA N°380,65128,cp-aereapescara@pec.mit.gov.it,91020220686,guardiacostierapescara_20210420
BASENGAS VENDITA SRL,01086260773,VIA PADOVA 1,75015,basengasvendita@cgn.legalmail.it,01086260773,basengasvendita_20210325
BBANDA SRL,02890750835,VIA CIMITERO 50/D,98028,comunicazione@pec.bbanda.it,02890750835,bbanda_20230113
BE ONE SPA,02598510465,VIALE EUROPA 766/780,55100,beonespa@pec.it,02598510465,beonespa_20221110
BE POWER S.R.L.,01867000851,Via Licata 16,93012,bpower@pec.it,01867000851,bepowersrl_20200622
BEA GESTIONI SPA,08081300967,VIA GAETANA AGNESI 272,20832,beagestionispa@legalmail.it,08081300967,BEAGEST_20200618
Beinasco Servizi Srl Con Unico Socio,07319600016,Via Serea 9/1,10092,BEINASCOSERVIZI@ILNOME.NET,07319600016,bssrl
Bell 2 Società Coop. Sociale,01659600082,Via Nino Pesce 82/84,18018,bellbeyond2@pec.it,01659600082,bell2scs_20221215
BELLUNUM SRL,01075590255,Via Marisiga 111,32100,bellunumsrl@legalmail.it,01075590255,bellunum_20210222
BERLOR GENERAL CONTRACTOR SRL,05054270755,VIA ROMA N.127,73041,berlorgc@pec.it,05054270755,bgc_20230104
Biblioteca Comunale degli Intronati,80005860525,"Via della Sapienza, 5",53100,bcisiena@pec.it,80005860525,BCDI_20220203
BIBLIOTECA MEDICEA LAURENZIANA,80017190481,Piazza S. Lorenzo 9,50123,mbac-b-mela@mailcert.beniculturali.it,80017190481,BIMELAU_20220510
Biblioteca Nazionale di Potenza,96000570760,Via don Minozzi snc,85100,mbac-bn-pz@mailcert.beniculturali.it,96000570760,AS9GOE
BIBOS S.R.L. a Socio Unico,03642220135,"VIA ROMA, 19",23845,r.frigerio@bibos.it,03642220135,bibos_20180706
Bim Gestione Servizi Pubblici Spa,00971870258,"Via Tiziano Vecellio, 27/29",32100,gsp@cert.ip-veneto.net,00971870258,bgsps
BIOMEDICAL CENTRO MEDICO S.R.L.,00261510507,Via Delle Bocchette 1,56121,biomedical.centro.medico@pec.it,00261510507,bcm_20210917
BIORISTORO ITALIA SRL,01337360596,"Via Benedetto Stay, 49",00143,info@pec.bioristoroitalia.it,01337360596,bioristoro_20190306
Blu Gas Metano Srl,07542541219,Via massimo Stanzione 146,80027,blugasmetano@pec.it,07542541219,BGMSrl_20230403
Blubus Scarl,01546280478,"Via Filippo Pacini, 47",51100,blubusscarl@legalmail.it,01546280478,BS_20210210
BOMOB S.C. A R.L.,11865950965,Via Chiese 72,20126,bomobscarl@legalmail.it,11865950965,mob_20230525
BORGOSERVIZI ASBS,02107930469,"VIA UMBERTO I, 1",55023,borgoservizi@pec.it,02107930469,brsasbs_2023/09/07
