BusinessName,TaxCode,RegisteredOffice,ZipCode,digitalAddress,vatNumber,recipientCode
Ente di Gestione Delle Aree Protette Delle Alpi Cozie,94506780017,Via Fransua' Fontan 1,10050,alpicozie@cert.ruparpiemonte.it,94506780017,egdap
Ente di Gestione delle Aree Protette delle Alpi Marittime,96009220045,"Piazza Regina Elena, 30",12010,apam@pec.areeprotettealpimarittime.it,96009220045,pnam
Ente di Gestione per I Parchi e La Biodiversita' - Delta del Po,91015770380,"C.so G. Mazzini, 200",44022,parcodeltapo@cert.parcodeltapo.it,91015770380,egipl_38
Ente di Gestione per I Parchi e La Biodiversita' Emilia Centrale,94164020367,Viale Martiri della Liberta' 34,41124,protocollo@pec.parchiemiliacentrale.it,94164020367,egipl_0
Ente di Gestione per i Parchi e La Biodiversita' Emilia Orientale,03171551207,"Piazza XX Settembre, 1",40043,enteparchibo@cert.provincia.bo.it,03171551207,egipl_03
Ente di Gestione per i Parchi e la Biodiversita' Romagna,90030910393,"Via Aldo Moro, 2",48025,parcovenadelgesso@cert.provincia.ra.it,90030910393,cgprv_ra
Ente di Gestione per I Parchi e La Biodiversita Emilia Occidentale,02635070341,"Piazza G. Ferrari, 5",43013,protocollo@pec.parchiemiliaoccidentale.it,02635070341,edgpi
Ente di Governo D'Ambito Territoriale Ottimale N. 4 Cuneese,96068020047,"Corso Nizza, 21",12100,ato4cuneese@pec.ato4cuneese.it,96068020047,atocn
Ente di Governo dell'Ambito della Sardegna,02865400929,"Via Cesare Battisti, 14",09123,protocollo@pec.egas.sardegna.it,02865400929,gcslr
Ente di Previdenza Dei Periti Industriali e Periti Industriali Laureati,97144300585,"Via Giovanni Battista Morgagni, n. 30/E",00161,info@pec.eppi.it,97144300585,epdpi
Ente Idrico Campano,08787891210,"Via Alcide de Gasperi, 28",80133,protocollo@pec.enteidricocampano.it,08787891210,eic
Ente Nazionale di Previdenza e Assistenza a Favore Dei Biologi,97136540586,"Via Di Porta Lavernale, 12",00153,segreteria@pec.enpab.it,97136540586,enpab
Ente Nazionale di Previdenza e Assistenza della Professione Infermieristica - ENPAPI,97151870587,"Via Alessandro Farnese, 3",00193,info@pec.enpapi.it,97151870587,enpapi
Ente Nazionale di Previdenza e Assistenza per I Consulenti del Lavoro,80119170589,"Viale Del Caravaggio, 78",00147,info@enpacl-pec.it,80119170589,enpai_
Ente Nazionale di Previdenza per gli Addetti e per gli Impiegati in Agricoltura - ENPAIA,02070800582,"vle Beethoven, 48",00144,info@pec.enpaia.it,02070800582,enpaia
Ente Nazionale per l'Aviazione Civile - ENAC,97158180584,Viale Castro Pretorio 118,00100,protocollo@pec.enac.gov.it,97158180584,enac
Ente Nazionale Previdenza e Assistenza Farmacisti,80039550589,Viale Pasteur N. 49,00144,posta@pec.enpaf.com,80039550589,enpaf_05
Ente Nazionale Previdenza Ed Assistenza Veterinari,80082330582,"Via Castelfidardo, 41",00185,enpav@pec.it,80082330582,enpea_58
Ente Ospedaliero Ospedali Galliera di Genova,00557720109,Mura Delle Cappuccine 14,16128,protocollo@pec.galliera.it,00557720109,eoog_ge
Ente Ospedaliero Specializzato in Gastroenterologia Istituto Nazionale di Ricovero e Cura a Carattere Scientifico S. de Bellis,00565330727,"Via Turi, 27",70013,dirgenerale.debellis@pec.rupar.puglia.it,00565330727,eo_ginrc
Ente Parco Aveto,90037950103,Via Marre' 75/a,16041,protocollo@pec.parcoaveto.it,90037950103,epa_010
Ente Parco Dei Nebrodi,95004770830,Contrada Pietragrossa Ss 113,98072,info@pec.parcodeinebrodi.it,95004770830,epdn
Ente Parco del Beigua,92057740091,Via G.B. Badano 45,17046,segreteria@pec.parcobeigua.it,92057740091,epb_sv
Ente Parco dell'Etna,93022510874,"Via Del Convento, 45",95030,parcoetna@pec.it,93022510874,epe_ct
Ente Parco Delle Madonie,95002760825,"Corso P.Agliata, 16",90027,parcodellemadonie@pec.it,95002760825,epdm_082
Ente Parco di Montemarcello-magra,91009830117,Via Agostino Paci 2,19038,parcomagra@legalmail.it,91009830117,epm_011
Ente Parco di Portofino,91012310107,Viale Rainusso 1,16038,info@pec.parcoportofino.it,91012310107,epp_010
Ente Parco Fluviale dell'Alcantara,96005940836,Via Dei Mulini,98034,PARCOALCANTARA@PEC.IT,96005940836,epfa_0
Ente Parco Metropolitano Delle Colline di Napoli,95057710634,Via Arenella n. 104,80131,pec@pec.parcometropolitanocollinenapoli.it,95057710634,epmdcn
Ente Parco Naturale Dolomiti Friulane,90007060933,"Via Roma, 4",33080,parconaturale.dolomitifriulane@certgov.fvg.it,90007060933,epnd_fri
Ente Parco Naturale Mont Avic,90007180079,"Loc. Covarey, 21",11020,parcomontavic@pec.it,90007180079,epnma_00
Ente Parco Naturale Regionale Dei Monti Ausoni e Lago di Fondi,90045540599,"Via Cavour, 46",04022,parcomontiausoni@regione.lazio.legalmail.it,90045540599,epnrd_lt
Ente Parco Naturale Regionale dei Monti Lucretili,94008720586,Viale Adriano Petrocchi,00018,ente@pec.parcolucretili.it,94008720586,pr_ml
Ente Parco Naturale Regionale del Fiume Sile,94023150264,Via Tandura 40,31100,segreteria.parcosile.tv@pecveneto.it,94023150264,epnr_026
Ente Parco Naturale Regionale del Vulture,96088740764,Via V. Verrastro 5 Presso Dipartimento Ambiente Ed Energia,85100,commissario@pec.parcoregionalevulture.it,96088740764,epnrv
ENTE PARCO NATURALE SASSO SIMONE E SIMONCELLO,91009920413,"Via Rio Maggio, Snc",61021,parcosimone@emarche.it,91009920413,piss_041
Ente Parco Nazionale del Gran Sasso e Monti della Laga,93019650667,"Via Del Convento, 1 Assergi",67100,gransassolagapark@pec.it,93019650667,epngs_
Ente Parco Nazionale del Pollino,92001160768,Complesso Monumentale S.Maria Della Consolazione,85048,parcopollino@mailcertificata.biz,92001160768,pr_pol
Ente Parco Nazionale del Vesuvio,94147260635,Via Palazzo Del Principe,80044,epnv@pec.it,94147260635,epnv_na
Ente Parco Nazionale dell'Appennino Lucano Val D'Agri Lagonegrese,91008560764,"Via Manzoni, 1",85052,parcoappenninolucano@pec.it,91008560764,epnal_
Ente Parco Nazionale dell'Arcipelago di La Maddalena,91019760908,Via Giulio Cesare N. 7,07024,LAMADDALENAPARK@PEC.IT,91019760908,epnal
Ente Parco Nazionale dell'Asinara,92059350907,"Via Ponte Romano, 81",07046,enteparcoasinara@pec.it,92059350907,epna_ss
Ente Parco Nazionale dell'Aspromonte,92014250804,"Via Aurora, 1",89057,epna@pec.parconazionaleaspromonte.it,92014250804,pr_aspro
ENTE PARCO NAZIONALE DELLA SILA,02583110792,Via Nazionale Lorica,87055,parcosila@pec.it,02583110792,pr_si
Ente Parco Nazionale delle Foreste Casentinesi Monte Falterona e Campigna,94001420515,"Via Guido Brocchi, 7",52015,protocolloforestecasentinesi@halleycert.it,94001420515,EPNFCMFC
Ente Parco Nazionale Gran Paradiso,80002210070,"Via Pio VII, 9",10135,fatturazione@pec.pngp.it,80002210070,pr_grpan
Ente Parco Nazionale Isola di Pantelleria,93077090814,"Via San Nicola, 5",91017,protocollo@pec.parconazionalepantelleria.it,93077090814,epnip
Ente Parco Paneveggio Pale di San Martino,90004590221,Loc. Castelpietra 2 Fraz. Tonadico,38054,parcopan@legalmail.it,90004590221,eppps_tn
Ente Parco Prealpi Giulie,93011050304,"Piazza Del Tiglio, 3",33010,parcoprealpigiulie@cert.spin.it,93011050304,ep_pagiu
ENTE PARCO REGIONALE CAMPO DEI FIORI,92002760129,Via Trieste 40,21030,parcocampodeifiori@pec.regione.lombardia.it,92002760129,cgprc_
Ente Parco Regionale dei Campi Flegrei,96019470630,Piazza Gioacchino Rossini 1,80070,parcocampiflegrei@pec.it,96019470630,eordc_
Ente Parco Regionale del Taburno Camposauro,92034300621,Piazza Vittorio Veneto,82030,enteparcotaburno@pec.it,92034300621,eprtabu
Ente Parco Regionale della Maremma,80004430536,Via Del Bersagliere 7/9 Loc. Alberese,58100,parcomaremma@postacert.toscana.it,80004430536,pr_marm
Ente Parco Regionale Veneto Delta del Po,90008170293,"Via Marconi, 6",45012,parcodeltapo@pecveneto.it,90008170293,eprvd
Ente Park Villa Napoleon - Casa di Cura privata,80004750263,via Terraglio 439,31022,parkvillanapoleon@pec.it,80004750263,eparknapoleon_20220330
Ente per il Diritto allo Studio Universitario di Pavia,96053130181,Via Sant'Ennodio n.26,27100,protocollo@pec.edisu.pv.it,96053130181,edisu
Ente per La Gestione Accentrata Dei Servizi Condivisi,02801630308,"Via Pozzuolo, 330",33100,egas.protgen@certsanita.fvg.it,02801630308,eplg
Ente Regionale Parco dei Monti Aurunci,90023880595,"Viale Glorioso, 10",04020,parcomontiaurunci@regione.lazio.legalmail.it,90023880595,erpdm
Ente Regionale Parco di Veio,97157310588,Via Castelnuovo di Porto n. 14,00060,parcoveio@regione.lazio.legalmail.it,97157310588,erpv_00
Ente Regionale per Il Diritto allo Studio dell'Universita Kore di Enna,91034900869,Via Mulino a vento n. 9,94100,protocollo@pec.ersuenna.it,91034900869,erids_
Ente Regionale per Il Diritto allo Studio Universitario,80018410920,Corso Vittorio Emanuele N. 68,09124,ersuca.direzionegenerale@pcert.postecert.it,80018410920,erids_ca
Ente Regionale per Il Diritto allo Studio Universitario (E.R.S.U.) di Urbino,82004310411,"Via V.Veneto, 43",61029,ersurb@ersurb.legalmailpa.it,82004310411,erids
Ente Regionale per il Diritto allo Studio Universitario del Piemonte,97547570016,"Via Madama Cristina, 83",10126,edisu@cert.edisu.piemonte.it,97547570016,erdsu_to
Ente Regionale per Il Diritto allo Studio Universitario di Ancona,00510240427,Vicolo Della Serpe N. 1,60121,ersu.ancona@emarche.it,00510240427,erids_an
Ente Regionale per il Diritto allo Studio Universitario di Camerino,81000780437,"Localita' Colle Paradiso, 1 - Le Mosse",62032,ersu.camerino@emarche.it,81000780437,ersu_cam
Ente Regionale per il Diritto allo Studio Universitario di Macerata,80006140430,"Via Piave, 35",62100,ersumc@emarche.it,80006140430,ersu_mc
Ente Regionale per il Diritto allo Studio Universitario di Messina,80004290831,Via Ghibellina N. 146,98122,direttore@pec.ersu.me.it,80004290831,ERDaSUM
Ente Regionale per Il Diritto allo Studio Universitario di Sassari,80000880908,"Via Michele Coppino, 18",07100,affarigenerali@pec.ersusassari.it,80000880908,erids_ss
Ente Regionale per Il Patrimonio Culturale della Regione Autonoma Friuli Venezia Giulia - Erpac,01175730314,Via Diaz 5,34170,erpac@certregione.fvg.it,01175730314,eripcfvg
Ente Regionale per L'Abitazione Pubblica Delle Marche,02573290422,Piazza Salvo D'acquisto N. 40,60131,erap.marche@emarche.it,02573290422,eram_042
Ente Regionale Romanatura,97153420589,"Via Gomenizza, 81",00195,romanatura@regione.lazio.legalmail.it,97153420589,err_
Ente Riserve Naturali Regionali Foce Volturno-costa di Licola e Lago Falciano,03151660614,"Via Giotto, 13",81030,enterisvolturnolicolafalciano@pcert.postecert.it,03151660614,ernrf
Ente Strumentale alla Croce Rossa Italiana,01906810583,"Via Marche, 17",00187,entecri@cert.entecri.it,01906810583,cri
Ente tutela patrimonio ittico (ETPI),80000950305,"Via Colugna, 3",33100,etpi@certregione.fvg.it,80000950305,etpfvg
Equitalia Giustizia S.P.A.,09982061005,"Viale Tor Marancia, 4",00142,legalesocietario@pec.equitaliagiustizia.it,09982061005,egspa
ERCOLANI GROUP SRLS,02849700592,"VIA ROMA,53",04019,ercolanigroup@legalmail.it,02849700592,ercgro_20230922
Erdis Ente Regionale per Il Diritto allo Studio,02770710420,"Via Tiziano, 44",60125,erdis@emarche.it,02770710420,eerid
Ergon S.r.l.,03343770792,Via Pasquale De Maria 46/a,89900,ergonsrl.vv@pec.it,03343770792,erg_20220405
EROGASMET SPA,00182180190,"Via Vittorio Emanuele II, 4/28",25030,amministrazione.erogasmet@gigapec.it,00182180190,erogasmet_20201022
ERSAF - Ente Regionale per I Servizi all'Agricoltura e alle Foreste,03609320969,"Via Pola, 12",20124,ersaf@pec.regione.lombardia.it,03609320969,ersaf
Ersu Palermo,80017160823,Viale delle scienze edificio 1 snc,90128,protocollo@pec.ersupalermo.it,80017160823,ep_pa
ERVET - Emilia-Romagna Valorizzazione Economica Territorio Spa Trasporti Integrati e Logistica  S.r.l.,00569890379,"Via Gian Battista Morgagni, 6",40122,ervet@pec.it,00569890379,ERVET_20160324
Esa-com Spa,03062710235,Via A. Labriola 1,37054,esacomspapec@esacom.eu,03062710235,esacom
Esatto Spa,01051150322,"Piazza Unita' D'italia, 4",34121,esattospa@legalmail.it,01051150322,esatto
Estar Ente di Supporto Tecnico Amministrativo Regionale,06485540485,"Via Di San Salvi, 12 Palazzina 14",50125,estar@postacert.toscana.it,06485540485,estar
Estra Energie S.r.l.,01219980529,Viale Toselli 9/a,53100,estraenergie@cert.estraspa.it,01219980529,EESRL_20230328
Estra S.p.A.,02149060978,Via Ugo Panziera 16,59100,estraspa@cert.estraspa.it,02149060978,estraspa_20230218
Esu  di Padova,00815750286,"Via San Francesco,122",35121,esu@cert.esu.pd.it,00815750286,esu_pd
Esu Gestioni e Servizi Srl,03770230286,"Via S. Francesco, 122",35121,PECESUSRL@LEGALMAIL.IT,03770230286,esugss
Esu Verona,01527330235,Via Dell'artigliere N. 9,37129,protocollo.esuverona@pecveneto.it,01527330235,esuv
ETNA TRASPORTI S.p.A,00121700876,"Via S. Giuseppe La Rena, 86/a",95121,etnatrasporti@legalmail.it,00121700876,etnatrasporti_20210125
Etra Spa - Energia Territorio Risorse Ambientali,03278040245,L.go Parolini 82b,36061,protocollo@pec.etraspa.it,03278040245,etras
Eur S.P.A.,80045870583,"Largo Virgilio Testa, 23",00144,eurspa@pec.it,80045870583,eurspa
Euro.Pa Service Srl,05494610966,"Via Leonida Bissolati, 24",20025,europacst@legalmail.it,05494610966,epss
EURORISTORAZIONE S.R.L.,01998810244,"Via Savona, 144",36040,info.euroristorazione@pec.it,01998810244,eur_20210914
Explora S.p.A.,08344310969,"Via Fabio Filzi, 22",20124,fatturaexplora@legalmail.it,08344310969,escpa
Facolta' Teologica di Sicilia,97007400829,"Corso Vittorio Emanuele, 463",90134,fatesi@pec.it,97007400829,fatesi_20230526
Farmacia Marcucci,14856421004,VIA EMMA CARELLI 4,00168,antoniettamarcucci@tiscali.it,14856421004,mar_220404
Farmacie Comunali Genovesi,01266300993,"Via G. D’Annunzio, 27",16121,farm@pec.farmaciecomunali.genova.it,01266300993,fcg_20201217
Farmacie Comunali Riunite Spa,01101980538,"Via Inghilterra, 67",58100,fcrspagrosseto@pec.it,01101980538,FCR_20210227
Federazione dei Comuni del Camposampierese,92142960282,Via Cordenons 17,35012,amministrazione.unionecamposampierese.pd@pecveneto.it,92142960282,uccmpsp
Federazione Italiana Canoa Kayak,05843520585,"Viale Tiziano, 70",00196,amministrazionefick@pec.federcanoa.it,05843520585,fick
Federazione Italiana Canottaggio,05267450582,"Viale Tiziano, 74",00196,segreteria@pec.canottaggio.org,05267450582,fic
FEDERAZIONE ITALIANA CINOFILIA SPORT E SOCCORSO,91072540114,VIA VARIANTE AURELIA 9,19038,ficss@pec.it,91072540114,ficss_20230109
Federazione Italiana Danza Sportiva,96321650580,Stadio Olimpico Curva Sud,00135,amministrazionefids@pec.it,96321650580,FIDS_2022_09_15
Federazione Italiana Nuoto,01384031009,Stadio Olimpico Curva nord,00135,amministrazione@pec.federnuoto.it,01384031009,FEDNUOT_20200220
Federazione Italiana Pesistica,06508701007,Viale TIZIANO 70,00196,amministrazionefipe@pec.federpesistica.it,06508701007,fip_20230717
Federazione Italiana Sport Rotellistici,01384781009,Viale Tiziano 74,00196,amministrazione@fisr.it,01384781009,fisr_20220726
FEDERAZIONE ITALIANA TABACCAI,01402630584,"VIA LEOPOLDO SERRA, 32",00153,fit@pec.tabaccai.it,01402630584,FIT_20210206
FEDERAZIONE NAZIONALE DEGLI ORDINI DEI BIOLOGI,80069130583,"Via Icilio, 7",00153,protocollo@cert.fnob.it,80069130583,ondb
Federazione Nazionale degli Ordini dei Chimici e dei Fisici,80409880582,"Piazza S.Bernardo,106",00187,segreteria@pec.chimici.it,80409880582,cnch_rm
Federazione Nazionale degli Ordini dei Medici Chirurghi e degli Odontoiatri,02340010582,"Via Ferdinando di Savoia, 1",00192,segreteria@pec.fnomceo.it,02340010582,FNOMCEO
"Federazione Nazionale Ordini dei Tecnici Sanitari di Radiologia Medica e delle Professioni Sanitarie Tecniche, della riabilitazione e della prevenzione",01682270580,"Via Magna Grecia, 30/A",00185,federazione@pec.tsrm.org,01682270580,fedna_rm
FEDERAZIONE NAZIONALE ORDINI DELLA PROFESSIONE DI OSTETRICA,80181890585,Piazza Tarquinia 5/D,00183,presidenza@pec.fnopo.it,80181890585,fndcd
FEDERAZIONE NAZIONALE ORDINI DELLA PROFESSIONE SANITARIA DI FISIOTERAPISTA,96551720582,Viale dell'Università 11,00185,fnofi@pec.fnofi.it,96551720582,LKJCBMBD
Federazione Nazionale Ordini Professioni Infermieristiche (FNOPI),80186470581,Via Agostino Depretis 70,00184,federazione@cert.fnopi.it,80186470581,fn_infer
Federazione Ordini Farmacisti Italiani,00640930582,"Via Palestro, 75",00185,posta@pec.fofi.it,00640930582,fofi
Federazione Regionale Degli Ordini Dei Dottori Agronomi e Dei Dottori Forestali della Puglia,93069740723,"Viale J. F. Kennedy, 86",70124,protocollo.odaf.puglia@conafpec.it,93069740723,frdodafp
Federazione Regionale Degli Ordini Dei Dottori Agronomi e Dei Dottori Forestali della Sicilia,97091190823,"Via Caravaggio, 8",90145,protocollo.odaf.sicilia@conafpec.it,97091190823,frodafs
Federazione Regionale Ordini Dottori Agronomi Dottori Forestali Veneto,90037580272,"Via Giuseppe Garibaldi, 44a",30173,protocollo.odafveneto@conafpec.it,90037580272,fodafv
Federico Ii di Svevia,93079150897,"Via Polibio, 59",96100,srrh040007@pec.istruzione.it,93079150897,fedsve
Federsanità Servizi srl,01924240979,Via dei prefetti n. 46,00186,federsanitaservizi@pec.it,01924240979,fsanita_20180223
FELSINEA RISTORAZIONE S.R.L.,00833930373,VIA GAZZANI 18,40012,felsinea.ristorazione@pec.actalis.it,00833930373,felrist_20230830
FERRARA TUA SPA,01964880387,Via Borso,44122,ferraratuasrl@ferraratuasrl.postecert.it,01964880387,FERRARATUA_20210410
Ferrovia Circumetnea,00132330879,"Via Caronda, 352/a",95128,direzione@pec.circumetnea.it,00132330879,fc_087
FERROVIE DEL SUD EST E SERVIZI AUTOMOBILISTICI S.R.L.,05541630728,VIA AMENDOLA 106/D,70126,segreteriade@pec.fseonline.it,05541630728,FSudest_20210224
FERROVIE EMILIA ROMAGNA S.R.L.,02080471200,"Via Foro Boario, 27",44122,fer@legalmail.it,02080471200,ferer20230201
Fidi Toscana Spa,01062640485,Viale Giuseppe Mazzini n.46,50132,mail@pec.fiditoscana.it,01062640485,fidi_20210413
Fiemme Servizi Spa,01885090223,"Via Dossi, 29",38033,fiemmeservizi@securpost.eu,01885090223,fiss
Film Commission Torino Piemonte,97601340017,"Via Cagliari, 42",10153,fctp@legalmail.it,97601340017,fctp
Finanziaria Citta' di Torino Holding S.P.A.,08765190015,"Piazza Palazzo Di Citta', 1",10122,fctspa@legalmail.it,08765190015,fcths
Finanziaria Ligure per Lo Sviluppo Economico S.P.A.,00616030102,Via Peschiera 16,16122,FILSE.FILSE@PEC.IT,00616030102,fllse
Finanziaria Regionale Abruzzese Spa Unipersonale,01230590687,Via Enzo Ferrari 155,65126,firapec@pec.fira.it,01230590687,frasu
Finanziaria Regionale Valle D'Aosta S.P.A. a S.U.,00415280072,"Via Festaz, 22",11100,finaosta.ammin@legalmail.it,00415280072,frvdaspa
Finanziaria Sviluppo Utilities S.R.L.,01602020990,Via XX Settembre 40/9,16121,113FSU@legalmail.it,01602020990,fsusr
Findolomiti Energia S.R.L.,02114780220,"Via Torre Verde, 25",38122,findesrl@open.legalmail.it,02114780220,fesrl
Finlombarda S.p.A.,01445100157,"via Torquato Taramelli, 12",20124,finlombarda@pec.regione.lombardia.it,01445100157,finlombarda_20201127
Fintel Engineering S.R.L.,02520050309,Via Luciano Manara,20122,fintelengineering@pec.it,02520050309,fersl
Fiorano Gestioni Patrimoniali S.r.l.,03024730362,PIAZZA CIRO MENOTTI 1,41042,fgp@cert.fiorano.it,03024730362,fgp_20170414
FIORENZUOLA PATRIMONIO SRL,01462260330,"LARGO GABRIELLI, 2",29017,sergas@pec.fiorenzuolapatrimonio.it,01462260330,fipatr_20200928
FIPAV COMITATO REGIONALE CAMPANIA,05268880589,VIA NAZIONALE DELLE PUGLIE 151-153,80038,cr.campania@pec.federvolley.it,05268880589,fipavcampania_20201111
FISCIANO SVILUPPO S.P.A.,03854550658,Piazza GAETANO SESSA 1,84084,email@pec.fiscianosviluppo.com,03854550658,PJV43AM8
Fiumicino Tributi spa,05904071007,PIAZZA GEN CA DALLA CHIESA 10,00054,m.mastrofini@fiumicinotributi.it,05904071007,ftrib_20180223
FLAVIA SERVIZI S.R.L.,07857381003,"VIALE EUROPA, 20",00055,info@pec.flaviaservizi.it,07857381003,fl_20210615
Fond. Univ. di Catanzaro Magna G,97067040796,Viale Europa loc. Germaneto c/o Residenze universitarie,88100,fondazione.umg@pec.it,97067040796,fumg
Fondazione Accademia della Montagna del Trentino,96085730222,"Via Romagnosi, 5",38122,segreteria@pec.accademiamontagna.tn.it,96085730222,famt
Fondazione Arezzo Intour,92089510512,"Via Albergotti, 13",52100,arezzointour@pec.it,92089510512,fai
Fondazione Benjamin Kofler Apsp,80011110212,Via Asilo 19,39040,b.kofler@legalmail.it,80011110212,fbkap
Fondazione Bruno Kessler,02003000227,Via S. Croce 77,38122,gare@pec.fbk.eu,02003000227,fbk
Fondazione Campania Welfare ASP,80044640631,"Via Don Bosco, 7",80141,protocollo@pec.fbnai.it,80044640631,fbnai
Fondazione Caorle Citta' dello Sport,03923230274,Via Roma 26,30021,fondazione.caorle@pec.it,03923230274,fccs
Fondazione Casa di Riposo Heinrich Von Rottenburg,80012690212,"Via Mendola, 21",39052,ah-kaltern@legalmail.it,80012690212,frhv_021
Fondazione Centro Internazionale di Studi di Architettura Andrea Palladio,00522920248,"Contra Porti, 11",36100,amministrazione@pec.cisapalladio.org,00522920248,fcisap
Fondazione Centro Ricerche Marine,00686160409,"Viale Amerigo Vespucci, 2",47042,comunicazione@pec.centroricerchemarine.it,00686160409,fcrm
Fondazione Centro Sperimentale di Cinematografia,01602510586,Via Tuscolana 1524,00173,csc@cert.fondazionecsc.it,01602510586,fcscrm
FONDAZIONE CLERICI,80037690155,VIA MONTECUCCOLI 44,20147,clerici@pec.clerici.lombardia.it,80037690155,clerici_20230613
Fondazione Comunita' di Arco,00503560229,Via Strappazocche 18,38062,info@pec.fcda.it,00503560229,fcaap
Fondazione Consiglio Nazionale Degli Ingegneri,97834130581,"Via Xx Settembre, 5",00187,fondazionecni@pec.net,97834130581,fcndi
Fondazione Contrada Torino Onlus,97584980011,"Piazza Palazzo Di Citta, 1",10122,contrada.onlus@pec.it,97584980011,fcto
Fondazione Crosina Sartori Cloch,00443700224,"Via Bruno De Finetti, 24",38123,amministrazione@pec.fondazione-csc.it,00443700224,fcsc
FONDAZIONE DON CARLO GNOCCHI ONLUS,04793650583,"VIA CARLO GIROLA, 30",20162,daf@pec.dongnocchi.eu,04793650583,don_carlo_gnocchi_20230220
Fondazione Don Mozzatti D'Aprili,00672400231,Piazza Silvio Venturi N. 26,37032,fondazione@pec.donmozzatti.it,00672400231,fdmda_
Fondazione E.N.P.A.M. - Ente Nazionale di Previdenza Ed Assistenza Dei Medici e Degli Odontoiatri,80015110580,"Piazza Vittorio Emanuele II, 78",00185,protocollo@pec.enpam.it,80015110580,fenpa_rm
Fondazione Edmund Mach,02038410227,"Via Edmund Mach, 1",38010,direzione.generale@pec.iasma.it,02038410227,fem
Fondazione Enasarco,00763810587,"Via Usodimare, 31",00154,enasarco@pec.enasarco.it,00763810587,fe
Fondazione Ente Nazionale di Previdenza Ed Assistenza per gli Psicologi,05410091002,Via Andrea Cesalpino 1,00161,segreteriagenerale@pec.enpap.it,05410091002,fenpe
Fondazione Gioacchino Rossini,00145980413,Piazza Olivieri 5,61121,fondazionerossini@pec.it,00145980413,fgr
Fondazione I Teatri,91070780357,"Piazza Martiri Del 7 Luglio, 7",42121,amministrazione@pec.iteatri.re.it,91070780357,fit
Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,04724150968,"Via F. Sforza, 28",20122,protocollo@pec.policlinico.mi.it,04724150968,osma_mi
Fondazione Irccs Istituto Nazionale Dei Tumori,80018230153,"Via Giacomo Venezian, 1",20133,affari.generali@pec.istitutotumori.mi.it,80018230153,fiin_015
FONDAZIONE IRCCS POLICLINICO 'S.MATTEO',00303490189,"Piazzale Golgi, 19",27100,protocollo@pec.smatteo.pv.it,00303490189,irpsm_pv
Fondazione IRCCS San Gerardo dei Tintori di Monza,12698710964,"Via Pergolesi, 33",20900,protocollo@pec.irccs-sangerardo.it,12698710964,KGLIPRLH
Fondazione Istituto G. Giglio di Cefalù,05205490823,Contrada Pietrapollastra Pisciotto,90015,sacb@pec.hsrgiglio.it,05205490823,7S3QTPXP
