ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Comune di Caraffa di Catanzaro,00297990798,PagoPA SpA,15376371009
Comune di Caraffa di Catanzaro,00297990798,Regione Calabria,02205340793
Comune di Caraglio,00468880042,Siscom SPA,01778000040
Comune di Caraglio,00468880042,Poste Italiane S.P.A.,97103880585
Comune di Caraglio,00468880042,Technical Design s.r.l.,00595270042
Comune di Caraglio,00468880042,PagoPA SpA,15376371009
Comune di Caramagna Piemonte,86001010049,Siscom SPA,01778000040
Comune di Caramagna Piemonte,86001010049,PagoPA SpA,15376371009
Comune di Caramanico Terme,00228670683,PagoPA SpA,15376371009
Comune di Carano,00148580228,Provincia Autonoma di Trento,00337460224
Comune di Carapelle,81000730713,PagoPA SpA,15376371009
Comune di Carapelle,81000730713,Dedagroup Public Services S.R.L.,01727860221
Comune di Carapelle Calvisio,00197710668,PagoPA SpA,15376371009
Comune di Carapelle Calvisio,00197710668,Mercurio Service spa,01413270669
Comune di Carasco,00432840106,PagoPA SpA,15376371009
Comune di Carasco,00432840106,Maggioli SPA,06188330150
Comune di Carasco,00432840106,CREDEMTEL SpA,01378570350
Comune di Carasco,00432840106,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Carasco,00432840106,Regione Liguria,00849050109
Comune di Carassai,82001930443,PagoPA SpA,15376371009
Comune di Carassai,82001930443,CREDEMTEL SpA,01378570350
Comune di Carassai,82001930443,Regione Marche,80008630420
Comune di Carassai,82001930443,ANDREANI TRIBUTI srl,01412920439
Comune di Carassai,82001930443,APKAPPA S.R.L.,08543640158
Comune di Carate Brianza,01495680157,PagoPA SpA,15376371009
Comune di Carate Brianza,01495680157,Maggioli SPA,06188330150
Comune di Carate Brianza,01495680157,Regione Lombardia,80050050154
Comune di Carate Brianza,01495680157,Open Software S.r.l.,02810000279
Comune di Carate Brianza,01495680157,San Marco SPA,04142440728
Comune di Carate Urio,80009800139,PagoPA SpA,15376371009
Comune di Carate Urio,80009800139,Regione Lombardia,80050050154
Comune di Carate Urio,80009800139,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Caravaggio,00272830167,PagoPA SpA,15376371009
Comune di Caravaggio,00272830167,Regione Lombardia,80050050154
Comune di Caravaggio,00272830167,Maggioli SPA,06188330150
Comune di Caravaggio,00272830167,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Caravate,00227400124,PagoPA SpA,15376371009
Comune di Caravate,00227400124,Regione Lombardia,80050050154
Comune di Caravate,00227400124,Maggioli SPA,06188330150
Comune di Caravino,84003450016,Siscom SPA,01778000040
Comune di Caravino,84003450016,Regione Piemonte,80087670016
Comune di Caravino,84003450016,PagoPA SpA,15376371009
Comune di Caravonica,00249250085,PagoPA SpA,15376371009
Comune di Caravonica,00249250085,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Carbognano,00219280567,PagoPA SpA,15376371009
Comune di Carbognano,00219280567,Poste Italiane S.P.A.,97103880585
Comune di Carbognano,00219280567,Maggioli SPA,06188330150
Comune di Carbognano,00219280567,Progetti e Soluzioni SPA,06423240727
Comune di Carbonara al Ticino,00523930188,PagoPA SpA,15376371009
Comune di Carbonara al Ticino,00523930188,Regione Lombardia,80050050154
Comune di Carbonara al Ticino,00523930188,Advanced Systems S.p.A.,03383350638
Comune di Carbonara al Ticino,00523930188,Progetti e Soluzioni SPA,06423240727
Comune di Carbonara al Ticino,00523930188,APKAPPA S.R.L.,08543640158
Comune di Carbonara al Ticino,00523930188,Sintax s.r.l.,02177970783
Comune di Carbonara di Nola,01353300633,PagoPA SpA,15376371009
Comune di Carbonara di Nola,01353300633,CREDEMTEL SpA,01378570350
Comune di Carbonara di Po,80005790201,APKAPPA S.R.L.,08543640158
Comune di Carbonara di Po,80005790201,Maggioli SPA,06188330150
Comune di Carbonara Scrivia,00465350064,PagoPA SpA,15376371009
Comune di Carbonara Scrivia,00465350064,Poste Italiane S.P.A.,97103880585
Comune di Carbonara Scrivia,00465350064,APKAPPA S.R.L.,08543640158
Comune di Carbonara Scrivia,00465350064,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Carbonate,80014740130,PagoPA SpA,15376371009
Comune di Carbonate,80014740130,Regione Lombardia,80050050154
Comune di Carbonate,80014740130,Noviservice srl,02789990922
Comune di Carbone,82000590768,PagoPA SpA,15376371009
Comune di Carbone,82000590768,Regione Basilicata,80002950766
Comune di Carbone,82000590768,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Carbone,82000590768,CREDEMTEL SpA,01378570350
Comune di Carbonera,80006890265,PagoPA SpA,15376371009
Comune di Carbonera,80006890265,Traffic Tecnology SpA,03298520242
Comune di Carbonera,80006890265,Abaco Spa,02391510266
Comune di Carbonera,80006890265,Regione del Veneto,80007580279
Comune di Carbonia,81001610922,PagoPA SpA,15376371009
Comune di Carbonia,81001610922,P.A. Digitale spa,06628860964
Comune di Carbonia,81001610922,Maggioli SPA,06188330150
Comune di Carbonia,81001610922,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Carcare,00224110098,PagoPA SpA,15376371009
Comune di Carcare,00224110098,Abaco Spa,02391510266
Comune di Carcare,00224110098,Dedagroup Public Services S.R.L.,01727860221
Comune di Carcare,00224110098,Maggioli SPA,06188330150
Comune di Carceri,82002210282,PagoPA SpA,15376371009
Comune di Carceri,82002210282,Regione del Veneto,80007580279
Comune di Carcoforo,82000610020,Siscom SPA,01778000040
Comune di Carcoforo,82000610020,PagoPA SpA,15376371009
Comune di Cardano Al Campo,00221730120,PagoPA SpA,15376371009
Comune di Cardano Al Campo,00221730120,Dedagroup Public Services S.R.L.,01727860221
Comune di Cardano Al Campo,00221730120,Maggioli SPA,06188330150
Comune di Cardano Al Campo,00221730120,ANDREANI TRIBUTI srl,01412920439
Comune di Carde',85002490044,Siscom SPA,01778000040
Comune di Carde',85002490044,PagoPA SpA,15376371009
Comune di Carde',85002490044,Technical Design s.r.l.,00595270042
Comune di Carde',85002490044,Optimia Srls,10893490960
Comune di Cardedu,91001010916,PagoPA SpA,15376371009
Comune di Cardedu,91001010916,Poste Italiane S.P.A.,97103880585
Comune di Cardedu,91001010916,Dedagroup Public Services S.R.L.,01727860221
Comune di Cardeto,80009020803,PagoPA SpA,15376371009
Comune di Cardinale,00297900797,PagoPA SpA,15376371009
Comune di Cardinale,00297900797,Regione Calabria,02205340793
Comune di Cardito,80103860633,PagoPA SpA,15376371009
Comune di Cardito,80103860633,P.A. Digitale spa,06628860964
Comune di Cardito,80103860633,Maggioli SPA,06188330150
Comune di Cardito,80103860633,Regione Campania,80011990639
Comune di Careggine,00398730465,Regione Toscana,01386030488
Comune di Careggine,00398730465,PagoPA SpA,15376371009
Comune di Careggine,00398730465,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Carema,84001010010,Siscom SPA,01778000040
Comune di Carema,84001010010,PagoPA SpA,15376371009
Comune di Carenno,00330080169,San Marco SPA,04142440728
Comune di Carenno,00330080169,PagoPA SpA,15376371009
Comune di Carenno,00330080169,Regione Lombardia,80050050154
Comune di Carentino,00454750068,PagoPA SpA,15376371009
Comune di Careri,81000730804,PagoPA SpA,15376371009
Comune di Careri,81000730804,Poste Italiane S.P.A.,97103880585
Comune di Careri,81000730804,Next Step Solution,02554480349
Comune di Caresana,00315680025,Siscom SPA,01778000040
Comune di Caresana,00315680025,PagoPA SpA,15376371009
Comune di Caresanablot,80015110028,Siscom SPA,01778000040
Comune di Caresanablot,80015110028,San Marco SPA,04142440728
Comune di Caresanablot,80015110028,PagoPA SpA,15376371009
Comune di Carezzano,00412460065,PagoPA SpA,15376371009
Comune di Carezzano,00412460065,APKAPPA S.R.L.,08543640158
Comune di Carfizzi,00337920797,PagoPA SpA,15376371009
Comune di Carfizzi,00337920797,APKAPPA S.R.L.,08543640158
Comune di Cargeghe,00248610909,PagoPA SpA,15376371009
Comune di Cargeghe,00248610909,Regione Autonoma della Sardegna,80002870923
Comune di Cargeghe,00248610909,Progetti e Soluzioni SPA,06423240727
Comune di Cariati,87000210788,PagoPA SpA,15376371009
Comune di Cariati,87000210788,Poste Italiane S.P.A.,97103880585
Comune di Cariati,87000210788,CREDEMTEL SpA,01378570350
Comune di Carife,81002670644,PagoPA SpA,15376371009
Comune di Carife,81002670644,CREDEMTEL SpA,01378570350
Comune di Carignano,84515520017,PagoPA SpA,15376371009
Comune di Carignano,84515520017,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Carignano,84515520017,Maggioli SPA,06188330150
Comune di Carignano,84515520017,Intesa Sanpaolo SPA,00799960158
Comune di Carimate,81003630134,PagoPA SpA,15376371009
Comune di Carimate,81003630134,Maggioli SPA,06188330150
Comune di Carinaro,81001470616,PagoPA SpA,15376371009
Comune di Carinaro,81001470616,P.A. Digitale spa,06628860964
Comune di Carini,00147540827,PagoPA SpA,15376371009
Comune di Carini,00147540827,eRemind srl – PMPAY,11311050964
Comune di Carini,00147540827,Maggioli SPA,06188330150
Comune di Carinola,83000440616,PagoPA SpA,15376371009
Comune di Carinola,83000440616,Poste Italiane S.P.A.,97103880585
Comune di Carinola,83000440616,P.A. Digitale spa,06628860964
Comune di Carinola,83000440616,CREDEMTEL SpA,01378570350
Comune di Carisio,00317500023,Siscom SPA,01778000040
Comune di Carisio,00317500023,PagoPA SpA,15376371009
Comune di Carisolo,00288090228,Provincia Autonoma di Trento,00337460224
Comune di Carisolo,00288090228,PagoPA SpA,15376371009
Comune di Carisolo,00288090228,Dedagroup Public Services S.R.L.,01727860221
Comune di Carlantino,82000860716,PagoPA SpA,15376371009
Comune di Carlazzo,00660580135,PagoPA SpA,15376371009
Comune di Carlazzo,00660580135,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Carlazzo,00660580135,Regione Lombardia,80050050154
Comune di Carlazzo,00660580135,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Carlazzo,00660580135,Optimia Srls,10893490960
Comune di Carlazzo,00660580135,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Carlentini,00192920890,PagoPA SpA,15376371009
Comune di Carlentini,00192920890,P.A. Digitale spa,06628860964
Comune di Carlentini,00192920890,Poste Italiane S.P.A.,97103880585
Comune di Carlentini,00192920890,Advanced Systems S.p.A.,03383350638
Comune di Carlentini,00192920890,E-Fil S.r.l.,03789750100
Comune di Carlentini,00192920890,"Unicredit, Societa' per Azioni",00348170101
Comune di Carlino,81002550309,PagoPA SpA,15376371009
Comune di Carlino,81002550309,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Carloforte,81002450922,PagoPA SpA,15376371009
Comune di Carloforte,81002450922,Maggioli SPA,06188330150
Comune di Carloforte,81002450922,Poste Italiane S.P.A.,97103880585
Comune di Carloforte,81002450922,Regione Autonoma della Sardegna,80002870923
Comune di Carloforte,81002450922,ASSIST SPA,10596000017
Comune di Carloforte,81002450922,Progetti e Soluzioni SPA,06423240727
Comune di Carlopoli,82006290793,PagoPA SpA,15376371009
Comune di Carlopoli,82006290793,Regione Calabria,02205340793
Comune di Carlopoli,82006290793,E-Fil S.r.l.,03789750100
Comune di Carlopoli,82006290793,Maggioli SPA,06188330150
Comune di Carmagnola,01562840015,PagoPA SpA,15376371009
Comune di Carmagnola,01562840015,Maggioli SPA,06188330150
Comune di Carmagnola,01562840015,Progetti e Soluzioni SPA,06423240727
Comune di Carmiano,80010510750,PagoPA SpA,15376371009
Comune di Carmiano,80010510750,Regione Puglia,80017210727
Comune di Carmiano,80010510750,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Carmiano,80010510750,E-Fil S.r.l.,03789750100
Comune di Carmiano,80010510750,Dedagroup Public Services S.R.L.,01727860221
Comune di Carmignano,01342090485,Regione Toscana,01386030488
Comune di Carmignano,01342090485,PagoPA SpA,15376371009
Comune di Carmignano,01342090485,Etruria p.a. S.r.l.,05883740481
Comune di Carmignano di Brenta,81000410282,PagoPA SpA,15376371009
Comune di Carmignano di Brenta,81000410282,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Carmignano di Brenta,81000410282,Regione del Veneto,80007580279
Comune di Carnago,00308180124,UNIMATICA-RGI S.p.A.,02098391200
Comune di Carnago,00308180124,PagoPA SpA,15376371009
Comune di Carnago,00308180124,Regione Lombardia,80050050154
Comune di Carnago,00308180124,Maggioli SPA,06188330150
Comune di Carnate,87001790150,PagoPA SpA,15376371009
Comune di Carnate,87001790150,Maggioli SPA,06188330150
Comune di Carnate,87001790150,Regione Lombardia,80050050154
Comune di Carnate,87001790150,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Carnate,87001790150,S.T.E.P. SRL,02104860909
Comune di Carobbio Degli Angeli,00247620164,PagoPA SpA,15376371009
Comune di Carobbio Degli Angeli,00247620164,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Carobbio Degli Angeli,00247620164,CREDEMTEL SpA,01378570350
Comune di Carobbio Degli Angeli,00247620164,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Carolei,00260620786,PagoPA SpA,15376371009
Comune di Carolei,00260620786,Noviservice srl,02789990922
Comune di Carona,00637300161,PagoPA SpA,15376371009
Comune di Carona,00637300161,Maggioli SPA,06188330150
Comune di Carona,00637300161,APKAPPA S.R.L.,08543640158
Comune di Caronia,84000210835,UNIMATICA-RGI S.p.A.,02098391200
Comune di Caronia,84000210835,Poste Italiane S.P.A.,97103880585
Comune di Caronia,84000210835,PagoPA SpA,15376371009
Comune di Caronia,84000210835,E-Fil S.r.l.,03789750100
Comune di Caronno Pertusella,00440710127,PagoPA SpA,15376371009
Comune di Caronno Pertusella,00440710127,Crédit Agricole Group Solutions Società Consortile per azioni,02771790348
Comune di Caronno Pertusella,00440710127,Maggioli SPA,06188330150
Comune di Caronno Varesino,00309370120,PagoPA SpA,15376371009
Comune di Caronno Varesino,00309370120,Maggioli SPA,06188330150
Comune di Caronno Varesino,00309370120,ANDREANI TRIBUTI srl,01412920439
Comune di Carosino,80010170738,PagoPA SpA,15376371009
Comune di Carosino,80010170738,SO.G.E.T. S.P.A.,01807790686
Comune di Carosino,80010170738,Maggioli SPA,06188330150
Comune di Carosino,80010170738,Regione Puglia,80017210727
Comune di Carovigno,81001790740,PagoPA SpA,15376371009
Comune di Carovigno,81001790740,Maggioli SPA,06188330150
Comune di Carovilli,00070170949,PagoPA SpA,15376371009
Comune di Carovilli,00070170949,CREDEMTEL SpA,01378570350
Comune di Carpaneto Piacentino,00150060333,PagoPA SpA,15376371009
Comune di Carpaneto Piacentino,00150060333,Lepida Spa,02770891204
Comune di Carpaneto Piacentino,00150060333,E-Fil S.r.l.,03789750100
Comune di Carpaneto Piacentino,00150060333,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Carpanzano,00404190787,PagoPA SpA,15376371009
Comune di Carpanzano,00404190787,Noviservice srl,02789990922
Comune di Carpasio,00247250087,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Carpegna,82005350416,PagoPA SpA,15376371009
Comune di Carpegna,82005350416,Regione Marche,80008630420
Comune di Carpegna,82005350416,E-Fil S.r.l.,03789750100
Comune di Carpegna,82005350416,ANDREANI TRIBUTI srl,01412920439
Comune di Carpegna,82005350416,Abaco Spa,02391510266
Comune di Carpenedolo,00750840175,PagoPA SpA,15376371009
Comune di Carpenedolo,00750840175,Maggioli SPA,06188330150
Comune di Carpenedolo,00750840175,Poste Italiane S.P.A.,97103880585
Comune di Carpenedolo,00750840175,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Carpenedolo,00750840175,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Carpeneto,00412310062,Siscom SPA,01778000040
Comune di Carpeneto,00412310062,Poste Italiane S.P.A.,97103880585
Comune di Carpeneto,00412310062,PagoPA SpA,15376371009
Comune di Carpi,00184280360,PagoPA SpA,15376371009
Comune di Carpi,00184280360,Lepida Spa,02770891204
Comune di Carpi,00184280360,E-Fil S.r.l.,03789750100
Comune di Carpi,00184280360,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Carpiano,84501650158,PagoPA SpA,15376371009
Comune di Carpiano,84501650158,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Carpiano,84501650158,SI.net Servizi Informatici S.r.L.,02743730125
Comune di Carpiano,84501650158,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Carpignano Salentino,83001050752,PagoPA SpA,15376371009
Comune di Carpignano Salentino,83001050752,Regione Puglia,80017210727
