ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Comune di Trani,83000350724,PagoPA SpA,15376371009
Comune di Trani,83000350724,Maggioli SPA,06188330150
Comune di Trani,83000350724,APKAPPA S.R.L.,08543640158
Comune di Traona,00114280142,PagoPA SpA,15376371009
Comune di Traona,00114280142,Regione Lombardia,80050050154
Comune di Traona,00114280142,Maggioli SPA,06188330150
Comune di Trapani,80003210814,UNIMATICA-RGI S.p.A.,02098391200
Comune di Trapani,80003210814,PagoPA SpA,15376371009
Comune di Trapani,80003210814,Maggioli SPA,06188330150
Comune di Trapani,80003210814,Poste Italiane S.P.A.,97103880585
Comune di Trapani,80003210814,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Trapani,80003210814,Archidata srl,09613270157
Comune di Trappeto,80018760829,PagoPA SpA,15376371009
Comune di Trappeto,80018760829,Comune di Palermo,80016350821
Comune di Trappeto,80018760829,APKAPPA S.R.L.,08543640158
Comune di Trarego Viggiona,00421140039,Siscom SPA,01778000040
Comune di Trarego Viggiona,00421140039,PagoPA SpA,15376371009
Comune di Trarego Viggiona,00421140039,Dedagroup Public Services S.R.L.,01727860221
Comune di Trasacco,00167260660,PagoPA SpA,15376371009
Comune di Trasacco,00167260660,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Trasacco,00167260660,CREDEMTEL SpA,01378570350
Comune di Trasacco,00167260660,ICCREA Banca SpA,04774801007
Comune di Trasacco,00167260660,Optimia Srls,10893490960
Comune di Trasaghis,00358150308,PagoPA SpA,15376371009
Comune di Trasaghis,00358150308,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Trasquera,83002830038,Regione Piemonte,80087670016
Comune di Trasquera,83002830038,PagoPA SpA,15376371009
Comune di Tratalias,81001590926,PagoPA SpA,15376371009
Comune di Tratalias,81001590926,Regione Autonoma della Sardegna,80002870923
Comune di Tratalias,81001590926,E-Fil S.r.l.,03789750100
Comune di Travaco' Siccomario,00468090188,PagoPA SpA,15376371009
Comune di Travaco' Siccomario,00468090188,Regione Lombardia,80050050154
Comune di Travaco' Siccomario,00468090188,Advanced Systems S.p.A.,03383350638
Comune di Travaco' Siccomario,00468090188,Progetti e Soluzioni SPA,06423240727
Comune di Travagliato,00293540175,PagoPA SpA,15376371009
Comune di Travagliato,00293540175,Maggioli SPA,06188330150
Comune di Travagliato,00293540175,Poste Italiane S.P.A.,97103880585
Comune di Travagliato,00293540175,Regione Lombardia,80050050154
Comune di Travagliato,00293540175,E-Fil S.r.l.,03789750100
Comune di Travagliato,00293540175,Open Software S.r.l.,02810000279
Comune di Travagliato,00293540175,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Travedona Monate,00308240126,San Marco SPA,04142440728
Comune di Travedona Monate,00308240126,PagoPA SpA,15376371009
Comune di Travedona Monate,00308240126,Regione Lombardia,80050050154
Comune di Travedona Monate,00308240126,ANCITEL,07196850585
Comune di Traversella,84003110016,Siscom SPA,01778000040
Comune di Traversella,84003110016,Poste Italiane S.P.A.,97103880585
Comune di Traversella,84003110016,PagoPA SpA,15376371009
Comune di Traversetolo,00220040349,PagoPA SpA,15376371009
Comune di Traversetolo,00220040349,Lepida Spa,02770891204
Comune di Traversetolo,00220040349,Next Step Solution,02554480349
Comune di Traves,83001930011,Siscom SPA,01778000040
Comune di Traves,83001930011,PagoPA SpA,15376371009
Comune di Travesio,90000930934,PagoPA SpA,15376371009
Comune di Travesio,90000930934,Progetti e Soluzioni SPA,06423240727
Comune di Travesio,90000930934,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Travo,00230140337,PagoPA SpA,15376371009
Comune di Travo,00230140337,Lepida Spa,02770891204
Comune di Travo,00230140337,CREDEMTEL SpA,01378570350
Comune di Travo,00230140337,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Tre Ville,02402200220,Provincia Autonoma di Trento,00337460224
Comune di Tre Ville,02402200220,PagoPA SpA,15376371009
Comune di Tre Ville,02402200220,Maggioli SPA,06188330150
Comune di Trebaseleghe,80010250282,PagoPA SpA,15376371009
Comune di Trebaseleghe,80010250282,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Trebaseleghe,80010250282,Regione del Veneto,80007580279
Comune di Trebisacce,00378820781,Siscom SPA,01778000040
Comune di Trebisacce,00378820781,PagoPA SpA,15376371009
Comune di Trecase,90000940636,PagoPA SpA,15376371009
Comune di Trecase,90000940636,Poste Italiane S.P.A.,97103880585
Comune di Trecase,90000940636,Advanced Systems S.p.A.,03383350638
Comune di Trecastagni,00744880873,UNIMATICA-RGI S.p.A.,02098391200
Comune di Trecastagni,00744880873,PagoPA SpA,15376371009
Comune di Trecastagni,00744880873,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Trecastelli,02613570429,PagoPA SpA,15376371009
Comune di Trecastelli,02613570429,Abaco Spa,02391510266
Comune di Trecastelli,02613570429,Regione Marche,80008630420
Comune di Trecastelli,02613570429,CREDEMTEL SpA,01378570350
Comune di Trecate,80005270030,PagoPA SpA,15376371009
Comune di Trecate,80005270030,Maggioli SPA,06188330150
Comune di Trecate,80005270030,APKAPPA S.R.L.,08543640158
Comune di Trecate,80005270030,ASSIST SPA,10596000017
Comune di Trecate,80005270030,Intesa Sanpaolo SPA,00799960158
Comune di Trecchina,84002110769,PagoPA SpA,15376371009
Comune di Trecchina,84002110769,Regione Basilicata,80002950766
Comune di Trecenta,00205230295,PagoPA SpA,15376371009
Comune di Trecenta,00205230295,Poste Italiane S.P.A.,97103880585
Comune di Trecenta,00205230295,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Trecenta,00205230295,Regione del Veneto,80007580279
Comune di Trecenta,00205230295,Abaco Spa,02391510266
Comune di Tredozio,00695070409,Maggioli SPA,06188330150
Comune di Tredozio,00695070409,PagoPA SpA,15376371009
Comune di Tredozio,00695070409,Lepida Spa,02770891204
Comune di Tredozio,00695070409,Advanced Systems S.p.A.,03383350638
Comune di Treglio,81002800696,PagoPA SpA,15376371009
Comune di Treglio,81002800696,SO.G.E.T. S.P.A.,01807790686
Comune di Treglio,81002800696,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Comune di Treglio,81002800696,CREDEMTEL SpA,01378570350
Comune di Tregnago,00265460238,PagoPA SpA,15376371009
Comune di Tregnago,00265460238,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Tregnago,00265460238,E-Fil S.r.l.,03789750100
Comune di Tregnago,00265460238,Regione del Veneto,80007580279
Comune di Tregnago,00265460238,Abaco Spa,02391510266
Comune di Treia,00138790431,PagoPA SpA,15376371009
Comune di Treia,00138790431,Novares Spa,12105121003
Comune di Treia,00138790431,Regione Marche,80008630420
Comune di Treia,00138790431,E-Fil S.r.l.,03789750100
Comune di Treiso,00421150046,Siscom SPA,01778000040
Comune di Treiso,00421150046,PagoPA SpA,15376371009
Comune di Tremestieri Etneo,00646630871,PagoPA SpA,15376371009
Comune di Tremestieri Etneo,00646630871,Maggioli SPA,06188330150
Comune di Tremestieri Etneo,00646630871,Comune di Catania,00137020871
Comune di Tremestieri Etneo,00646630871,Poste Italiane S.P.A.,97103880585
Comune di Tremestieri Etneo,00646630871,E-Fil S.r.l.,03789750100
Comune di Tremezzina,03504700133,PagoPA SpA,15376371009
Comune di Tremezzina,03504700133,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Tremezzina,03504700133,Maggioli SPA,06188330150
Comune di Tremezzina,03504700133,Regione Lombardia,80050050154
Comune di Tremezzina,03504700133,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Tremezzina,03504700133,ASSIST SPA,10596000017
Comune di Tremezzina,03504700133,Progetti e Soluzioni SPA,06423240727
Comune di Tremezzina,03504700133,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Trentinara,81001730654,PagoPA SpA,15376371009
Comune di Trentinara,81001730654,NORDCOM,13384100155
Comune di Trentinara,81001730654,Maggioli SPA,06188330150
Comune di Trentinara,81001730654,CREDEMTEL SpA,01378570350
Comune di Trento,00355870221,Provincia Autonoma di Trento,00337460224
Comune di Trento,00355870221,PagoPA SpA,15376371009
Comune di Trento,00355870221,Maggioli SPA,06188330150
Comune di Trento,00355870221,Progetti e Soluzioni SPA,06423240727
Comune di Trentola Ducenta,81001230614,PagoPA SpA,15376371009
Comune di Trentola Ducenta,81001230614,Publiservizi srl,03218060659
Comune di Trentola Ducenta,81001230614,Maggioli SPA,06188330150
Comune di Trenzano,00949980171,PagoPA SpA,15376371009
Comune di Trenzano,00949980171,Maggioli SPA,06188330150
Comune di Treppo Carnico,84002190308,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Treppo Grande,80008880306,PagoPA SpA,15376371009
Comune di Treppo Grande,80008880306,CREDEMTEL SpA,01378570350
Comune di Treppo Grande,80008880306,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Treppo Ligosullo,02916620301,PagoPA SpA,15376371009
Comune di Treppo Ligosullo,02916620301,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Trepuzzi,00463680751,PagoPA SpA,15376371009
Comune di Trepuzzi,00463680751,Regione Puglia,80017210727
Comune di Trepuzzi,00463680751,Poste Italiane S.P.A.,97103880585
Comune di Trepuzzi,00463680751,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Trepuzzi,00463680751,Dedagroup Public Services S.R.L.,01727860221
Comune di Trequanda,81002840528,PagoPA SpA,15376371009
Comune di Trequanda,81002840528,Dedagroup Public Services S.R.L.,01727860221
Comune di Tresana,81000810457,Regione Toscana,01386030488
Comune di Tresana,81000810457,PagoPA SpA,15376371009
Comune di Tresana,81000810457,APKAPPA S.R.L.,08543640158
Comune di Trescore Balneario,00407800168,PagoPA SpA,15376371009
Comune di Trescore Balneario,00407800168,Regione Lombardia,80050050154
Comune di Trescore Balneario,00407800168,Advanced Systems S.p.A.,03383350638
Comune di Trescore Balneario,00407800168,CREDEMTEL SpA,01378570350
Comune di Trescore Balneario,00407800168,Open Software S.r.l.,02810000279
Comune di Trescore Cremasco,00265370197,Consorzio I.T. Srl,01321400192
Comune di Trescore Cremasco,00265370197,PagoPA SpA,15376371009
Comune di Tresignana,02035700380,PagoPA SpA,15376371009
Comune di Tresignana,02035700380,Abaco Spa,02391510266
Comune di Tresignana,02035700380,CREDEMTEL SpA,01378570350
Comune di Tresivio,00109370148,PagoPA SpA,15376371009
Comune di Tresivio,00109370148,Regione Lombardia,80050050154
Comune di Tresivio,00109370148,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Tresnuraghes,00071770952,PagoPA SpA,15376371009
Comune di Tresnuraghes,00071770952,Regione Autonoma della Sardegna,80002870923
Comune di Tresnuraghes,00071770952,E-Fil S.r.l.,03789750100
Comune di Tresnuraghes,00071770952,Advanced Systems S.p.A.,03383350638
Comune di Trevenzuolo,80015530233,PagoPA SpA,15376371009
Comune di Trevenzuolo,80015530233,Regione del Veneto,80007580279
Comune di Trevi,00429570542,PagoPA SpA,15376371009
Comune di Trevi,00429570542,E-Fil S.r.l.,03789750100
Comune di Trevi,00429570542,CREDEMTEL SpA,01378570350
Comune di Trevi,00429570542,ANDREANI TRIBUTI srl,01412920439
Comune di Trevi nel Lazio,00300630605,Anci Digitale S.p.A.,15483121008
Comune di Trevi nel Lazio,00300630605,PagoPA SpA,15376371009
Comune di Trevi nel Lazio,00300630605,P.A. Digitale spa,06628860964
Comune di Trevico,81001230648,PagoPA SpA,15376371009
Comune di Trevico,81001230648,Noviservice srl,02789990922
Comune di Trevico,81001230648,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Treviglio,00230810160,PagoPA SpA,15376371009
Comune di Treviglio,00230810160,Regione Lombardia,80050050154
Comune di Treviglio,00230810160,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Treviglio,00230810160,Maggioli SPA,06188330150
Comune di Trevignano,83001370267,PagoPA SpA,15376371009
Comune di Trevignano,83001370267,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Trevignano,83001370267,Maggioli SPA,06188330150
Comune di Trevignano,83001370267,Regione del Veneto,80007580279
Comune di Trevignano Romano,80189850581,PagoPA SpA,15376371009
Comune di Trevignano Romano,80189850581,Maggioli SPA,06188330150
Comune di Trevignano Romano,80189850581,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Trevignano Romano,80189850581,Progetti e Soluzioni SPA,06423240727
Comune di Trevignano Romano,80189850581,Citta' Metropolitana di Roma Capitale,80034390585
Comune di Trevignano Romano,80189850581,APKAPPA S.R.L.,08543640158
Comune di Treville,00452610066,Siscom SPA,01778000040
Comune di Treville,00452610066,PagoPA SpA,15376371009
Comune di Treville,00452610066,Advanced Systems S.p.A.,03383350638
Comune di Treviolo,00330220161,San Marco SPA,04142440728
Comune di Treviolo,00330220161,PagoPA SpA,15376371009
Comune di Treviolo,00330220161,Maggioli SPA,06188330150
Comune di Treviolo,00330220161,Advanced Systems S.p.A.,03383350638
Comune di Treviso,80007310263,PagoPA SpA,15376371009
Comune di Treviso,80007310263,Maggioli SPA,06188330150
Comune di Treviso,80007310263,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Treviso,80007310263,E-Fil S.r.l.,03789750100
Comune di Treviso,80007310263,Regione del Veneto,80007580279
Comune di Treviso,80007310263,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Treviso,80007310263,Abaco Spa,02391510266
Comune di Treviso Bresciano,87000310174,PagoPA SpA,15376371009
Comune di Treviso Bresciano,87000310174,Regione Lombardia,80050050154
Comune di Treviso Bresciano,87000310174,Softline srl,12299030150
Comune di Trezzano Rosa,83502090158,PagoPA SpA,15376371009
Comune di Trezzano Rosa,83502090158,S.T.E.P. SRL,02104860909
Comune di Trezzano Rosa,83502090158,Maggioli SPA,06188330150
Comune di Trezzano Sul Naviglio,03029240151,PagoPA SpA,15376371009
Comune di Trezzano Sul Naviglio,03029240151,Poste Italiane S.P.A.,97103880585
Comune di Trezzano Sul Naviglio,03029240151,Regione Lombardia,80050050154
Comune di Trezzano Sul Naviglio,03029240151,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Trezzano Sul Naviglio,03029240151,Advanced Systems S.p.A.,03383350638
Comune di Trezzano Sul Naviglio,03029240151,Progetti e Soluzioni SPA,06423240727
Comune di Trezzano Sul Naviglio,03029240151,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Trezzo Sull'Adda,83502130152,PagoPA SpA,15376371009
Comune di Trezzo Sull'Adda,83502130152,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Trezzo Sull'Adda,83502130152,Maggioli SPA,06188330150
Comune di Trezzo Sull'Adda,83502130152,Regione Lombardia,80050050154
Comune di Trezzo Sull'Adda,83502130152,Advanced Systems S.p.A.,03383350638
Comune di Trezzo Sull'Adda,83502130152,Abaco Spa,02391510266
Comune di Trezzo Tinella,00487740045,Siscom SPA,01778000040
Comune di Trezzo Tinella,00487740045,PagoPA SpA,15376371009
Comune di Trezzone,00711150136,PagoPA SpA,15376371009
Comune di Trezzone,00711150136,Regione Lombardia,80050050154
Comune di Trezzone,00711150136,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Tribano,00683160287,PagoPA SpA,15376371009
Comune di Tribano,00683160287,BANCA MONTE DEI PASCHI DI SIENA,00884060526
Comune di Tribano,00683160287,Regione del Veneto,80007580279
Comune di Tribiano,84503590154,PagoPA SpA,15376371009
Comune di Tribiano,84503590154,CREDEMTEL SpA,01378570350
Comune di Tribiano,84503590154,Progetti e Soluzioni SPA,06423240727
Comune di Tribogna,83001450101,PagoPA SpA,15376371009
Comune di Tribogna,83001450101,CREDEMTEL SpA,01378570350
Comune di Tricarico,80002860775,PagoPA SpA,15376371009
Comune di Tricarico,80002860775,WEMAPP SRLS,01931590762
Comune di Tricarico,80002860775,Regione Basilicata,80002950766
Comune di Tricarico,80002860775,CREDEMTEL SpA,01378570350
Comune di Tricarico,80002860775,Intesa Sanpaolo SPA,00799960158
Comune di Tricase,81000410753,PagoPA SpA,15376371009
Comune di Tricase,81000410753,Regione Puglia,80017210727
Comune di Tricase,81000410753,Poste Italiane S.P.A.,97103880585
Comune di Tricase,81000410753,ANDREANI TRIBUTI srl,01412920439
Comune di Tricase,81000410753,SO.G.E.T. S.P.A.,01807790686
Comune di Tricerro,80001310020,Siscom SPA,01778000040
Comune di Tricerro,80001310020,PagoPA SpA,15376371009
Comune di Tricesimo,00466980307,PagoPA SpA,15376371009
Comune di Tricesimo,00466980307,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Trichiana,00205960255,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Trichiana,00205960255,Regione del Veneto,80007580279
Comune di Triei,82000250918,PagoPA SpA,15376371009
Comune di Triei,82000250918,Poste Italiane S.P.A.,97103880585
Comune di Triei,82000250918,Regione Autonoma della Sardegna,80002870923
Comune di Triei,82000250918,Optimia Srls,10893490960
Comune di Triei,82000250918,Dedagroup Public Services S.R.L.,01727860221
Comune di Trieste,00210240321,PagoPA SpA,15376371009
Comune di Trieste,00210240321,Maggioli SPA,06188330150
Comune di Trieste,00210240321,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Triggiano,00865250724,PagoPA SpA,15376371009
Comune di Triggiano,00865250724,Maggioli SPA,06188330150
Comune di Triggiano,00865250724,Advanced Systems S.p.A.,03383350638
Comune di Triggiano,00865250724,ASSIST SPA,10596000017
Comune di Triggiano,00865250724,Progetti e Soluzioni SPA,06423240727
Comune di Trigolo,00304290190,Consorzio I.T. Srl,01321400192
Comune di Trigolo,00304290190,Etruria p.a. S.r.l.,05883740481
Comune di Trigolo,00304290190,PagoPA SpA,15376371009
Comune di Trigolo,00304290190,CREDEMTEL SpA,01378570350
Comune di Trigolo,00304290190,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Trinita',00367390044,Regione Piemonte,80087670016
Comune di Trinita',00367390044,PagoPA SpA,15376371009
Comune di Trinita',00367390044,Maggioli SPA,06188330150
Comune di Trinita',00367390044,Siscom SPA,01778000040
Comune di Trinita',00367390044,Optimia Srls,10893490960
Comune di Trinita' D'Agultu e Vignola,82004710909,PagoPA SpA,15376371009
Comune di Trinita' D'Agultu e Vignola,82004710909,Poste Italiane S.P.A.,97103880585
Comune di Trinita' D'Agultu e Vignola,82004710909,Maggioli SPA,06188330150
Comune di Trinita' D'Agultu e Vignola,82004710909,Advanced Systems S.p.A.,03383350638
Comune di Trinitapoli,81002170710,PagoPA SpA,15376371009
Comune di Trinitapoli,81002170710,Regione Puglia,80017210727
Comune di Trino,80001910027,Regione Piemonte,80087670016
Comune di Trino,80001910027,PagoPA SpA,15376371009
Comune di Trino,80001910027,Maggioli SPA,06188330150
Comune di Trino,80001910027,Siscom SPA,01778000040
Comune di Trino,80001910027,S.T.E.P. SRL,02104860909
Comune di Trino,80001910027,Optimia Srls,10893490960
Comune di Trino,80001910027,Technical Design s.r.l.,00595270042
Comune di Trino,80001910027,Trisoft Executive Services S.R.L.,08102710012
Comune di Triora,81004270088,Siscom SPA,01778000040
Comune di Triora,81004270088,PagoPA SpA,15376371009
Comune di Tripi,83030250837,Siscom SPA,01778000040
Comune di Tripi,83030250837,Poste Italiane S.P.A.,97103880585
Comune di Tripi,83030250837,PagoPA SpA,15376371009
Comune di Tripi,83030250837,APKAPPA S.R.L.,08543640158
Comune di Trisobbio,00385200068,Siscom SPA,01778000040
Comune di Trisobbio,00385200068,PagoPA SpA,15376371009
Comune di Trissino,00176730240,PagoPA SpA,15376371009
Comune di Trissino,00176730240,Abaco Spa,02391510266
Comune di Trissino,00176730240,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Trissino,00176730240,Regione del Veneto,80007580279
Comune di Triuggio,83007340157,PagoPA SpA,15376371009
Comune di Triuggio,83007340157,Maggioli SPA,06188330150
