ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Comune di Avella,00248800641,Poste Italiane S.P.A.,97103880585
Comune di Avella,00248800641,NORDCOM,13384100155
Comune di Avella,00248800641,Advanced Systems S.p.A.,03383350638
Comune di Avellino,00184530640,PagoPA SpA,15376371009
Comune di Avellino,00184530640,Poste Italiane S.P.A.,97103880585
Comune di Avellino,00184530640,Dedagroup Public Services S.R.L.,01727860221
Comune di Averara,85002410166,PagoPA SpA,15376371009
Comune di Averara,85002410166,Maggioli SPA,06188330150
Comune di Averara,85002410166,Regione Lombardia,80050050154
Comune di Averara,85002410166,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Averara,85002410166,CREDEMTEL SpA,01378570350
Comune di Averara,85002410166,APKAPPA S.R.L.,08543640158
Comune di Aversa,81000970616,PagoPA SpA,15376371009
Comune di Aversa,81000970616,Poste Italiane S.P.A.,97103880585
Comune di Aversa,81000970616,Argentea S.r.l.,02260390220
Comune di Aversa,81000970616,Advanced Systems S.p.A.,03383350638
Comune di Aversa,81000970616,Regione Campania,80011990639
Comune di Aversa,81000970616,Next Step Solution,02554480349
Comune di Avetrana,80009250731,PagoPA SpA,15376371009
Comune di Avetrana,80009250731,ASSIST SPA,10596000017
Comune di Avetrana,80009250731,Progetti e Soluzioni SPA,06423240727
Comune di Avezzano,81002910669,PagoPA SpA,15376371009
Comune di Avezzano,81002910669,Poste Italiane S.P.A.,97103880585
Comune di Avezzano,81002910669,Mercurio Service spa,01413270669
Comune di Avezzano,81002910669,Maggioli SPA,06188330150
Comune di Aviano,00090320938,PagoPA SpA,15376371009
Comune di Aviano,00090320938,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Aviano,00090320938,E-Fil S.r.l.,03789750100
Comune di Aviano,00090320938,Progetti e Soluzioni SPA,06423240727
Comune di Aviano,00090320938,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Aviatico,00374900165,San Marco SPA,04142440728
Comune di Aviatico,00374900165,PagoPA SpA,15376371009
Comune di Aviatico,00374900165,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Aviatico,00374900165,E-Fil S.r.l.,03789750100
Comune di Avigliana,01655950010,PagoPA SpA,15376371009
Comune di Avigliana,01655950010,Maggioli SPA,06188330150
Comune di Avigliana,01655950010,Novares Spa,12105121003
Comune di Avigliana,01655950010,ASSIST SPA,10596000017
Comune di Avigliana,01655950010,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Avigliana,01655950010,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Avigliano,80001750761,PagoPA SpA,15376371009
Comune di Avigliano,80001750761,Maggioli SPA,06188330150
Comune di Avigliano,80001750761,WEMAPP SRLS,01931590762
Comune di Avigliano,80001750761,Regione Basilicata,80002950766
Comune di Avigliano,80001750761,Progetti e Soluzioni SPA,06423240727
Comune di Avigliano,80001750761,ANDREANI TRIBUTI srl,01412920439
Comune di Avigliano Umbro,00180740557,Regione Umbria,80000130544
Comune di Avigliano Umbro,00180740557,PagoPA SpA,15376371009
Comune di Avigliano Umbro,00180740557,Optimia Srls,10893490960
Comune di Avigliano Umbro,00180740557,CREDEMTEL SpA,01378570350
Comune di Avio,00110390226,Provincia Autonoma di Trento,00337460224
Comune di Avio,00110390226,PagoPA SpA,15376371009
Comune di Avise,80003230077,PagoPA SpA,15376371009
Comune di Avise,80003230077,Regione Autonoma Valle D'Aosta,80002270074
Comune di Avola,00090570896,PagoPA SpA,15376371009
Comune di Avola,00090570896,Poste Italiane S.P.A.,97103880585
Comune di Avola,00090570896,Advanced Systems S.p.A.,03383350638
Comune di Avolasca,00433810066,PagoPA SpA,15376371009
Comune di Avolasca,00433810066,APKAPPA S.R.L.,08543640158
Comune di Ayas,00106960073,PagoPA SpA,15376371009
Comune di Ayas,00106960073,Regione Autonoma Valle D'Aosta,80002270074
Comune di Ayas,00106960073,Progetti e Soluzioni SPA,06423240727
Comune di Aymavilles,00099010076,PagoPA SpA,15376371009
Comune di Aymavilles,00099010076,Regione Autonoma Valle D'Aosta,80002270074
Comune di Aymavilles,00099010076,Maggioli SPA,06188330150
Comune di Aymavilles,00099010076,Progetti e Soluzioni SPA,06423240727
Comune di Azeglio,84000970016,Siscom SPA,01778000040
Comune di Azeglio,84000970016,PagoPA SpA,15376371009
Comune di Azeglio,84000970016,Optimia Srls,10893490960
Comune di Azeglio,84000970016,Maggioli SPA,06188330150
Comune di Azzanello,00310040191,PagoPA SpA,15376371009
Comune di Azzano D'Asti,80003010057,Siscom SPA,01778000040
Comune di Azzano D'Asti,80003010057,Regione Piemonte,80087670016
Comune di Azzano D'Asti,80003010057,PagoPA SpA,15376371009
Comune di Azzano Decimo,80001730938,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Azzano Decimo,80001730938,PagoPA SpA,15376371009
Comune di Azzano Decimo,80001730938,Progetti e Soluzioni SPA,06423240727
Comune di Azzano Decimo,80001730938,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Azzano Mella,80018050171,San Marco SPA,04142440728
Comune di Azzano Mella,80018050171,PagoPA SpA,15376371009
Comune di Azzano Mella,80018050171,Regione Lombardia,80050050154
Comune di Azzano Mella,80018050171,Novares Spa,12105121003
Comune di Azzano San Paolo,00681530168,San Marco SPA,04142440728
Comune di Azzano San Paolo,00681530168,PagoPA SpA,15376371009
Comune di Azzano San Paolo,00681530168,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Azzano San Paolo,00681530168,Maggioli SPA,06188330150
Comune di Azzate,00308140128,PagoPA SpA,15376371009
Comune di Azzate,00308140128,Maggioli SPA,06188330150
Comune di Azzate,00308140128,Regione Lombardia,80050050154
Comune di Azzate,00308140128,eRemind srl – PMPAY,11311050964
Comune di Azzate,00308140128,San Marco SPA,04142440728
Comune di Azzate,00308140128,Abaco Spa,02391510266
Comune di Azzio,00605220128,PagoPA SpA,15376371009
Comune di Azzio,00605220128,Regione Lombardia,80050050154
Comune di Azzio,00605220128,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Azzone,00579440165,PagoPA SpA,15376371009
Comune di Azzone,00579440165,Poste Italiane S.P.A.,97103880585
Comune di Azzone,00579440165,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Azzone,00579440165,CREDEMTEL SpA,01378570350
Comune di Baceno,00422770032,Siscom SPA,01778000040
Comune di Baceno,00422770032,PagoPA SpA,15376371009
Comune di Baceno,00422770032,Technical Design s.r.l.,00595270042
Comune di Baceno,00422770032,Maggioli SPA,06188330150
Comune di Bacoli,80100100637,PagoPA SpA,15376371009
Comune di Bacoli,80100100637,Advanced Systems S.p.A.,03383350638
Comune di Bacoli,80100100637,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Badalucco,00250450087,Siscom SPA,01778000040
Comune di Badalucco,00250450087,Poste Italiane S.P.A.,97103880585
Comune di Badalucco,00250450087,PagoPA SpA,15376371009
Comune di Badesi,82004930903,PagoPA SpA,15376371009
Comune di Badesi,82004930903,Regione Autonoma della Sardegna,80002870923
Comune di Badesi,82004930903,E-Fil S.r.l.,03789750100
Comune di Badesi,82004930903,ANDREANI TRIBUTI srl,01412920439
Comune di Badia,81006190219,PagoPA SpA,15376371009
Comune di Badia,81006190219,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Badia,81006190219,Alto Adige Riscossioni Spa,02805390214
Comune di Badia Calavena,83002470231,PagoPA SpA,15376371009
Comune di Badia Calavena,83002470231,Abaco Spa,02391510266
Comune di Badia Calavena,83002470231,Argentea S.r.l.,02260390220
Comune di Badia Pavese,81001830181,PagoPA SpA,15376371009
Comune di Badia Pavese,81001830181,CREDEMTEL SpA,01378570350
Comune di Badia Pavese,81001830181,Advanced Systems S.p.A.,03383350638
Comune di Badia Polesine,82000390292,PagoPA SpA,15376371009
Comune di Badia Polesine,82000390292,Regione del Veneto,80007580279
Comune di Badia Polesine,82000390292,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Badia Polesine,82000390292,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Badia Polesine,82000390292,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Badia Tedalda,82001090511,Regione Toscana,01386030488
Comune di Badia Tedalda,82001090511,PagoPA SpA,15376371009
Comune di Badia Tedalda,82001090511,Abaco Spa,02391510266
Comune di Badia Tedalda,82001090511,CREDEMTEL SpA,01378570350
Comune di Badolato,00164790792,PagoPA SpA,15376371009
Comune di Badolato,00164790792,Noviservice srl,02789990922
Comune di Badolato,00164790792,APKAPPA S.R.L.,08543640158
Comune di Bagaladi,00283390805,UNIMATICA-RGI S.p.A.,02098391200
Comune di Bagaladi,00283390805,PagoPA SpA,15376371009
Comune di Bagheria,81000170829,PagoPA SpA,15376371009
Comune di Bagheria,81000170829,Comune di Palermo,80016350821
Comune di Bagheria,81000170829,Maggioli SPA,06188330150
Comune di Bagheria,81000170829,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Bagheria,81000170829,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Bagheria,81000170829,WEBLOOM S.r.L.,06457411004
Comune di Bagheria,81000170829,Sintax s.r.l.,02177970783
Comune di Bagnacavallo,00257850396,PagoPA SpA,15376371009
Comune di Bagnacavallo,00257850396,Lepida Spa,02770891204
Comune di Bagnacavallo,00257850396,Advanced Systems S.p.A.,03383350638
Comune di Bagnacavallo,00257850396,E-Fil S.r.l.,03789750100
Comune di Bagnara Calabra,80002470807,PagoPA SpA,15376371009
Comune di Bagnara Calabra,80002470807,Poste Italiane S.P.A.,97103880585
Comune di Bagnara Calabra,80002470807,ARCA Servizi s.r.l,09106071005
Comune di Bagnara di Romagna,00218780393,PagoPA SpA,15376371009
Comune di Bagnara di Romagna,00218780393,Lepida Spa,02770891204
Comune di Bagnara di Romagna,00218780393,E-Fil S.r.l.,03789750100
Comune di Bagnaria,86003510186,PagoPA SpA,15376371009
Comune di Bagnaria,86003510186,Poste Italiane S.P.A.,97103880585
Comune di Bagnaria,86003510186,Regione Lombardia,80050050154
Comune di Bagnaria Arsa,00461800302,PagoPA SpA,15376371009
Comune di Bagnaria Arsa,00461800302,CREDEMTEL SpA,01378570350
Comune di Bagnaria Arsa,00461800302,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Bagnasco,00508220043,Siscom SPA,01778000040
Comune di Bagnasco,00508220043,PagoPA SpA,15376371009
Comune di Bagnatica,00720170166,PagoPA SpA,15376371009
Comune di Bagnatica,00720170166,Regione Lombardia,80050050154
Comune di Bagnatica,00720170166,Novares Spa,12105121003
Comune di Bagnatica,00720170166,E-Fil S.r.l.,03789750100
Comune di Bagni di Lucca,00211170469,Regione Toscana,01386030488
Comune di Bagni di Lucca,00211170469,PagoPA SpA,15376371009
Comune di Bagni di Lucca,00211170469,Maggioli SPA,06188330150
Comune di Bagni di Lucca,00211170469,Open Software S.r.l.,02810000279
Comune di Bagno a Ripoli,01329130486,PagoPA SpA,15376371009
Comune di Bagno a Ripoli,01329130486,Etruria p.a. S.r.l.,05883740481
Comune di Bagno a Ripoli,01329130486,SILFI Spa,06625660482
Comune di Bagno a Ripoli,01329130486,S.T.E.P. SRL,02104860909
Comune di Bagno a Ripoli,01329130486,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Bagno di Romagna,81000330407,PagoPA SpA,15376371009
Comune di Bagno di Romagna,81000330407,Lepida Spa,02770891204
Comune di Bagno di Romagna,81000330407,Maggioli SPA,06188330150
Comune di Bagno di Romagna,81000330407,Advanced Systems S.p.A.,03383350638
Comune di Bagno di Romagna,81000330407,E-Fil S.r.l.,03789750100
Comune di Bagno di Romagna,81000330407,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Bagnoli del Trigno,00069680940,PagoPA SpA,15376371009
Comune di Bagnoli del Trigno,00069680940,CREDEMTEL SpA,01378570350
Comune di Bagnoli di Sopra,00698340288,PagoPA SpA,15376371009
Comune di Bagnoli di Sopra,00698340288,Regione del Veneto,80007580279
Comune di Bagnoli Irpino,00133870642,PagoPA SpA,15376371009
Comune di Bagnoli Irpino,00133870642,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Bagnoli Irpino,00133870642,CREDEMTEL SpA,01378570350
Comune di Bagnolo Cremasco,00116170192,Consorzio I.T. Srl,01321400192
Comune di Bagnolo Cremasco,00116170192,PagoPA SpA,15376371009
Comune di Bagnolo Cremasco,00116170192,Maggioli SPA,06188330150
Comune di Bagnolo del Salento,83000210753,PagoPA SpA,15376371009
Comune di Bagnolo del Salento,83000210753,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Bagnolo del Salento,83000210753,Regione Puglia,80017210727
Comune di Bagnolo di Po,82001890290,PagoPA SpA,15376371009
Comune di Bagnolo di Po,82001890290,Poste Italiane S.P.A.,97103880585
Comune di Bagnolo di Po,82001890290,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Bagnolo di Po,82001890290,Regione del Veneto,80007580279
Comune di Bagnolo di Po,82001890290,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Bagnolo In Piano,00441280351,PagoPA SpA,15376371009
Comune di Bagnolo In Piano,00441280351,Lepida Spa,02770891204
Comune di Bagnolo In Piano,00441280351,Maggioli SPA,06188330150
Comune di Bagnolo In Piano,00441280351,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Bagnolo Mella,00453990178,PagoPA SpA,15376371009
Comune di Bagnolo Mella,00453990178,Regione Lombardia,80050050154
Comune di Bagnolo Mella,00453990178,NORDCOM,13384100155
Comune di Bagnolo Mella,00453990178,Novares Spa,12105121003
Comune di Bagnolo Piemonte,00486530041,Regione Piemonte,80087670016
Comune di Bagnolo Piemonte,00486530041,PagoPA SpA,15376371009
Comune di Bagnolo Piemonte,00486530041,Maggioli SPA,06188330150
Comune di Bagnolo Piemonte,00486530041,CREDEMTEL SpA,01378570350
Comune di Bagnolo Piemonte,00486530041,Technical Design s.r.l.,00595270042
Comune di Bagnolo San Vito,00438900201,PagoPA SpA,15376371009
Comune di Bagnolo San Vito,00438900201,Maggioli SPA,06188330150
Comune di Bagnolo San Vito,00438900201,Poste Italiane S.P.A.,97103880585
Comune di Bagnolo San Vito,00438900201,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Bagnolo San Vito,00438900201,Advanced Systems S.p.A.,03383350638
Comune di Bagnone,00081870453,Etruria p.a. S.r.l.,05883740481
Comune di Bagnone,00081870453,PagoPA SpA,15376371009
Comune di Bagnone,00081870453,CREDEMTEL SpA,01378570350
Comune di Bagnone,00081870453,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Bagnone,00081870453,Regione Toscana,01386030488
Comune di Bagnoregio,00094410560,PagoPA SpA,15376371009
Comune di Bagnoregio,00094410560,Maggioli SPA,06188330150
Comune di Bagnoregio,00094410560,Poste Italiane S.P.A.,97103880585
Comune di Bagnoregio,00094410560,Progetti e Soluzioni SPA,06423240727
Comune di Bagnoregio,00094410560,Open Software S.r.l.,02810000279
Comune di Bagolino,00822580171,PagoPA SpA,15376371009
Comune di Bagolino,00822580171,Regione Lombardia,80050050154
Comune di Bagolino,00822580171,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Bagolino,00822580171,Softline srl,12299030150
Comune di Baia E Latina,80010110619,PagoPA SpA,15376371009
Comune di Baia E Latina,80010110619,eRemind srl – PMPAY,11311050964
Comune di Baia E Latina,80010110619,E-Fil S.r.l.,03789750100
Comune di Baiano,00245240643,PagoPA SpA,15376371009
Comune di Baiano,00245240643,Dedagroup Public Services S.R.L.,01727860221
Comune di Baiano,00245240643,Advanced Systems S.p.A.,03383350638
Comune di Bairo,83501730010,Regione Piemonte,80087670016
Comune di Bairo,83501730010,PagoPA SpA,15376371009
Comune di Bairo,83501730010,Abaco Spa,02391510266
Comune di Baiso,80019170358,PagoPA SpA,15376371009
Comune di Baiso,80019170358,Next Step Solution,02554480349
Comune di Bajardo,00208720086,Siscom SPA,01778000040
Comune di Bajardo,00208720086,PagoPA SpA,15376371009
Comune di Balangero,01834020016,Regione Piemonte,80087670016
Comune di Balangero,01834020016,PagoPA SpA,15376371009
Comune di Balangero,01834020016,Siscom SPA,01778000040
Comune di Balangero,01834020016,Novares Spa,12105121003
Comune di Balangero,01834020016,E-Fil S.r.l.,03789750100
Comune di Balangero,01834020016,Progetti e Soluzioni SPA,06423240727
Comune di Baldichieri d'Asti,80003030055,PagoPA SpA,15376371009
Comune di Baldichieri d'Asti,80003030055,Poste Italiane S.P.A.,97103880585
Comune di Baldichieri d'Asti,80003030055,APKAPPA S.R.L.,08543640158
Comune di Baldissero Canavese,83501370015,Siscom SPA,01778000040
Comune di Baldissero Canavese,83501370015,Regione Piemonte,80087670016
Comune di Baldissero Canavese,83501370015,PagoPA SpA,15376371009
Comune di Baldissero Canavese,83501370015,Maggioli SPA,06188330150
Comune di Baldissero D'Alba,81000370049,Siscom SPA,01778000040
Comune di Baldissero D'Alba,81000370049,Regione Piemonte,80087670016
Comune di Baldissero D'Alba,81000370049,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Baldissero D'Alba,81000370049,PagoPA SpA,15376371009
Comune di Baldissero Torinese,90002900018,PagoPA SpA,15376371009
Comune di Baldissero Torinese,90002900018,Progetti e Soluzioni SPA,06423240727
Comune di Balestrate,80023250824,UNIMATICA-RGI S.p.A.,02098391200
Comune di Balestrate,80023250824,PagoPA SpA,15376371009
Comune di Balestrate,80023250824,ANCITEL,07196850585
Comune di Balestrino,00338410095,PagoPA SpA,15376371009
Comune di Balestrino,00338410095,CREDEMTEL SpA,01378570350
Comune di Balestrino,00338410095,APKAPPA S.R.L.,08543640158
Comune di Ballabio,00548170133,PagoPA SpA,15376371009
Comune di Ballabio,00548170133,Maggioli SPA,06188330150
Comune di Ballabio,00548170133,Regione Lombardia,80050050154
Comune di Ballabio,00548170133,Optimia Srls,10893490960
Comune di Ballabio,00548170133,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Ballao,80001950924,PagoPA SpA,15376371009
Comune di Ballao,80001950924,Regione Autonoma della Sardegna,80002870923
Comune di Balme,83002910012,PagoPA SpA,15376371009
Comune di Balmuccia,82000110021,Siscom SPA,01778000040
Comune di Balmuccia,82000110021,PagoPA SpA,15376371009
Comune di Balocco,00425380029,Siscom SPA,01778000040
Comune di Balocco,00425380029,PagoPA SpA,15376371009
Comune di Balsorano,00211900667,PagoPA SpA,15376371009
Comune di Balsorano,00211900667,ISWEB S.p.A.,01722270665
Comune di Balsorano,00211900667,Maggioli SPA,06188330150
Comune di Balsorano,00211900667,ITALSET SRL,03890260759
Comune di Balvano,80001850769,PagoPA SpA,15376371009
Comune di Balvano,80001850769,Regione Basilicata,80002950766
Comune di Balzola,00450010061,Regione Piemonte,80087670016
Comune di Balzola,00450010061,PagoPA SpA,15376371009
Comune di Balzola,00450010061,Maggioli SPA,06188330150
Comune di Balzola,00450010061,Advanced Systems S.p.A.,03383350638
Comune di Banari,00257710905,PagoPA SpA,15376371009
Comune di Banari,00257710905,Regione Autonoma della Sardegna,80002870923
Comune di Banchette,84000990014,Siscom SPA,01778000040
Comune di Banchette,84000990014,PagoPA SpA,15376371009
Comune di Banchette,84000990014,S.T.E.P. SRL,02104860909
Comune di Banchette,84000990014,Maggioli SPA,06188330150
Comune di Bannio Anzino,00417230034,Siscom SPA,01778000040
Comune di Bannio Anzino,00417230034,Regione Piemonte,80087670016
Comune di Bannio Anzino,00417230034,PagoPA SpA,15376371009
Comune di Banzi,86000030766,PagoPA SpA,15376371009
Comune di Banzi,86000030766,Regione Basilicata,80002950766
Comune di Banzi,86000030766,CREDEMTEL SpA,01378570350
Comune di Baone,82004450282,PagoPA SpA,15376371009
Comune di Baone,82004450282,Progetti e Soluzioni SPA,06423240727
Comune di Baone,82004450282,Regione del Veneto,80007580279
Comune di Baradili,80007220959,PagoPA SpA,15376371009
Comune di Baradili,80007220959,Regione Autonoma della Sardegna,80002870923
Comune di Baradili,80007220959,CREDEMTEL SpA,01378570350
Comune di Baragiano,80005000767,PagoPA SpA,15376371009
Comune di Baragiano,80005000767,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Baragiano,80005000767,Dedagroup Public Services S.R.L.,01727860221
Comune di Baragiano,80005000767,Regione Basilicata,80002950766
Comune di Baranello,00172460701,PagoPA SpA,15376371009
Comune di Baranello,00172460701,CREDEMTEL SpA,01378570350
Comune di Barano D'Ischia,83000730636,PagoPA SpA,15376371009
Comune di Barano D'Ischia,83000730636,E-Fil S.r.l.,03789750100
Comune di Barano D'Ischia,83000730636,P.A. Digitale spa,06628860964
Comune di Barano D'Ischia,83000730636,Open Software S.r.l.,02810000279
Comune di Baranzate,04669050967,PagoPA SpA,15376371009
Comune di Baranzate,04669050967,Maggioli SPA,06188330150
Comune di Baranzate,04669050967,Advanced Systems S.p.A.,03383350638
Comune di Barasso,00459960126,PagoPA SpA,15376371009
Comune di Barasso,00459960126,Regione Lombardia,80050050154
Comune di Barasso,00459960126,ANCITEL,07196850585
Comune di Barasso,00459960126,APKAPPA S.R.L.,08543640158
Comune di Baratili San Pietro,00074690959,PagoPA SpA,15376371009
Comune di Baratili San Pietro,00074690959,Poste Italiane S.P.A.,97103880585
Comune di Baratili San Pietro,00074690959,Regione Autonoma della Sardegna,80002870923
Comune di Barbania,83000050019,Siscom SPA,01778000040
Comune di Barbania,83000050019,PagoPA SpA,15376371009
Comune di Barbara,00176320422,PagoPA SpA,15376371009
Comune di Barbara,00176320422,Regione Marche,80008630420
Comune di Barbarano Mossano,04139610242,PagoPA SpA,15376371009
Comune di Barbarano Mossano,04139610242,E-Fil S.r.l.,03789750100
Comune di Barbarano Mossano,04139610242,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Barbarano Romano,80009990567,PagoPA SpA,15376371009
Comune di Barbarano Romano,80009990567,CREDEMTEL SpA,01378570350
Comune di Barbarano Vicentino,00553120247,Regione del Veneto,80007580279
Comune di Barbaresco,00417680048,Siscom SPA,01778000040
Comune di Barbaresco,00417680048,PagoPA SpA,15376371009
Comune di Barbariga,88000370176,PagoPA SpA,15376371009
Comune di Barbariga,88000370176,Maggioli SPA,06188330150
Comune di Barbariga,88000370176,APKAPPA S.R.L.,08543640158
Comune di Barbata,00678470162,PagoPA SpA,15376371009
Comune di Barbata,00678470162,Regione Lombardia,80050050154
Comune di Barbata,00678470162,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Barbata,00678470162,Maggioli SPA,06188330150
Comune di Barberino di Mugello,00649380482,PagoPA SpA,15376371009
Comune di Barberino di Mugello,00649380482,SILFI Spa,06625660482
Comune di Barberino di Mugello,00649380482,P.A. Digitale spa,06628860964
Comune di Barberino di Mugello,00649380482,Poste Italiane S.P.A.,97103880585
Comune di Barberino di Mugello,00649380482,CREDEMTEL SpA,01378570350
Comune di Barberino Tavarnelle,06877150489,PagoPA SpA,15376371009
Comune di Barberino Tavarnelle,06877150489,Etruria p.a. S.r.l.,05883740481
Comune di Barberino Tavarnelle,06877150489,SILFI Spa,06625660482
Comune di Barberino Tavarnelle,06877150489,Maggioli SPA,06188330150
Comune di Barberino Tavarnelle,06877150489,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Barbianello,84000410187,PagoPA SpA,15376371009
Comune di Barbianello,84000410187,Regione Lombardia,80050050154
Comune di Barbiano,80005810215,PagoPA SpA,15376371009
Comune di Barbiano,80005810215,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Barbiano,80005810215,Alto Adige Riscossioni Spa,02805390214
Comune di Barbona,82001970282,PagoPA SpA,15376371009
Comune di Barbona,82001970282,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Barbona,82001970282,Regione del Veneto,80007580279
Comune di Barcellona Pozzo di Gotto,00084640838,UNIMATICA-RGI S.p.A.,02098391200
Comune di Barcellona Pozzo di Gotto,00084640838,PagoPA SpA,15376371009
Comune di Barcellona Pozzo di Gotto,00084640838,ANCITEL,07196850585
Comune di Barcellona Pozzo di Gotto,00084640838,Maggioli SPA,06188330150
Comune di Barcis,81000610931,PagoPA SpA,15376371009
Comune di Barcis,81000610931,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Bard,00093700078,PagoPA SpA,15376371009
Comune di Bard,00093700078,Regione Autonoma Valle D'Aosta,80002270074
Comune di Bard,00093700078,Maggioli SPA,06188330150
Comune di Bard,00093700078,APKAPPA S.R.L.,08543640158
Comune di Bardello,00247570120,San Marco SPA,04142440728
Comune di Bardello,00247570120,PagoPA SpA,15376371009
Comune di Bardello,00247570120,Regione Lombardia,80050050154
