ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Comune di Fluminimaggiore,00236000923,PagoPA SpA,15376371009
Comune di Fluminimaggiore,00236000923,Numera Sistemi e Informatica SpA,01265230902
Comune di Flussio,00158950915,PagoPA SpA,15376371009
Comune di Flussio,00158950915,E-Fil S.r.l.,03789750100
Comune di Fobello,82001210028,Siscom SPA,01778000040
Comune di Fobello,82001210028,PagoPA SpA,15376371009
Comune di Foggia,00363460718,PagoPA SpA,15376371009
Comune di Foggia,00363460718,Noviservice srl,02789990922
Comune di Foggia,00363460718,Advanced Systems S.p.A.,03383350638
Comune di Foggia,00363460718,ITALSET SRL,03890260759
Comune di Foggia,00363460718,APKAPPA S.R.L.,08543640158
Comune di Foglianise,80002150623,PagoPA SpA,15376371009
Comune di Foglianise,80002150623,Dedagroup Public Services S.R.L.,01727860221
Comune di Fogliano Redipuglia,00123380313,PagoPA SpA,15376371009
Comune di Fogliano Redipuglia,00123380313,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Foglizzo,82501510018,Siscom SPA,01778000040
Comune di Foglizzo,82501510018,PagoPA SpA,15376371009
Comune di Foglizzo,82501510018,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Foiano della Chiana,80000450512,PagoPA SpA,15376371009
Comune di Foiano della Chiana,80000450512,Dedagroup Public Services S.R.L.,01727860221
Comune di Foiano della Chiana,80000450512,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Foiano di Val Fortore,00689010627,PagoPA SpA,15376371009
Comune di Foiano di Val Fortore,00689010627,P.A. Digitale spa,06628860964
Comune di Folgaria,00323920223,Provincia Autonoma di Trento,00337460224
Comune di Folgaria,00323920223,PagoPA SpA,15376371009
Comune di Folgaria,00323920223,APKAPPA S.R.L.,08543640158
Comune di Folignano,00362290447,PagoPA SpA,15376371009
Comune di Folignano,00362290447,Regione Marche,80008630420
Comune di Folignano,00362290447,ASSIST SPA,10596000017
Comune di Folignano,00362290447,E-Fil S.r.l.,03789750100
Comune di Foligno,00166560540,PagoPA SpA,15376371009
Comune di Foligno,00166560540,P.A. Digitale spa,06628860964
Comune di Foligno,00166560540,Regione Umbria,80000130544
Comune di Foligno,00166560540,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Foligno,00166560540,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Foligno,00166560540,Next Step Solution,02554480349
Comune di Follina,84000810261,PagoPA SpA,15376371009
Comune di Follina,84000810261,Abaco Spa,02391510266
Comune di Follina,84000810261,E-Fil S.r.l.,03789750100
Comune di Follina,84000810261,Regione del Veneto,80007580279
Comune di Follo,00118050111,PagoPA SpA,15376371009
Comune di Follo,00118050111,Etruria p.a. S.r.l.,05883740481
Comune di Follo,00118050111,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Follonica,00080490535,PagoPA SpA,15376371009
Comune di Follonica,00080490535,Maggioli SPA,06188330150
Comune di Follonica,00080490535,E-Fil S.r.l.,03789750100
Comune di Follonica,00080490535,Progetti e Soluzioni SPA,06423240727
Comune di Follonica,00080490535,Regione Toscana,01386030488
Comune di Follonica,00080490535,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Fombio,82500030158,PagoPA SpA,15376371009
Comune di Fombio,82500030158,Maggioli SPA,06188330150
Comune di Fondachelli Fantina,83030170837,PagoPA SpA,15376371009
Comune di Fondachelli Fantina,83030170837,Poste Italiane S.P.A.,97103880585
Comune di Fondachelli Fantina,83030170837,APKAPPA S.R.L.,08543640158
Comune di Fondi,81003290590,PagoPA SpA,15376371009
Comune di Fondi,81003290590,P.A. Digitale spa,06628860964
Comune di Fondi,81003290590,Progetti e Soluzioni SPA,06423240727
Comune di Fondi,81003290590,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Fondo,00266900224,Provincia Autonoma di Trento,00337460224
Comune di Fonni,00169690914,PagoPA SpA,15376371009
Comune di Fonni,00169690914,Poste Italiane S.P.A.,97103880585
Comune di Fonni,00169690914,Regione Autonoma della Sardegna,80002870923
Comune di Fonni,00169690914,Dedagroup Public Services S.R.L.,01727860221
Comune di Fonni,00169690914,APKAPPA S.R.L.,08543640158
Comune di Fontainemore,00125590075,PagoPA SpA,15376371009
Comune di Fontainemore,00125590075,Regione Autonoma Valle D'Aosta,80002270074
Comune di Fontana Liri,82001210606,PagoPA SpA,15376371009
Comune di Fontana Liri,82001210606,CREDEMTEL SpA,01378570350
Comune di Fontanafredda,00162440937,PagoPA SpA,15376371009
Comune di Fontanafredda,00162440937,Maggioli SPA,06188330150
Comune di Fontanafredda,00162440937,CREDEMTEL SpA,01378570350
Comune di Fontanafredda,00162440937,Progetti e Soluzioni SPA,06423240727
Comune di Fontanafredda,00162440937,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Fontanarosa,81000590646,Siscom SPA,01778000040
Comune di Fontanarosa,81000590646,PagoPA SpA,15376371009
Comune di Fontanarosa,81000590646,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Fontanarosa,81000590646,Advanced Systems S.p.A.,03383350638
Comune di Fontanelice,01125200376,PagoPA SpA,15376371009
Comune di Fontanelice,01125200376,Lepida Spa,02770891204
Comune di Fontanelice,01125200376,MUNICIPIA S.P.A.,01973900838
Comune di Fontanelice,01125200376,Hera S.p.A.,04245520376
Comune di Fontanelice,01125200376,Next Step Solution,02554480349
Comune di Fontanella,83000990164,PagoPA SpA,15376371009
Comune di Fontanella,83000990164,UBI Banca,03053920165
Comune di Fontanella,83000990164,Maggioli SPA,06188330150
Comune di Fontanella,83000990164,Regione Lombardia,80050050154
Comune di Fontanella,83000990164,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Fontanella,83000990164,E-Fil S.r.l.,03789750100
Comune di Fontanella,83000990164,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Fontanellato,00227430345,PagoPA SpA,15376371009
Comune di Fontanellato,00227430345,Lepida Spa,02770891204
Comune di Fontanellato,00227430345,Maggioli SPA,06188330150
Comune di Fontanellato,00227430345,Crédit Agricole Group Solutions Società Consortile per azioni,02771790348
Comune di Fontanellato,00227430345,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Fontanellato,00227430345,Next Step Solution,02554480349
Comune di Fontanelle,80011410265,PagoPA SpA,15376371009
Comune di Fontanelle,80011410265,Maggioli SPA,06188330150
Comune di Fontanelle,80011410265,E-Fil S.r.l.,03789750100
Comune di Fontanelle,80011410265,Regione del Veneto,80007580279
Comune di Fontanelle,80011410265,Abaco Spa,02391510266
Comune di Fontaneto D'Agogna,00460900038,PagoPA SpA,15376371009
Comune di Fontaneto D'Agogna,00460900038,Maggioli SPA,06188330150
Comune di Fontaneto D'Agogna,00460900038,Intesa Sanpaolo SPA,00799960158
Comune di Fontanetto Po,00347340028,Siscom SPA,01778000040
Comune di Fontanetto Po,00347340028,Regione Piemonte,80087670016
Comune di Fontanetto Po,00347340028,PagoPA SpA,15376371009
Comune di Fontanetto Po,00347340028,CREDEMTEL SpA,01378570350
Comune di Fontanigorda,00909790107,PagoPA SpA,15376371009
Comune di Fontanigorda,00909790107,Regione Liguria,00849050109
Comune di Fontanigorda,00909790107,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Fontanile,82000070050,Siscom SPA,01778000040
Comune di Fontanile,82000070050,PagoPA SpA,15376371009
Comune di Fontaniva,81000430280,PagoPA SpA,15376371009
Comune di Fontaniva,81000430280,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Fontaniva,81000430280,Regione del Veneto,80007580279
Comune di Fonte,83002570261,PagoPA SpA,15376371009
Comune di Fonte,83002570261,Abaco Spa,02391510266
Comune di Fonte,83002570261,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Fonte,83002570261,Regione del Veneto,80007580279
Comune di Fonte Nuova,97249250586,PagoPA SpA,15376371009
Comune di Fonte Nuova,97249250586,E-Fil S.r.l.,03789750100
Comune di Fonte Nuova,97249250586,Maggioli SPA,06188330150
Comune di Fonte Nuova,97249250586,Citta' Metropolitana di Roma Capitale,80034390585
Comune di Fontecchio,00189210669,PagoPA SpA,15376371009
Comune di Fontecchio,00189210669,Mercurio Service spa,01413270669
Comune di Fontecchio,00189210669,CREDEMTEL SpA,01378570350
Comune di Fontechiari,00277840609,PagoPA SpA,15376371009
Comune di Fontechiari,00277840609,eRemind srl – PMPAY,11311050964
Comune di Fontechiari,00277840609,CREDEMTEL SpA,01378570350
Comune di Fontegreca,82000820611,PagoPA SpA,15376371009
Comune di Fontegreca,82000820611,P.A. Digitale spa,06628860964
Comune di Fonteno,00542500160,PagoPA SpA,15376371009
Comune di Fonteno,00542500160,Poste Italiane S.P.A.,97103880585
Comune di Fonteno,00542500160,Dedagroup Public Services S.R.L.,01727860221
Comune di Fonteno,00542500160,Regione Lombardia,80050050154
Comune di Fontevivo,00429190341,PagoPA SpA,15376371009
Comune di Fontevivo,00429190341,Lepida Spa,02770891204
Comune di Fontevivo,00429190341,Maggioli SPA,06188330150
Comune di Fontevivo,00429190341,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Fontevivo,00429190341,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Fontevivo,00429190341,Next Step Solution,02554480349
Comune di Fonzaso,00207040254,PagoPA SpA,15376371009
Comune di Fonzaso,00207040254,Regione del Veneto,80007580279
Comune di Fonzaso,00207040254,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Fonzaso,00207040254,ITALSET SRL,03890260759
Comune di Fonzaso,00207040254,Abaco Spa,02391510266
Comune di Foppolo,00637310160,PagoPA SpA,15376371009
Comune di Foppolo,00637310160,Maggioli SPA,06188330150
Comune di Foppolo,00637310160,APKAPPA S.R.L.,08543640158
Comune di Forano,00109320572,Maggioli SPA,06188330150
Comune di Forano,00109320572,PagoPA SpA,15376371009
Comune di Forano,00109320572,APKAPPA S.R.L.,08543640158
Comune di Forano,00109320572,Advanced Systems S.p.A.,03383350638
Comune di Force,80000330441,PagoPA SpA,15376371009
Comune di Force,80000330441,Regione Marche,80008630420
Comune di Forchia,80001140625,PagoPA SpA,15376371009
Comune di Forchia,80001140625,CREDEMTEL SpA,01378570350
Comune di Forcola,00137850145,PagoPA SpA,15376371009
Comune di Forcola,00137850145,Regione Lombardia,80050050154
Comune di Forcola,00137850145,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Fordongianus,80003470954,PagoPA SpA,15376371009
Comune di Fordongianus,80003470954,APKAPPA S.R.L.,08543640158
Comune di Forenza,86000050764,PagoPA SpA,15376371009
Comune di Forenza,86000050764,WEMAPP SRLS,01931590762
Comune di Forenza,86000050764,CREDEMTEL SpA,01378570350
Comune di Foresto Sparso,00669020166,San Marco SPA,04142440728
Comune di Foresto Sparso,00669020166,PagoPA SpA,15376371009
Comune di Foresto Sparso,00669020166,CREDEMTEL SpA,01378570350
Comune di Forgaria nel Friuli,80016510309,PagoPA SpA,15376371009
Comune di Forgaria nel Friuli,80016510309,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Forino,80006850640,PagoPA SpA,15376371009
Comune di Forino,80006850640,APKAPPA S.R.L.,08543640158
Comune di Forio,83000990636,PagoPA SpA,15376371009
Comune di Forio,83000990636,P.A. Digitale spa,06628860964
Comune di Forio,83000990636,Maggioli SPA,06188330150
Comune di Forli',00606620409,PagoPA SpA,15376371009
Comune di Forli',00606620409,Lepida Spa,02770891204
Comune di Forli',00606620409,Maggioli SPA,06188330150
Comune di Forli',00606620409,Advanced Systems S.p.A.,03383350638
Comune di Forli',00606620409,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Forli',00606620409,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Forli' del Sannio,80050230947,PagoPA SpA,15376371009
Comune di Forli' del Sannio,80050230947,CREDEMTEL SpA,01378570350
Comune di Forlimpopoli,80005790409,PagoPA SpA,15376371009
Comune di Forlimpopoli,80005790409,Lepida Spa,02770891204
Comune di Forlimpopoli,80005790409,Maggioli SPA,06188330150
Comune di Forlimpopoli,80005790409,Novares Spa,12105121003
Comune di Forlimpopoli,80005790409,Advanced Systems S.p.A.,03383350638
Comune di Forlimpopoli,80005790409,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Formazza,00422780031,Siscom SPA,01778000040
Comune di Formazza,00422780031,PagoPA SpA,15376371009
Comune di Formello,80210670586,PagoPA SpA,15376371009
Comune di Formello,80210670586,Noviservice srl,02789990922
Comune di Formello,80210670586,Maggioli SPA,06188330150
Comune di Formello,80210670586,ANDREANI TRIBUTI srl,01412920439
Comune di Formia,81000270595,PagoPA SpA,15376371009
Comune di Formia,81000270595,E-Fil S.r.l.,03789750100
Comune di Formia,81000270595,Dedagroup Public Services S.R.L.,01727860221
Comune di Formicola,80011610617,PagoPA SpA,15376371009
Comune di Formicola,80011610617,Noviservice srl,02789990922
Comune di Formigara,00333310191,Consorzio I.T. Srl,01321400192
Comune di Formigara,00333310191,PagoPA SpA,15376371009
Comune di Formigine,00603990367,PagoPA SpA,15376371009
Comune di Formigine,00603990367,Lepida Spa,02770891204
Comune di Formigine,00603990367,Next Step Solution,02554480349
Comune di Formigine,00603990367,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Formigliana,80003070028,Siscom SPA,01778000040
Comune di Formigliana,80003070028,PagoPA SpA,15376371009
Comune di Formigliana,80003070028,Advanced Systems S.p.A.,03383350638
Comune di Fornace,00386100226,Provincia Autonoma di Trento,00337460224
Comune di Fornace,00386100226,PagoPA SpA,15376371009
Comune di Fornace,00386100226,Maggioli SPA,06188330150
Comune di Fornelli,80003850940,PagoPA SpA,15376371009
Comune di Fornelli,80003850940,P.A. Digitale spa,06628860964
Comune di Forni Avoltri,84001050305,PagoPA SpA,15376371009
Comune di Forni Avoltri,84001050305,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Forni di Sopra,84002010308,PagoPA SpA,15376371009
Comune di Forni di Sopra,84002010308,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Forni di Sotto,84002270308,PagoPA SpA,15376371009
Comune di Forni di Sotto,84002270308,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Forno Canavese,85501190012,Siscom SPA,01778000040
Comune di Forno Canavese,85501190012,Regione Piemonte,80087670016
Comune di Forno Canavese,85501190012,Abaco Spa,02391510266
Comune di Forno Canavese,85501190012,PagoPA SpA,15376371009
Comune di Fornovo di Taro,00322400342,PagoPA SpA,15376371009
Comune di Fornovo di Taro,00322400342,Lepida Spa,02770891204
Comune di Fornovo di Taro,00322400342,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Fornovo di Taro,00322400342,Next Step Solution,02554480349
Comune di Fornovo di Taro,00322400342,APKAPPA S.R.L.,08543640158
Comune di Fornovo San Giovanni,84002310161,Optimia Srls,10893490960
Comune di Fornovo San Giovanni,84002310161,PagoPA SpA,15376371009
Comune di Fornovo San Giovanni,84002310161,Poste Italiane S.P.A.,97103880585
Comune di Fornovo San Giovanni,84002310161,APKAPPA S.R.L.,08543640158
Comune di Forte dei Marmi,00138080460,PagoPA SpA,15376371009
Comune di Forte dei Marmi,00138080460,Advanced Systems S.p.A.,03383350638
Comune di Forte dei Marmi,00138080460,Regione Toscana,01386030488
Comune di Forte dei Marmi,00138080460,Dedagroup Public Services S.R.L.,01727860221
Comune di Forte dei Marmi,00138080460,Sintax s.r.l.,02177970783
Comune di Fortezza,00246310213,PagoPA SpA,15376371009
Comune di Fortezza,00246310213,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Fortezza,00246310213,Alto Adige Riscossioni Spa,02805390214
Comune di Fortunago,86003270187,PagoPA SpA,15376371009
Comune di Fortunago,86003270187,Regione Lombardia,80050050154
Comune di Forza D'Agro',80004440832,Siscom SPA,01778000040
Comune di Forza D'Agro',80004440832,PagoPA SpA,15376371009
Comune di Fosciandora,00420440463,PagoPA SpA,15376371009
Comune di Fosciandora,00420440463,CREDEMTEL SpA,01378570350
Comune di Fosciandora,00420440463,APKAPPA S.R.L.,08543640158
Comune di Fosdinovo,00087610457,PagoPA SpA,15376371009
Comune di Fosdinovo,00087610457,CREDEMTEL SpA,01378570350
Comune di Fosdinovo,00087610457,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Fossa,80001770660,PagoPA SpA,15376371009
Comune di Fossa,80001770660,Mercurio Service spa,01413270669
Comune di Fossacesia,00182910695,PagoPA SpA,15376371009
Comune di Fossacesia,00182910695,Optimia Srls,10893490960
Comune di Fossacesia,00182910695,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Comune di Fossacesia,00182910695,ANCITEL,07196850585
Comune di Fossacesia,00182910695,APKAPPA S.R.L.,08543640158
Comune di Fossalta di Piave,00703420273,PagoPA SpA,15376371009
Comune di Fossalta di Piave,00703420273,Maggioli SPA,06188330150
Comune di Fossalta di Piave,00703420273,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Fossalta di Piave,00703420273,CREDEMTEL SpA,01378570350
Comune di Fossalta di Piave,00703420273,Regione del Veneto,80007580279
Comune di Fossalta di Piave,00703420273,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Fossalta di Portogruaro,83003590276,PagoPA SpA,15376371009
Comune di Fossalta di Portogruaro,83003590276,Poste Italiane S.P.A.,97103880585
Comune di Fossalta di Portogruaro,83003590276,Regione del Veneto,80007580279
Comune di Fossalto,00069690709,PagoPA SpA,15376371009
Comune di Fossalto,00069690709,Poste Italiane S.P.A.,97103880585
Comune di Fossalto,00069690709,P.A. Digitale spa,06628860964
Comune di Fossano,00214810046,Regione Piemonte,80087670016
Comune di Fossano,00214810046,PagoPA SpA,15376371009
Comune di Fossano,00214810046,Maggioli SPA,06188330150
Comune di Fossato di Vico,00411920549,Regione Umbria,80000130544
Comune di Fossato di Vico,00411920549,PagoPA SpA,15376371009
Comune di Fossato di Vico,00411920549,eRemind srl – PMPAY,11311050964
Comune di Fossato Serralta,00296630791,PagoPA SpA,15376371009
Comune di Fossato Serralta,00296630791,P.A. Digitale spa,06628860964
Comune di Fossato Serralta,00296630791,Dedagroup Public Services S.R.L.,01727860221
Comune di Fosso',00661280271,PagoPA SpA,15376371009
Comune di Fosso',00661280271,E-Fil S.r.l.,03789750100
Comune di Fosso',00661280271,Regione del Veneto,80007580279
Comune di Fossombrone,00223590415,PagoPA SpA,15376371009
Comune di Fossombrone,00223590415,Poste Italiane S.P.A.,97103880585
Comune di Fossombrone,00223590415,S.T.E.P. SRL,02104860909
Comune di Fossombrone,00223590415,Advanced Systems S.p.A.,03383350638
Comune di Fossombrone,00223590415,Regione Marche,80008630420
Comune di Fossombrone,00223590415,Open Software S.r.l.,02810000279
