BusinessName,TaxCode,RegisteredOffice,ZipCode,digitalAddress,vatNumber,recipientCode
A.O.U. San Luigi Gonzaga,95501020010,Regione Gonzole 10,10043,aousanluigigonzaga@pec.sanluigi.piemonte.it,95501020010,aouslgo
A.P.S.P. Anaunia,01839930227,Via Thomas A. Edison n. 20,38012,apsptaio@pec.it,01839930227,apspa
A.P.S.P. Beato De Tschiderer Gia' Istituto Arcivescovile per Sordi,80002870220,Via Piave 108,38122,iaps.tn@pcert.it,80002870220,apspb_
A.P.S.P. Casa di Riposo S.Vigilio - Fondazione Bonazza,86001550226,"Via San Vigilio, 13",38088,segreteria@pec.casariposospiazzo.it,86001550226,apspc1
A.P.S.P. Casa Laner,85004510229,"Via Papa Giovanni Xxiii, 1",38064,amministrazione@pec.casalaner.it,85004510229,apspcl
A.P.S.P. Centro Don Ziglio,00272610221,"Via Silva Domini, 37",38056,cdz@pec.centrodonziglio.it,00272610221,apspcdz
A.P.S.P. Centro Residenziale 'Abelardo Collini' di Pinzolo,95003080223,Via Genova N. 84,38086,segreteria@pec.apsp-pinzolo.it,95003080223,apspc_tn
A.P.S.P. Cesare Benedetti,00323360222,Via Del Garda 62,38065,amministrazione@pec.apsp-cesarebenedetti.it,00323360222,apspcb
A.P.S.P. Giacomo Cis Azienda Pubblica di Servizi alla Persona,84000620223,"Via G. Falcone e P. Borsellino, 6",38067,amministrazione@pec.apspgiacomocis.it,84000620223,apspg
A.P.S.P. Levico Curae - Centro Unico Riabilitativo Assistenziale Educativo,02511950228,"Via Cavour, 65",38056,apsplevicocurae@pec.it,02511950228,apspl
A.P.S.P. Opera Romani,85000230228,"Via Roma, 21",38060,operaromani@legalmail.it,85000230228,apspor
A.P.S.P. Padre Odone Nicolini,86001530228,Frazione Strada 1,38085,odone@pec.apsppievedibono.it,86001530228,apspp
A.P.S.P. Piccolo Spedale,81002110229,"Via Battaglion Feltre, 19",38050,apsp.pievetesino@pec.it,81002110229,apspps
A.P.S.P. Residenza Molino,84002450223,"Via Molino, 11",38074,info@pec.residenzamolino.it,84002450223,apsprm
A.P.S.P. S. ANTONIO ABATE,00337750020,"Corso Italia, 7",13039,apsptrino@registerpec.it,00337750020,ipabs
A.P.S.P. Suor Agnese,01025950229,"Via Fratelli Ballerin, 1",38053,apspsuoragnese@pec.it,01025950229,apspsa
A.P.S.P. SUOR FILIPPINA Casa di Soggiorno,01584010225,"Via Vittorio Emanuele, 131",38055,apspgrigno@pec.it,01584010225,apspsf
A.P.S.P.S. Spirito Fondazione Montel,00358720225,"Via Marconi, 4",38057,amministrazione@pec.apsp-pergine.it,00358720225,aps_022
A.R.N.A.S. CIVICO - DI CRISTINA E BENEFRATELLI,05841770828,"Piazza Nicola Leotta, 4",90127,ospedalecivicopa@pec.it,05841770828,aocdcb
A.Ris.Me,03531510836,Piazza Unione Europea,98122,arisme@pec.it,03531510836,arisme
A.S.A. Azienda Servizi Ambientali S.P.A.,01177760491,"Via Del Gazometro, 9",57122,ASASPA.PROTOCOLLO@LEGALMAIL.IT,01177760491,asasaspa
A.S.A. TIVOLI S.P.A.,05802941004,PIAZZA DEL COMUNE SNC,00019,direzione@pec.asativolispa.it,05802941004,asativoli_20200612
A.S.D. 2D LINGOTTO VOLLEY,07158500012,VIA VENTIMIGLIA 195/A,10127,lingottovolley@legalmail.it,07158500012,LINGOTTOVOLLEY_20210423
A.S.D. TMA Group Italia,95177560638,"Via Domenico Scarlatti, 1",80046,asdtma@pec.it,95177560638,tma_group_20230509
A.S.Far.M.,02020550121,Via Jamoretti 51,21056,asfarm@pec.it,02020550121,asfarm
A.S.M. CASTELLEONE S.R.L.,01121810194,Via RODIANI 16,26012,asmcastelleone@registerpec.it,01121810194,9VU26R0T
A.S.P.  N. 1 della Provincia di Chieti,02627430693,"Piazza Garibaldi, 2",66100,ira@pec.asp1chieti.it,02627430693,aspch
A.S.P. Casa Degli Operai Vecchi Ed Inabili al Lavoro di Paluzza,84005090307,"Via Nazionale, N. 31",33026,aspbrunetti@pec.it,84005090307,aspcd_ud
A.S.P. Pergola,81002430411,Via Mameli 6,61045,postacert@pec.asp-pergola.it,81002430411,asppu
A.S.P. S.R.L. Anguillara Servizi e Patrimonio,04252610284,"Piazza De Gasperi, 8",35022,aspsrl@internetpec.it,04252610284,aspangui
"A.S.S.A.P. Oo. Pp. Riunite Eugenio Criscione Lupis, Carmelo Boscarino e Carmelo Moltisanti",80000830887,"Via E. C. Lupis, 99",97100,criscionelupis@gov.ecert.it,80000830887,assap
A.S.TER. SPA,03825030103,VIA XX SETTEMBRE 15,16121,direzioneastergenova@sicurezzapostale.it,03825030103,aster_20210202
A.S.V.O. Ambiente Servizi Venezia Orientale S.P.A.,83002690275,"Via Daniele Manin, 63a",30026,asvopec@legalmail.it,83002690275,asvospa
A.Se.F. S.r.l. del Comune di Genova,01248040998,Via I. Frugoni 25 a,16121,pagopa@pec.asef.it,01248040998,asefge_20200420
A.SE.P. SRL,01723300206,"PIAZZA DELLA PACE, 5",46047,asep@legalmail.it,01723300206,asep_20210305
A.Se.R - Azienda Servizi del Rhodense S.P.A.,04626760963,Via Martiri della Libertà,20017,LEGALE@PEC.ASERSPA.NET,04626760963,asras
A.SPE. M Azienda Speciale Multiservizi Narni,01238480550,"Piazza dei Priori,1",05035,asit@gigapec.it,01238480550,ASPEM_20210305
A.T.E.R. del Comprensorio di Civitavecchia,00483510582,Via Don Milani 6,00053,aterciv@legalmail.it,00483510582,atercivitavecchia_20200612
A.T.E.R. UMBRIA,01457790556,"via Pietro Tuzi, 7",05100,ater.umbria@legalmail.it,01457790556,aterumbria_20210317
A.T.S. - Amatori Tamburello Sport a.s.d.,07367270019,Corso Trapani 196,10141,atstamburello@legalmail.it,07367270019,AmatoriTamburellosport_20210412
A2A Ciclo Idrico,03258180987,"Via Lamarmora, 230",25121,a2a.cicloidrico@pec.a2a.eu,03258180987,a2aci_20210503
A2A Energia SpA,12883420155,"Corso di Porta Vittoria, 4",20122,a2a.energia@pec.a2a.eu,12883420155,a2a_20210225
Abaco Spa,02391510266,"Via Fratelli Cervi, 6",35129,info@cert.abacospa.it,02391510266,abaspa
Abbanoa S.P.A.,02934390929,"Via Straullu, 35",08100,protocollo@pec.abbanoa.it,02934390929,abspa
ACAM ACQUE SPA,01198370114,"VIA PICCO, 22",19124,acamacque@pec.gruppoiren.it,01198370114,acacque_20220303
Accademia Albertina di Belle Arti di Torino,80092570011,"Via Accademia Albertina, 6",10123,accademia.torino@pec.it,80092570011,aaba_001
Accademia Belle Arti di Napoli,80021000635,"Via Vincenzo Bellini, 36",80138,accademianapoli.protocollo@postecert.it,80021000635,aban
Accademia della Crusca,80000950487,"Via di Castello, 46",50141,accademiadellacrusca@pcert.postecert.it,80000950487,AC
"Accademia di Belle Arti ""Pietro Vannucci""",80054290541,"Piazza San Francesco al Prato, 5",06123,abaperugia@pec.it,80054290541,V8BDU188
Accademia di Belle Arti di Bari,80015790720,"Via Re David, 189/c",70125,accademiabelleartiba@pec.it,80015790720,abab_072
Accademia di Belle Arti di Bologna,80080230370,"Via Belle Arti, 54",40126,protocollo@pec.ababo.it,80080230370,abab_037
Accademia di Belle Arti di Brera,80094690155,"Via Brera, 28",20121,accademia@pec.accademiadibrera.milano.it,80094690155,ac_babr
Accademia di Belle Arti di Carrara,82002550455,"Via Roma, 1",54033,accademiabellearticarrara@pec.it,82002550455,abac_045
Accademia di Belle Arti di Catania,80011550870,"Via del Bosco, 34/a",95125,abacatania@pec.it,80011550870,abac
Accademia di Belle Arti di Catanzaro,80005690799,"Via Tommaso Campanella, 182",88100,accademia@pec.abacatanzaro.it,80005690799,abac_079
Accademia di Belle Arti di Firenze,80019050485,"Via Ricasoli, 66",50122,abafi@pec.accademia.firenze.it,80019050485,abaf_048
Accademia di Belle Arti di Foggia,80003160712,"Corso Garibaldi, 35",71122,abafg@argopec.it,80003160712,abaf_071
Accademia di Belle Arti di Frosinone,80006930608,Viale Marconi Snc,03100,abafr@pec.accademiabellearti.fr.it,80006930608,abaf_060
Accademia di Belle Arti di Lecce,93021080754,"Via G. Libertini, 3",73100,accademiabelleartilecce@pec.it,93021080754,acba_le
Accademia di Belle Arti di Macerata,80006160438,"Piazza Vittorio Veneto, 5",62100,abamc@pec.it,80006160438,abam_043
Accademia di Belle Arti di Palermo,80028180828,"Via Papireto, 20",90134,accademiadipalermo@pec.it,80028180828,abap_082
Accademia di Belle Arti di Roma,80228830586,Via Di Ripetta 222,00186,abaroma@pec.accademiabelleartiroma.it,80228830586,abar_
Accademia di Belle Arti di Urbino,82004850416,Via Dei Maceri n. 2,61029,accademiaurbino@pec.it,82004850416,abau
Accademia di Belle Arti di Venezia,80013420270,"Dorsoduro, 423",30123,accademiavenezia@pec.it,80013420270,abav_027
Accademia di belle arti di Verona,04093500231,Via Carlo Montanari 5,37122,pec@pec.accademiabelleartiverona.it,04093500231,acartver_20230103
Accademia di Belle Arti L'Aquila,80006960662,Via Leonardo Da Vinci,67100,protocollo.accademiabellearti.laquila@ecert.it,80006960662,abala_aq
Accademia di Belle Arti Mario Sironi,92021370900,"Via Duca Degli Abruzzi, 4",07100,accademiasironi@pec.it,92021370900,aba_090
Accademia di Belle Arti Reggio Calabria,80007690805,"Via Xxv Luglio, 10",89123,accademiabelleartirc@postecert.it,80007690805,aba_80
"Accademia di Belle Arti Statale ""Ligustica""",80041430101,Largo Alessandro Pertini 4,16121,alba@pec.accademialigustica.it,80041430101,QOEDCPK0
ACCADEMIA DI BELLE ARTI STATALE DI RAVENNA,92099140391,VIA DELLE INDUSTRIE 76,48122,accademia.ravenna@pec.it,92099140391,L3PHK8V3
Accademia Nazionale D'Arte Drammatica,80218690586,"Via Vincenzo Bellini, 16",00198,accademiasilviodamico@pec.it,80218690586,anad
Accademia Nazionale dei Lincei,80146810587,"Via Della Lungara, 10",00165,accademianazionaledeilincei@postecert.it,80146810587,lincei
Accademia Nazionale di Danza,80210990588,"Largo Arrigo Vii, 5",00153,accademianazionaledanza@argopec.it,80210990588,and
Acea Energia spa,07305361003,Piazzale ostiense 2,00154,ae.spa@pec.aceaspa.it,07305361003,aceaenergia_20210321
ACI GLOBAL SPA,10698880159,via stanislao cannizzaro 83/a,00156,aciglobal@registerpec.it,10698880159,aciglobalspa_20220404
Acinque Energia Srl,03773040138,"Via Amendola, 4",23900,protocollo@pec.acinqueenergia.it,03773040138,acel_20220411
Acos Energia S.p.A.,01967280064,"Corso Italia, 49",15067,amministrazione.acosenergia@pec.it,01967280064,Acos_20201202
ACOS SPA,01681950067,"Corso Italia, 49",15067,acospec@pec.it,01681950067,acosspa_20201022
ACOSI’ SRL,01996810063,Via Garibaldi 91/d,15067,acosi@pec.it,01996810063,acosisrl_20210104
Acqua Novara Vco,02078000037,Via Triggiani 9 Novara,28100,CONTABILITA@PEC.ACQUANOVARAVCO.EU,02078000037,anv
ACQUA PUBBLICA SABINA S.P.A.,01138990575,via E. Mercatanti 8,02100,info.aps@pec.it,01138990575,ACPUBSA_20200707
Acqualatina SpA,02111020596,Viale P.L. Nervi snc,04100,acqualatina@acqualatina.it,02111020596,Alspa_20200709
ACQUAMBIENTE MARCHE SRL,02119730428,Via RECANATESE 27/I,60022,info@pec.acquambientemarche.it,02119730428,Y5H2310W
Acque Aurora s.r.l.,03006290872,Via delle Oasi 8,95045,acqueaurora@pec.it,03006290872,Acqueaurora_20221214
Acque Bresciane Srl,03832490985,Via Cefalonia 70,25121,acquebresciane@cert.acquebresciane.it,03832490985,absrl
ACQUE CARCACI DEL FASANO SPA,00133090878,via Caronda n.109,95128,amministrazione@pec.acquecarcacidelfasano.it,00133090878,acquecarcaci_20200611
Acque del Chiampo Spa Servizio Idrico Integrato,81000070243,"Via Ferraretta, 20",36071,adc@pec.acquedelchiampospa.it,81000070243,acss_024
ACQUE DEL VOLTANO SOCIETÀ COOPERATIVA,02889390841,VIA MINIERA POZZO NUOVO N. 1,92021,acquedelvoltano@pec.it,02889390841,Acqvolt_20220208
Acque di Casalotto S.p.A.,00131630873,Via XXI Aprile 81,95021,acquedicasalotto@legalmail.it,00131630873,FB9OXPEK
ACQUE MANGANO S.R.L.,02444300871,VIA VISCALORI 1,95029,acquemangano@pec.it,02444300871,AQMG_20230127
Acque spa,05175700482,Via Garigliano,50053,info@pec.acque.net,05175700482,3KO8VIGW
Acque Veronesi,03567090232,Lungadige Galtarossa 8,37133,protocollo@pec.acqueveronesi.it,03567090232,avscr
Acquedotti Ing. Sarino Pavone S.p.A.,00168550879,"Via Modena, 14",95126,acquedottipavone@arubapec.it,00168550879,acqsp_20210612
Acquedotto Consortile Biviere,02641830829,Via Altofonte 62a,90046,protocollo@pec.acquedottobiviere.it,02641830829,acbpa
Acquedotto del Carso Spa - Kraski Vodovod Dd,00062810320,"Aurisina Cave, 25 C",34011,ackv@pec.it,00062810320,acskv
Acquedotto del Fiora S.p.A.,00304790538,"Via G. Mameli, 10",58100,protocollo@pec.fiora.it,00304790538,H3EOKUS0
Acquedotto della Piana S.P.A.,00099020059,"Via Carlo V, 53",14019,acquedottopiana@legalmail.it,00099020059,adpspa
Acquedotto Lucano Spa,01522200763,Via Grippo,85100,protocollo@pec.acquedottolucano.it,01522200763,alspapz
Acquedotto Pugliese S.P.A.,00347000721,"Via S. Cognetti, 36",70121,acquedotto.pugliese@pec.aqp.it,00347000721,aps_072
ACQUEDOTTO SAN LAZZARO SPA,00136200094,Via Aurelia 310,17025,sanlazzaro@pec.it,00136200094,acsls_20210909
ACQUEDOTTO VALTIGLIONE S.P.A.,00073940058,Frazione San Marzanotto 321,14100,acquedottovaltiglione@legalmail.it,00073940058,ASGI1JO7
Acquevenete SpA,00064780281,"Cristoforo Colombo, 29 A",35043,protocollo@pec.acquevenete.it,00064780281,cvsspa
ACSM Teleriscaldamento SpA,01617890221,Via Guadagnini 31,38054,acsmtlr@pec.gruppoacsm.com,01617890221,acsmtlr_20200907
ACSM Trading Srl Unipersonale,01900420223,Via Guadagnini 31,38054,acsmtrading@pec.it,01900420223,acsmtrading_20200907
acta spa,96006460768,Via della sidergica 12,85100,actaspa@pec.it,96006460768,GS1HOSQS
Actv Spa,80013370277,"Isola Nova Del Tronchetto, 32",30135,protocollo@pec.actv.it,80013370277,as_027
ADE SPA Società del Comune di Parma,02319580342,Viale della Villetta 31/a,43125,adespa@legalmail.it,02319580342,ADE_Sdcdp_20220817
ADOI Associazione Dermatologi - venereologi Ospedalieri Italiani e della sanità pubblica,80101420109,Viale Londra 50 H/7,00142,adoi@legalmail.it,80101420109,ADOI_20181003
Adopera Patrimonio e Investimenti Casalecchio di Reno Srl,02780831208,Via Dei Mille N. 9,40033,adoperasrl@legalmail.it,02780831208,apicr
ADRIATICA RISORSE S.P.A.,02259820682,"VIA VENEZIA,10",65121,protocollo@pec.adriaticarisorse.it,02259820682,S8RKWIG8
Adrigas S.p.A.,00353660400,Via Gabriello Chiabrera 34G,47924,distribuzione@pec.adrigas.it,00353660400,adrigas_20200429
AER SpA,01388690487,Via Marconi 2 Bis Loc. Scopeti,50068,pec_aerspa@pec.aerspa.it,01388690487,aerspa_20200610
Aero Club d'Italia,80109730582,Via Cesare Beccaria 35 A,00196,segreteria.aeci@pec.aeci.it,80109730582,aeci
Aet2000 Spa,02047620303,"Piazzetta G.Marconi, 3",33033,aet2000@pec.it,02047620303,aetd
Afc Torino S.P.A.,07019070015,"Corso Peschiera, 193",10141,afctorino@legalmail.it,07019070015,atctor
AG.EN.A. S.r.l.,01522110673,"Piazza Garibaldi, 56",64100,agena@certificazioneposta.it,01522110673,agena_20191209
Agac Infrastrutture S.p.A.,02153150350,Piazza Prampolini 1,42121,agacinfrastrutture@legalmail.it,02153150350,AGAC_20220126
AGEC Verona,80028240234,Via Enrico Noris 1,37121,infoagec@pec.agec.it,80028240234,agec_20200605
Agenzia Campana per L'Edilizia Residenziale,08496131213,"Via Domenico Morelli, 75",80121,acercampania@legalmail.it,08496131213,aclerrs
"Agenzia Campana per la mobilita', le infrastrutture e le reti",95040910630,Via G. Porzio Centro Direzionale Di Napoli Isola C3,80143,acam@pec.acam-campania.it,95040910630,acam
Agenzia del Trasporto Pubblico del Bacino di Sondrio,00991540147,"Corso Vittorio Veneto, 28",23100,segreteria@pec.agenziatplsondrio.it,00991540147,atpbso
Agenzia della mobilita' Piemontese,97639830013,Corso Marconi 10,10125,mtm.torino@cert.ruparpiemonte.it,97639830013,amm_to
Agenzia della Regione Calabria per le Erogazioni in Agricoltura,02868170792,Cittadella Regionale - Loc. Germaneto Catanzaro,88100,protocollo@pec.arcea.it,02868170792,arcea_cz
Agenzia delle Dogane e dei Monopoli,97210890584,Piazza Mastai 12,00143,adm.direttore@pec.adm.gov.it,97210890584,agdogane
Agenzia delle Entrate,06363391001,Via Giorgione 106,00145,agenziaentratepec@pce.agenziaentrate.it,06363391001,age
Agenzia delle Entrate - Riscossione,13756881002,"Via Giuseppe Grezar,14",00142,protocollo@pec.agenziariscossione.gov.it,13756881002,esrsris
Agenzia Demanio provinciale,00653830216,Via Michael Pacher 13,39100,landesdomaene.demanioprovinciale@pec.prov.bz.it,00653830216,forstdom
Agenzia di Tutela della Salute dell'Insubria,03510140126,Via Ottorino Rossi 9,21100,protocollo@pec.ats-insubria.it,03510140126,atsin
Agenzia di Tutela della Salute della Brianza,09314190969,"Viale Elvezia, 2",20900,protocollo@pec.ats-brianza.it,09314190969,atsmb
Agenzia di Tutela della Salute della Citta' Metropolitana di Milano,09320520969,"Corso Italia, 52",20122,protocollogenerale@pec.ats-milano.it,09320520969,atsmetmi
Agenzia di Tutela della Salute della Montagna,00988200143,"Via Nazario Sauro, 38",23100,protocollo@pec.ats-montagna.it,00988200143,atsm
Agenzia di Tutela della Salute della Val Padana,02481970206,Via Dei Toscani 1,46100,protocollo@pec.ats-valpadana.it,02481970206,astvp
Agenzia di Tutela della Salute di Bergamo,04114400163,"Via Gallicciolli, 4",24121,protocollo@pec.ats-bg.it,04114400163,atsb
Agenzia di Tutela della Salute di Brescia,03775430980,"Viale Duca Degli Abruzzi, 15",25124,protocollo@pec.ats-brescia.it,03775430980,atsbs
Agenzia di Tutela della Salute di Pavia,02613260187,"Viale Indipendenza, 3",27100,protocollo@pec.ats-pavia.it,02613260187,atspv
Agenzia Entrate-Riscossione ex Riscossione Sicilia,00833920150,Via Morselli N. 8,90143,direzionegenerale@pec.riscossionesicilia.it,00833920150,rsspa
Agenzia Forestale Regionale,94143220542,"Via Pietro Tuzi, 7",06128,agenziaregionaleforestaleumbra@legalmail.it,94143220542,afrp
Agenzia Forestale Regionale per Lo Sviluppo del Territorio e dell'Ambiente della Sardegna,03669190922,"Viale Luigi Merello, 86",09123,protocollo.dg@pec.forestas.it,03669190922,afrstas
Agenzia Industrie Difesa,97254170588,Piazza della Marina 4,00100,aid@postacert.difesa.it,97254170588,AID_202109002
Agenzia Interregionale per Il Fiume Po,92116650349,"Strada Giuseppe Garibaldi, 75",43121,protocollo@cert.agenziapo.it,92116650349,aiifp_
Agenzia Italiana del Farmaco - AIFA,97345810580,"Via del Tritone, 181",00187,protocollo@pec.aifa.gov.it,97345810580,aifa_rm
Agenzia Italiana per la Gioventù,97474140585,Via Sabotino n. 4,00195,direzione@agenziagiovani.legalmail.it,97474140585,anig_rm
Agenzia Lavoro e Sviluppoimpresa,90160400322,Via Sant'Anastasio 3,34121,lavoro.sviluppoimpresa@certregione.fvg.it,90160400322,alsvi
Agenzia Lucana di Sviluppo e di Innovazione in Agricoltura,00627370778,"Via Annunziatella, 64",75100,alsia@postecert.it,00627370778,alsia
AGENZIA MOBILITA' SRL,02558190357,VIA G. MAZZINI 6,42121,am.re@pec.am.re.it,02558190357,amob_20211207
Agenzia Mobilita Ambiente e Territorio,12908910156,Via Tommaso Pini n. 1,20134,amat@pec.amat-mi.it,12908910156,amat
Agenzia Nazionale di Valutazione del Sistema Universitario e della Ricerca,97653310587,Via Ippolito Nievo 35,00153,anvur@pec.anvur.it,97653310587,anvsu_rm
Agenzia Nazionale per i Servizi Sanitari Regionali - AGENAS,97113690586,Via Puglie 23,00187,agenas@pec.agenas.it,97113690586,AGENAS
Agenzia Nazionale per L'Amministrazione e La Destinazione Dei Beni Sequestrati e Confiscati alla Criminalita' Organizzata,92069980800,"Via del Quirinale, 28",00192,agenzia.nazionale@pec.anbsc.it,92069980800,anla_080
Agenzia Nazionale per La Sicurezza Delle Ferrovie,94165250484,Via Luigi Alamanni 2,50123,agenzia.sicurezza@pec.ansf.gov.it,94165250484,a_nlsdf
Agenzia Nazionale per La Sicurezza Delle Ferrovie e Delle Infrastrutture Stradali e Autostradali,96443320583,"viale del Policlinico, 2",00161,ansfisa@pec.ansfisa.gov.it,96443320583,ansfisa
Agenzia per i contratti pubblici - ACP,94116410211,"Via Alto Adige, 50",39100,agenturauftraege.agenziaappalti@pec.prov.bz.it,94116410211,aiplv_bz
Agenzia per il Diritto allo Studio Universitario dell'Umbria,00453460545,"Via Benedetta, 14",06123,adisu@pec.it,00453460545,adsu_pg
Agenzia per Il Diritto allo Studio Universitario di Puglia,06888240725,Via Giustino Fortunato N. 4/G,70125,direzionegenerale@pec.adisupuglia.it,06888240725,adisu
Agenzia per Il Trasporto Pubblico Locale del Bacino di Bergamo,04083130163,Via T.Tasso 8,24124,agenziatplbergamo@pec.it,04083130163,aitplbb
"AGENZIA PER IL TRASPORTO PUBBLICO LOCALE DEL BACINO DI COMO, LECCO E VARESE",03638610133,"Via Borgo Vico, 148",22100,agenzia@pec.tplcomoleccovarese.it,03638610133,atpbcl
Agenzia per Il Trasporto Pubblico Locale del Bacino di Cremona e Mantova,02475090201,Via Principe Amedeo 30,46100,AGENZIATPL.CRMN@LEGALMAIL.IT,02475090201,aitplcm
Agenzia per L'Energia Alto Adige - Casaclima,02818150217,Via Alessandro Volta 13/A,39100,info@pec.agenziacasaclima.it,02818150217,aleaa
Agenzia per L'Italia Digitale,97735020584,Via Liszt 21,00144,protocollo@pec.agid.gov.it,97735020584,agid
Agenzia per l’Energia e l’Ambiente SRL,02227380546,Via Palermo 86/A,06124,aeapg@pec.it,02227380546,aeapg_20180910
Agenzia per la protezione civile,80013370210,Viale Druso 116,39100,bevoelkerungsschutz.protezionecivile@pec.prov.bz.it,80013370210,assapcbz
Agenzia per la Rappresentanza Negoziale delle Pubbliche Amministrazioni - ARAN,97104250580,"Via Del Corso, 476",00186,protocollo@pec.aranagenzia.it,97104250580,ARNPA
Agenzia per le Erogazioni in Agricoltura - AGEA,97181460581,"Via Palestro, 81",00185,protocollo@pec.agea.gov.it,97181460581,agea
Agenzia per Lo Sviluppo Sociale Ed Economico della Provincia Autonoma di Bolzano,94108390215,Via Canonico Michael Gamper 1,39100,aswe.asse@pec.prov.bz.it,94108390215,alsse_vi
Agenzia Piemonte Lavoro,97595380011,Via Amedeo Avogadro 30,10125,apl@pec.agenziapiemontelavoro.it,97595380011,ag_pl
Agenzia Provinciale per L'Energia e L'Ambiente,93042510771,Via Ridola n.60,75100,apea@pec.apeamatera.it,93042510771,aplel
Agenzia Provinciale per L'Istruzione e La Formazione Professionale L'Orientamento e L'Impiego,93038300773,"C.da Rondinelle, Snc",75100,ageforma.protocollo@cert.ruparbasilicata.it,93038300773,aplil
Agenzia Regionale Attivita Irrigue e Forestali,07026760723,"Via delle Magnolie, 6",70026,protocollo@pec.arifpuglia.it,07026760723,ar_072
Agenzia Regionale Conservatoria Delle Coste della Sardegna,03176390924,Via G. Mameli 96,09123,agenziaconservatoriacoste@pec.regione.sardegna.it,03176390924,arcdc_sa
Agenzia Regionale del Turismo - Pugliapromozione,93402500727,"Piazza Aldo Moro, 33/a",70121,ufficioprotocollopp@pec.it,93402500727,artpp
Agenzia regionale dell'Abruzzo per la Committenza,91022630676,Via Leonardo da Vinci n. 6,67100,direzione@pec.areacom.eu,91022630676,aaric
Agenzia Regionale di Sanita della Toscana,04992010480,Via Pietro Dazzi 1,50141,ars@postacert.toscana.it,04992010480,ars_tosc
Agenzia Regionale Emergenza Urgenza,11513540960,Viale Monza N. 223,20126,direzione.strategica@pec.areu.lombardia.it,11513540960,areu
Agenzia Regionale per il Diritto allo Studio,01241240322,Salita Monte Valerio N. 3,34127,ardis@certregione.fvg.it,01241240322,arida_03
"Agenzia regionale per il lavoro, la formazione e l'accreditamento",02437860998,Via San Vincenzo 4,16121,direzione@pec.alfaliguria.it,02437860998,arlfa
Agenzia Regionale per la Casa e l'Abitare - Arca - Puglia Centrale,00267390722,"Via F.Sco Crispi, 85/A",70123,info@pec.ArcaPugliaCentrale.it,00267390722,iacp_ba
Agenzia Regionale per la Casa e l'Abitare - ARCA Sud Salento,00152490751,Via S.Trinchese 61/D,73100,info@cert.arcasudsalento.it,00152490751,iacpp_0
Agenzia Regionale per la Casa e L'Abitare per la provincia di Taranto,00091580738,Via Pitagora 144,74123,arcajonica@pec.it,00091580738,iacpt_07
