BusinessName,TaxCode,RegisteredOffice,ZipCode,digitalAddress,vatNumber,recipientCode
Consorzio di Bonifica e d’Irrigazione del Canale Lunense,81000890111,Via Agostino Paci 2,19038,canale-lunense@legalmail.it,81000890111,canale-lunense_20210715
Consorzio di Bonifica Est Ticino Villoresi,97057290153,Via Lodovico Ariosto N. 30,20145,etvilloresi@pec.it,97057290153,cbetv
Consorzio di Bonifica Garda Chiese,01706580204,"Corso Vittorio Emanuele II, 122",46100,cb.gardachiese-bonifica@pec.regione.lombardia.it,01706580204,cbgc_020
Consorzio di Bonifica in Destra del Fiume Sele,80000590655,Corso Vittorio Emanuele 143,84122,bonificadestrasele@pec.it,80000590655,cbdfs
Consorzio di Bonifica Integrale Larinese,00938610706,Viale Giulio Cesare N. 62,86035,consorziobonificaintegra@pec.it,00938610706,cbil_070
Consorzio di Bonifica Ionio Catanzarese,97059050795,"Via C. Gironda Veraldi, 12",88100,bonificacz@pec.it,97059050795,cbicat
Consorzio di Bonifica Ionio Crotonese,03008380796,"Via Sergio Ramelli,10",88900,consorzioioniocrotonese@pec.it,03008380796,cbikr
CONSORZIO DI BONIFICA LAZIO SUD OVEST,91168270592,"Corso GIACOMO MATTEOTTI, 101",04100,consorzio.bonifica.latina@pec.it,91168270592,SHJGFOSY
Consorzio di Bonifica Parmense,92025940344,Via Emilio Lepido 70/1A,43121,protocollo@pec.bonifica.pr.it,92025940344,cbp_
Consorzio di bonifica Piave,04355020266,"Via Via S. Maria in Colle, 2",31044,consorziopiave@pec.it,04355020266,1MF1PZD3
Consorzio di Bonifica Stornara e Tara,80005450731,"Viale Magna Grecia, 240",74121,bonificastornaratara@pec.it,80005450731,cbst
Consorzio di Bonifica Sud Pontino,00719640591,"Viale Piemonte, 140",04022,cbsp@pec.it,00719640591,cbsplt
Consorzio di Bonifica Terre D'Apulia,93238890722,"Corso Trieste, 11",70126,cbta.bari@pec.terreapulia.it,93238890722,cbtda_72
Consorzio di bonifica Terre dei Gonzaga in Destra Po,02122930205,via G. B. Spagnoli 5,46100,bonifica.gonzagadxpo@pec.regione.lombardia.it,02122930205,COBOTG_20220125
Consorzio di Bonifica Tirreno Catanzarese,92022660796,"Via Fratelli Ponzio , 5",88046,bonificalamezia.protocollo@pec.it,92022660796,cbtc_cz
Consorzio di Bonifica Trigno e Biferno,82000710705,Via Cairoli 31,86039,consorzio@pec.bonificatermoli.it,82000710705,cbtb_070
Consorzio di Bonifica Ugento e Li Foggi,81001130756,Strada Provinciale n. 72,73059,protocollo@cbuf.legalmail.it,81001130756,cnz_bulf
Consorzio di Gestione Amp Torre del Cerrano,90013490678,S.s. 16 Adriatica Km 431,64025,torredelcerrano@pec.it,90013490678,cgatc_
Consorzio di Gestione Area Marina Protetta Porto Cesareo,03706060757,Via Manzoni,73010,segreteria@pec.areamarinaprotettaportocesareo.it,03706060757,cgamp
Consorzio di Gestione dell'Area Marina Protetta del Promontorio di Portofino,91031820102,Via Alla Penisola Castello Brown,16034,ragioneria@pec.portofinoamp.it,91031820102,cgampo
Consorzio di Gestione dell'Area Marina Protetta Tavolara Punta Coda Cavallo,91028410909,Via Dante 1,07026,amptavolara@pec.it,91028410909,c_gamp
Consorzio di Gestione di Torre Guaceto,01918280742,Via Verdi 1,72012,segreteria@pec.riservaditorreguaceto.it,01918280742,cgtg
CONSORZIO DI POLIZIA LOCALE ALTO VICENTINO,92000030244,"Via Fratelli Pasini, 74",36015,plaltovi.amministrazione@pec.altovicentino.it,92000030244,cpl_asc
"Consorzio di Sviluppo Industriale Delle Valli del Tronto, dell'Aso e del Tesino",00387320443,Via della Cardatura snc,63100,info@pec.picenoconsind.com,00387320443,csidv_44
Consorzio elettrico di Pozza di Fassa,00104200225,"Strada de Pucia, 3",38036,pozza@legalmail.it,00104200225,CEP_20221003
Consorzio Elettrico Industriale di Stenico S.C,00124060229,Ponte Arche Via Marconi,38077,amministrazione@pec.ceis-stenico.it,00124060229,ceiss
Consorzio Erbese Servizi alla Persona,02984610135,Via 1 Maggio 58,22036,consorzioerbese@pec.it,02984610135,cesp
Consorzio Fitosanitario Provinciale di Modena,80009530363,"Via Venceslao Santi, 14",41123,fitosanmodena@postacert.regione.emilia-romagna.it,80009530363,cfpmo_mo
Consorzio Impegno Sociale,90015440135,Via Monte Grappa 95,22070,impegnosociale1@lamiapec.it,90015440135,cis
Consorzio Industriale di Interesse Regionale di Chilivani-Ozieri,81000150904,Zona Artigianale Chilivani,07014,zirozieri@pec.it,81000150904,ciir_20210510
Consorzio Informatica e Territorio S.P.A.,01321400192,"Via Del Commercio, 29",26013,consorzioit@pec.it,01321400192,citsrl
Consorzio Intercomunale Acquedotto Vina,00122530801,Via Statale 18 Km. 485,89015,acquedottovina@pec.it,00122530801,ciav
Consorzio Intercomunale Dei Servizi Sociali - Ciss Ossola,01606830030,"Via Mizzoccola, 28",28845,ciss@pec.ciss-ossola.it,01606830030,cidssos
Consorzio Intercomunale Dei Servizi Socio-assistenziali C.I.S.S. 38,07262240018,"Via Ivrea, 100",10082,ciss38@pec.it,07262240018,cidss
Consorzio Intercomunale Dei Servizi Socio Assistenziali Dei Comuni dell'Alessandrino,01740340060,"Via Galimberti, 2/a",15121,cissaca@pec.it,01740340060,cidssa
Consorzio Intercomunale dei Servizi Socio Assistenziali del Biellese Orientale,92007810028,"Via Mazzini, 2 M",13836,cissabo@pec.ptbiellese.it,92007810028,cissabo
Consorzio Intercomunale del Novese dei Servizi alla Persona,01742390063,Piazzale Dei Partigiani 1,15067,info@pec.cspnovi.it,01742390063,cinds
Consorzio Intercomunale di  Servizi,95551120017,"Strada Volvera, 63",10043,cidis@pec.cidis.org,95551120017,cis_orba
Consorzio Intercomunale di Rio Marsiglia,90009410102,"Piazza Cavagnari, 7",16044,riomarsiglia@pec.it,90009410102,cirm
Consorzio Intercomunale di Salvaguardia Ambientale,91005820922,"Corso Repubblica, 12",09038,cisaconsorzio@pec.it,91005820922,cisa
Consorzio Intercomunale per la Gestione dei Servizi Socio - Assistenziali dell'Ovest Ticino,01622460036,Via B. Gambaro N. 47,28068,protocollo.cisaovesticino@cert.ruparpiemonte.it,01622460036,cigssa
Consorzio Intercomunale per La Gestione Dei Servizi Socio Assistenziali,91006010036,Viale Liberta' 30,28021,protocollo@pec.cissborgomanero.it,91006010036,cilg_003
Consorzio Intercomunale Servizi Sociali CISS Pinerolo,07329610013,"Via Montebello, 39",10064,cisspinerolo@cert.dag.it,07329610013,cisspito
Consorzio Intercomunale Servizi Sociali di Chivasso,07224580014,Via Togliatti n. 9,10034,ciss@pec.ciss-chivasso.it,07224580014,ciss_chi
Consorzio Intercomunale Servizi Socio Assistenziali - Zona Cusio,01608900039,Via Mazzini 96,28887,ciss-cusio@pec.it,01608900039,cissa_1
Consorzio Intercomunale Servizi Socio Assistenziali C.I.S.A.S.,94050080038,"Via Caduti Per La Liberta', 136",28053,postacertificata@pec.cisasservizi.it,94050080038,cinta
Consorzio Intercomunale Servizi Socio Assistenziali Caluso,07264440012,"Via San Francesco, 2",10014,consorzio@pec.cissac.it,07264440012,cissac_c
Consorzio Intercomunale Servizi Socio Assistenziali di Pianezza,07239020014,Viale San Pancrazio 63,10044,protocollo.cissa@pec.it,07239020014,cissa_pi
Consorzio Intercomunale Servizi Socio Assistenziali IRIS di Biella,90035880021,Via della Repubblica 22B,13900,iris@pec.ptbiellese.it,90035880021,cissa_bi
Consorzio Intercomunale Socio Assistenziale 31 di Carmagnola,07584640010,"Via Avvocato Cavalli, 6",10022,protocollo@pec.cisa31.it,07584640010,cisa31
Consorzio Intercomunale Socio Assistenziale C.I.S.A - Asti Sud,01177050059,"Via Gozzellini, 56",14049,cisaastisud@legalmail.it,01177050059,cisa_ats
Consorzio Intercomunale Socio Assistenziale C.I.S.A - Tortona,01741580060,Via Milazzo n. 1,15057,cisa-tortona@pec.it,01741580060,cisac_al
Consorzio Intercomunale Socio Assistenziale C.I.S.A di Gassino Torinese,07306200010,"Via Regione Fiore, 2",10090,cisa.gassino@actaliscertymail.it,07306200010,cisa_to
Consorzio Intercomunale Socio Assistenziale di Rivoli - Rosta - Villarbasse,07289540010,"Via Nuova Collegiata, 5",10098,postacertificata@pec.cisarivoli.it,07289540010,cisarivo
Consorzio Intercomunale Socio assistenziale VALLE DI SUSA - VAL SANGONE,96020760011,"Piazza San Francesco, 4",10059,conisa.segreteria@pec.conisa.it,96020760011,cis_001
Consorzio Intercomunale Soggiorni Climatici,93005600239,"Via Macello, 23",37100,cisoc@pec.it,93005600239,ciscv
Consorzio Intercomunale Torinese,97503930014,Via Orvieto 1,10122,cit@pec.cit-torino.it,97503930014,cit
Consorzio Interuniversitario Nazionale Metodologie e Processi Innovativi di Sintesi,93101650724,"Piazza Umberto I, 1 Palazzo Ateneo Universita' Degli Studi",70100,consorziocinmpis@pec.it,93101650724,cinmpis
Consorzio Interuniversitario Nazionale per L'Informatica,03886031008,"Via Ariosto, 25",00198,Consorzio.CINI@legalmail.it,03886031008,cinl_058
Consorzio Isola di Ariano per I Servizi Sociali,90010080290,Via Roma 673,45015,protocollo.ciass@legalmail.it,90010080290,ciais
Consorzio Isole Dei Ciclopi,03865390870,Via Dante 28,95021,consorzio@pec.isoleciclopi.it,03865390870,cidc
Consorzio Isontino Servizi Integrati,80000750317,"Via Zorutti, 35",34072,cisi-gorizia@certgov.fvg.it,80000750317,COISSEIN
Consorzio Kairos scs,08134210015,Via Lulli 8/7,10148,consorziokairos@pec.it,08134210015,ck_030322
Consorzio Lamma,94152640481,"Via Madonna Del Piano, 10",50019,ammlamma@postacert.toscana.it,94152640481,clasv
Consorzio Le Valli,92003000236,Localita Crosaron di Villabella 18,37047,levalli@postecert.it,92003000236,clv
Consorzio Monviso Solidale,02539930046,"Corso Trento, 4",12045,ragioneria@pec.monviso.it,02539930046,cms_004
Consorzio Obbligatorio Strade Vicinali di Uso Pubblico Comune di Corchiano,90109170564,"P.zza Del Bersagliere, 1",01030,consorziostradecorchiano@pec.it,90109170564,cosvu
Consorzio Oltrepo' Mantovano,93012120205,Piazza Gramsci 5,46020,consorziooltrepomantovano@pec.it,93012120205,com_020
Consorzio Ovest Solidale,95546580010,Via Nuova Collegiata 5,10098,consorzio@pec.ovestsolidale.to.it,95546580010,cidsp
Consorzio Padova Sud,04720310285,"Via Rovigo, 69",35042,padovasud@pec.it,04720310285,cpspd
Consorzio Parco Brughiera Briantea,91013020150,"Via Aureggi, 25",20823,certificata@pec.parcobrughiera.it,91013020150,cpbb
Consorzio Parco del Lura,95064420136,"Largo Clerici, 1",22071,parco.lura@legalmail.it,95064420136,co_prdlu
Consorzio per I Servizi Socio Assistenziali del Monregalese,02536070044,Corso Statuto n.13,12084,cssm.mondovi.cn@legalmail.it,02536070044,cissa_
Consorzio per I Servizi Socio Assistenziali Delle Valli Grana e Maira,02565690043,Via Pasubio 7,12025,consorziogranaemaira@postecert.it,02565690043,ciss_004
Consorzio per I Servizi Territoriali del Noce - Stn Val di Sole,02345700229,Piazza Regina Elena 17,38027,male.stnvaldisole@pec.it,02345700229,cistn
Consorzio per Il Bacino Imbrifero Montano del Pellice,85006380019,Piazza Terzo Apini 1,10064,consorzio.bimpellice@cert.dag.it,85006380019,cibim
Consorzio per L'Area di Sviluppo Industriale di Lecce,00380090753,Zona Industriale,73100,consorzio.asilecce@legalmail.it,00380090753,casil
"CONSORZIO PER L'INNOVAZIONE E LO SVILUPPO LOCALE, LA PROMOZIONE DELLA CULTURA, DELLA RICERCA E DEGLI STUDI UNIVERSITARI - CIRPU",92020770647,Piazza XXIII Novembre Casa della Cultura V. Hugo,83100,consorziouniav@pec.it,92020770647,cilpc
Consorzio per L'Integrazione e L'Inclusione Sociale dell'Ambito di Maglie,92027370755,Piazza Aldo Moro N. 1,73024,ambitosociale.comunemaglie@pec.rupar.puglia.it,92027370755,clili
Consorzio per l’innovazione tecnolgica Scrl - DINTEC,04338251004,"Via Nerva, 1",00187,dintecscrl@legalmail.it,04338251004,Scrl_20201022
Consorzio per La Attivita Socio Assistenziale,01875940023,Viale Guglielmo Marconi N. 102,13045,segreteria@pec.consorziocasa.it,01875940023,clasa
CONSORZIO PER LA REALIZZAZIONE DEL SISTEMA INTEGRATO DI WELFARE ATS BR 4,02673320749,Via EUGENIO SANTACESARIA 7,72023,consorzio@pec.ambitomesagne.it,02673320749,TFWVPPE9
Consorzio per La Ricerca e L'Educazione Permanente Torino,05462680017,"Via Ventimiglia, 115",10126,corep.pec.amm@pec.it,05462680017,clrlet
Consorzio per La Scuola Mosaicisti del Friuli,81000930933,"Via Filippo Corridoni, 6",33097,scuolamosaicistifriuli@legalmail.it,81000930933,clsm_093
Consorzio per La Zona Industriale di Interesse Regionale di Sassari,80003630904,Zona Industriale Predda Niedda - Strada N. 34,07100,ZIRPREDDANIEDDA@PEC.IT,80003630904,clz_090
CONSORZIO PER LA ZONA INDUSTRIALE DI MACOMER,00153150917,LOCALITA TOSSILO SNC- MACOMER,08015,zirmacomer@digitalpec.com,00153150917,consindmacomer_20210308
Consorzio per Lo Smaltimento Dei Rsu Ente di Bacino Padova 2,00491070280,Piazza Guido Puchetti 1,35030,bacino.padova2@legalmail.it,00491070280,clsdr
Consorzio per Lo Sviluppo Industriale Frosinone,00290890607,"Viale Mazzini,30",03100,protocollo@pec.asifrosinone.it,00290890607,clsif
Consorzio Plemmirio,01467870893,Via Abela 6,96100,consorzioplemmirio@legalletter.it,01467870893,cp
CONSORZIO POLIZIA LOCALE MONTI AZZURRI,02084620430,Via Ernesto Ricci,62020,polizialocale@pec.consorziomontiazzurri.it,02084620430,DYJHHK62
Consorzio Polizia Locale Nordest Vicentino,93026000245,"Via Rasa, 9",36016,plnevi.ragioneria@pec.altovicentino.it,93026000245,co_plnev
Consorzio Polizia Locale Valle Agno,94012290246,Corso Italia 63/d,36078,consorzio.valleagno@pecveneto.it,94012290246,cpl_024
Consorzio Polizia Municipale Padova Ovest,92134610283,"Via Roma, 60",35030,consorzio-pm.pd@cert.ip-veneto.net,92134610283,co_cmpd
"Consorzio Regionale per La Tutela, L'Incremento e L'Esercizio della Pesca - Valle D'Aosta",80002250076,"Corso Lancieri Di Aosta, 15d",11100,info@pec.consorziopesca.vda.it,80002250076,crtiep
Consorzio Regno di Nettuno,05855641212,"Piazza Municipio, 1",80075,postacertificata.direzione@pec.nettunoamp.it,05855641212,crnettu
Consorzio Scuola Umbra di Amministrazione Pubblica,94126280547,Localita' Pila,06132,suapvillaumbra@pec.it,94126280547,co_suap
Consorzio Servizi per Anziani Passiria,01286080211,"Via Chiesa, 40",39015,seniorendienstepasseier@legalmail.it,01286080211,csap
Consorzio Servizi Sociali,01741680068,Via Xxv Aprile N. 22,15076,consorzioservizisociali@pec.cssovadese.it,01741680068,css
Consorzio Servizi Sociali In.Re.Te,07949370014,Via Circonvallazione n.54/B,10015,consorzio@pec.inrete.to.it,07949370014,cssirete
Consorzio Sociale Agora S10 Azienda Speciale Consortile,05822960653,Localita' Valle,84020,consorzioagoras10@pec.it,05822960653,csasa
Consorzio Sociale Vallo di Diano Tanagro Alburni,05715760657,"Via Mezzacapo, 251",84036,protocollo@pec.pianosociales10.it,05715760657,csvadip
Consorzio Socio-assistenziale del Cuneese,02963080045,"Cuneo, Via Rocca De'baldi N. 7",12100,csac-cn@cert.ruparpiemonte.it,02963080045,csc_004
Consorzio Socio Assistenziale Alba Langhe Roero,02797980048,Via Diaz N 8,12051,sesaler@pec.it,02797980048,csa_alr
Consorzio Speciale Bonifica Arneo,82001150752,"Via XX Settembre, 69",73048,protocollo@pec.consorziobonificadiarneo.it,82001150752,con_sba
Consorzio Strada Vicinale Li Curuneddi Tronco B e Sue Diramazioni,92047320905,"Largo Budapest, 7/a",07100,consorziolicurunedditroncob@pec.it,92047320905,csvlc
Consorzio Stradale Viale Cortina D'Ampezzo e Diramazioni,80232490583,"Via Della Mendola, 276",00135,fatture.consorziocortina@pec.it,80232490583,csvcd
Consorzio Sviluppo Industriale Sud Pontino,81003650595,Via Lungomare Caboto,04024,consorzioindustrialesudpontino@pec.it,81003650595,csisp
Consorzio T.I.N.E.R.I. - TUTTI INSIEME NESSUNO RESTI INDIETRO,90138340568,Piazza DELLO SPEDALE N.3,01036,consorziotineri@legalmail.it,90138340568,LOG8RSTT
Consorzio Tra Comuni per La Gestione del Servizio Idrico Integrato nel Crotonese,03484480797,Via Antonio De Curtis 2,88900,amministrazione@pec.congesi.it,03484480797,ctclg
Consorzio Turistico Sa Corona Arrubia - Marmilla,91006690928,Viale L. Puxeddu N.1,09020,consorzio.sacorona@pec.it,91006690928,ctsca_
Consorzio Unico Delle Strade Vicinali di uso Pubblico di Carbognano,90125740564,Piazza Castello N.18,01030,consorziostradecarbognano@pec.it,90125740564,cudsvpc_20230328
CONSORZIO UNICO STRADE VICINALI,01584970063,C.SO ALESSANDRIA 62,15057,cusv.tortona@pec.it,01584970063,CUSV_20220628
Consorzio Universitario Piceno,80002910448,Via Tornasacco 27,63100,cup@postcert.it,80002910448,co_unap
Consorzio Villa Reale e Parco di Monza,94616340157,"Viale Mirabellino,2",20900,reggiadimonza@pec.it,94616340157,cvrp_108
Consorzio Zona Industriale Apuana,92004760457,"Via Dorsale, 13",54100,c-zia@legalmail.it,92004760457,czia
Consozio Ente Autodromo Pergusa,00575770862,Via Nazionale pergusa,94100,autodromopergusa@legalmail.it,00575770862,ceap
