ciBusinessName,ciFiscalCode,ptBusinessName,ptFiscalCode
Comune di Cunico,01219410055,PagoPA SpA,15376371009
Comune di Cuorgne',83501110015,Siscom SPA,1778000040
Comune di Cuorgne',83501110015,PagoPA SpA,15376371009
Comune di Cuorgne',83501110015,Technical Design s.r.l.,595270042
Comune di Cuorgne',83501110015,Progetti e Soluzioni SPA,6423240727
Comune di Cupello,83000250692,PagoPA SpA,15376371009
Comune di Cupello,83000250692,Poste Italiane S.P.A.,97103880585
Comune di Cupello,83000250692,E-Fil S.r.l.,3789750100
Comune di Cupello,83000250692,ASSIST SPA,10596000017
Comune di Cupra Marittima,00356330449,PagoPA SpA,15376371009
Comune di Cupra Marittima,00356330449,Etruria p.a. S.r.l.,5883740481
Comune di Cupra Marittima,00356330449,Regione Marche,80008630420
Comune di Cupramontana,00208390427,PagoPA SpA,15376371009
Comune di Cupramontana,00208390427,Abaco Spa,2391510266
Comune di Cupramontana,00208390427,Regione Marche,80008630420
Comune di Cura Carpignano,00489010181,PagoPA SpA,15376371009
Comune di Cura Carpignano,00489010181,Regione Lombardia,80050050154
Comune di Cura Carpignano,00489010181,Maggioli SPA,6188330150
Comune di Curcuris,80006660957,PagoPA SpA,15376371009
Comune di Curcuris,80006660957,Poste Italiane S.P.A.,97103880585
Comune di Curcuris,80006660957,Regione Autonoma della Sardegna,80002870923
Comune di Cureggio,00460910037,San Marco SPA,4142440728
Comune di Cureggio,00460910037,PagoPA SpA,15376371009
Comune di Cureggio,00460910037,CREDEMTEL SpA,1378570350
Comune di Curiglia Con Monteviasco,00458530128,PagoPA SpA,15376371009
Comune di Curiglia Con Monteviasco,00458530128,Regione Lombardia,80050050154
Comune di Curiglia Con Monteviasco,00458530128,NORDCOM,13384100155
Comune di Curiglia Con Monteviasco,00458530128,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Curinga,00303930796,PagoPA SpA,15376371009
Comune di Curinga,00303930796,E-Fil S.r.l.,3789750100
Comune di Curino,83000870028,Siscom SPA,1778000040
Comune di Curino,83000870028,PagoPA SpA,15376371009
Comune di Curno,80016350169,PagoPA SpA,15376371009
Comune di Curno,80016350169,UBI Banca,3053920165
Comune di Curno,80016350169,Maggioli SPA,6188330150
Comune di Curno,80016350169,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Curno,80016350169,Numera Sistemi e Informatica SpA,1265230902
Comune di Curon Venosta,00380670216,PagoPA SpA,15376371009
Comune di Curon Venosta,00380670216,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Curon Venosta,00380670216,Alto Adige Riscossioni Spa,2805390214
Comune di Cursi,83000250759,PagoPA SpA,15376371009
Comune di Cursi,83000250759,Poste Italiane S.P.A.,97103880585
Comune di Cursi,83000250759,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Cursi,83000250759,Regione Puglia,80017210727
Comune di Cursolo Orasso,84005760032,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Comune di Curtarolo,80009430283,PagoPA SpA,15376371009
Comune di Curtarolo,80009430283,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Curtarolo,80009430283,Regione del Veneto,80007580279
Comune di Curtatone,80001910209,PagoPA SpA,15376371009
Comune di Curtatone,80001910209,Maggioli SPA,6188330150
Comune di Curtatone,80001910209,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Curtatone,80001910209,Progetti e Soluzioni SPA,6423240727
Comune di Curtatone,80001910209,I.C.A. Imposte Comunali Affini Srl,2478610583
Comune di Curti,80005190618,PagoPA SpA,15376371009
Comune di Curti,80005190618,P.A. Digitale spa,6628860964
Comune di Curti,80005190618,Advanced Systems S.p.A.,3383350638
Comune di Cusago,80095950152,PagoPA SpA,15376371009
Comune di Cusago,80095950152,Regione Lombardia,80050050154
Comune di Cusago,80095950152,CREDEMTEL SpA,1378570350
Comune di Cusago,80095950152,Optimia Srls,10893490960
Comune di Cusago,80095950152,San Marco SPA,4142440728
Comune di Cusago,80095950152,Dedagroup Public Services S.R.L.,1727860221
Comune di Cusano Milanino,83005680158,PagoPA SpA,15376371009
Comune di Cusano Milanino,83005680158,Maggioli SPA,6188330150
Comune di Cusano Milanino,83005680158,Regione Lombardia,80050050154
Comune di Cusano Milanino,83005680158,E-Fil S.r.l.,3789750100
Comune di Cusano Milanino,83005680158,Progetti e Soluzioni SPA,6423240727
Comune di Cusano Milanino,83005680158,Abaco Spa,2391510266
Comune di Cusano Mutri,00117980623,PagoPA SpA,15376371009
Comune di Cusano Mutri,00117980623,Dedagroup Public Services S.R.L.,1727860221
Comune di Cusino,00665280137,PagoPA SpA,15376371009
Comune di Cusino,00665280137,P.A. Digitale spa,6628860964
Comune di Cusio,85002390160,PagoPA SpA,15376371009
Comune di Cusio,85002390160,Maggioli SPA,6188330150
Comune di Cusio,85002390160,Regione Lombardia,80050050154
Comune di Cusio,85002390160,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Cusio,85002390160,CREDEMTEL SpA,1378570350
Comune di Cusio,85002390160,APKAPPA S.R.L.,8543640158
Comune di Custonaci,80002670810,PagoPA SpA,15376371009
Comune di Custonaci,80002670810,Maggioli SPA,6188330150
Comune di Cutigliano,00328670476,P.A. Digitale spa,6628860964
Comune di Cutro,00319390795,PagoPA SpA,15376371009
Comune di Cutro,00319390795,Noviservice srl,2789990922
Comune di Cutro,00319390795,eRemind srl – PMPAY,11311050964
Comune di Cutro,00319390795,Dedagroup Public Services S.R.L.,1727860221
Comune di Cutrofiano,80009050750,PagoPA SpA,15376371009
Comune di Cutrofiano,80009050750,Regione Puglia,80017210727
Comune di Cutrofiano,80009050750,Poste Italiane S.P.A.,97103880585
Comune di Cutrofiano,80009050750,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Cutrofiano,80009050750,ITALSET SRL,3890260759
Comune di Cutrofiano,80009050750,Dedagroup Public Services S.R.L.,1727860221
Comune di Cuveglio,00271230120,PagoPA SpA,15376371009
Comune di Cuveglio,00271230120,Regione Lombardia,80050050154
Comune di Cuveglio,00271230120,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Cuveglio,00271230120,Maggioli SPA,6188330150
Comune di Cuvio,00560000127,San Marco SPA,4142440728
Comune di Cuvio,00560000127,PagoPA SpA,15376371009
Comune di Cuvio,00560000127,Regione Lombardia,80050050154
Comune di Cuvio,00560000127,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Daiano,00145810222,Provincia Autonoma di Trento,337460224
Comune di Dairago,01068100153,PagoPA SpA,15376371009
Comune di Dairago,01068100153,Maggioli SPA,6188330150
Comune di Dairago,01068100153,E-Fil S.r.l.,3789750100
Comune di Dairago,01068100153,San Marco SPA,4142440728
Comune di Dairago,01068100153,Dedagroup Public Services S.R.L.,1727860221
Comune di Dalmine,00232910166,PagoPA SpA,15376371009
Comune di Dalmine,00232910166,Maggioli SPA,6188330150
Comune di Dalmine,00232910166,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Dalmine,00232910166,Regione Lombardia,80050050154
Comune di Dalmine,00232910166,Advanced Systems S.p.A.,3383350638
Comune di Dalmine,00232910166,Anci Digitale S.p.A.,15483121008
Comune di Dalmine,00232910166,ANCITEL,7196850585
Comune di Dambel,83005270224,Provincia Autonoma di Trento,337460224
Comune di Dambel,83005270224,PagoPA SpA,15376371009
Comune di Danta di Cadore,83001190251,PagoPA SpA,15376371009
Comune di Danta di Cadore,83001190251,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Danta di Cadore,83001190251,APKAPPA S.R.L.,8543640158
Comune di Danta di Cadore,83001190251,Regione del Veneto,80007580279
Comune di Darfo Boario Terme,00290170174,PagoPA SpA,15376371009
Comune di Darfo Boario Terme,00290170174,Maggioli SPA,6188330150
Comune di Darfo Boario Terme,00290170174,Regione Lombardia,80050050154
Comune di Darfo Boario Terme,00290170174,Novares Spa,12105121003
Comune di Darfo Boario Terme,00290170174,Open Software S.r.l.,2810000279
Comune di Darfo Boario Terme,00290170174,San Marco SPA,4142440728
Comune di Dasa',00326650793,PagoPA SpA,15376371009
Comune di Dasa',00326650793,E-Fil S.r.l.,3789750100
Comune di Davagna,00905900106,PagoPA SpA,15376371009
Comune di Davagna,00905900106,Regione Liguria,849050109
Comune di Davagna,00905900106,CREDEMTEL SpA,1378570350
Comune di Daverio,00260520127,PagoPA SpA,15376371009
Comune di Daverio,00260520127,Poste Italiane S.P.A.,97103880585
Comune di Daverio,00260520127,Maggioli SPA,6188330150
Comune di Daverio,00260520127,I.C.A. Imposte Comunali Affini Srl,2478610583
Comune di Davoli,00326880796,PagoPA SpA,15376371009
Comune di Davoli,00326880796,Poste Italiane S.P.A.,97103880585
Comune di Davoli,00326880796,CREDEMTEL SpA,1378570350
Comune di Davoli,00326880796,E-Fil S.r.l.,3789750100
Comune di Davoli,00326880796,Regione Calabria,2205340793
Comune di Dazio,00105770143,PagoPA SpA,15376371009
Comune di Dazio,00105770143,Poste Italiane S.P.A.,97103880585
Comune di Dazio,00105770143,eRemind srl – PMPAY,11311050964
Comune di Dazio,00105770143,Regione Lombardia,80050050154
Comune di Decimomannu,80013450921,PagoPA SpA,15376371009
Comune di Decimomannu,80013450921,Poste Italiane S.P.A.,97103880585
Comune di Decimomannu,80013450921,Regione Autonoma della Sardegna,80002870923
Comune di Decimomannu,80013450921,Maggioli SPA,6188330150
Comune di Decimoputzu,80005740925,Optimia Srls,10893490960
Comune di Decimoputzu,80005740925,PagoPA SpA,15376371009
Comune di Decimoputzu,80005740925,Abaco Spa,2391510266
Comune di Decimoputzu,80005740925,Regione Autonoma della Sardegna,80002870923
Comune di Decollatura,01207810795,PagoPA SpA,15376371009
Comune di Decollatura,01207810795,Poste Italiane S.P.A.,97103880585
Comune di Decollatura,01207810795,Noviservice srl,2789990922
Comune di Dego,00296440092,PagoPA SpA,15376371009
Comune di Dego,00296440092,Regione Liguria,849050109
Comune di Dego,00296440092,CREDEMTEL SpA,1378570350
Comune di Deiva Marina,00215760117,PagoPA SpA,15376371009
Comune di Deiva Marina,00215760117,CREDEMTEL SpA,1378570350
Comune di Deiva Marina,00215760117,I.C.A. Imposte Comunali Affini Srl,2478610583
Comune di Delebio,00097780142,PagoPA SpA,15376371009
Comune di Delebio,00097780142,Regione Lombardia,80050050154
Comune di Delebio,00097780142,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Comune di Delebio,00097780142,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Delia,80003230853,PagoPA SpA,15376371009
Comune di Delia,80003230853,P.A. Digitale spa,6628860964
Comune di Delianuova,82000470805,PagoPA SpA,15376371009
Comune di Delianuova,82000470805,ARCA Servizi s.r.l,9106071005
Comune di Deliceto,80003310713,PagoPA SpA,15376371009
Comune di Deliceto,80003310713,Regione Puglia,80017210727
Comune di Dello,88000590179,UNIMATICA-RGI S.p.A.,2098391200
Comune di Dello,88000590179,PagoPA SpA,15376371009
Comune di Dello,88000590179,Regione Lombardia,80050050154
Comune di Dello,88000590179,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Dello,88000590179,E-Fil S.r.l.,3789750100
Comune di Demonte,80001930041,Siscom SPA,1778000040
Comune di Demonte,80001930041,Poste Italiane S.P.A.,97103880585
Comune di Demonte,80001930041,Technical Design s.r.l.,595270042
Comune di Demonte,80001930041,PagoPA SpA,15376371009
Comune di Denice,00443980065,PagoPA SpA,15376371009
Comune di Denice,00443980065,eRemind srl – PMPAY,11311050964
Comune di Denno,80014520227,Provincia Autonoma di Trento,337460224
Comune di Denno,80014520227,PagoPA SpA,15376371009
Comune di Denno,80014520227,E-Fil S.r.l.,3789750100
Comune di Denno,80014520227,Argentea S.r.l.,2260390220
Comune di Dernice,85000870064,PagoPA SpA,15376371009
Comune di Dernice,85000870064,APKAPPA S.R.L.,8543640158
Comune di Derovere,00304350192,San Marco SPA,4142440728
Comune di Derovere,00304350192,PagoPA SpA,15376371009
Comune di Derovere,00304350192,Regione Lombardia,80050050154
Comune di Deruta,00222390544,Regione Umbria,80000130544
Comune di Deruta,00222390544,PagoPA SpA,15376371009
Comune di Deruta,00222390544,ANDREANI TRIBUTI srl,1412920439
Comune di Dervio,00570640136,San Marco SPA,4142440728
Comune di Dervio,00570640136,PagoPA SpA,15376371009
Comune di Dervio,00570640136,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Comune di Dervio,00570640136,Maggioli SPA,6188330150
Comune di Desana,80000790024,Siscom SPA,1778000040
Comune di Desana,80000790024,PagoPA SpA,15376371009
Comune di Desenzano del Garda,00575230172,PagoPA SpA,15376371009
Comune di Desenzano del Garda,00575230172,E-Fil S.r.l.,3789750100
Comune di Desenzano del Garda,00575230172,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Desio,00834770158,PagoPA SpA,15376371009
Comune di Desio,00834770158,Maggioli SPA,6188330150
Comune di Desio,00834770158,Regione Lombardia,80050050154
Comune di Desio,00834770158,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Desio,00834770158,Advanced Systems S.p.A.,3383350638
Comune di Desulo,81000250910,PagoPA SpA,15376371009
Comune di Desulo,81000250910,Poste Italiane S.P.A.,97103880585
Comune di Desulo,81000250910,Regione Autonoma della Sardegna,80002870923
Comune di Desulo,81000250910,eRemind srl – PMPAY,11311050964
Comune di Desulo,81000250910,APKAPPA S.R.L.,8543640158
Comune di Diamante,00362420788,PagoPA SpA,15376371009
Comune di Diamante,00362420788,E-Fil S.r.l.,3789750100
Comune di Diamante,00362420788,Advanced Systems S.p.A.,3383350638
Comune di Diamante,00362420788,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Diano Arentino,00272680083,PagoPA SpA,15376371009
Comune di Diano Arentino,00272680083,Regione Liguria,849050109
Comune di Diano Arentino,00272680083,Maggioli SPA,6188330150
Comune di Diano Castello,00098480080,Siscom SPA,1778000040
Comune di Diano Castello,00098480080,PagoPA SpA,15376371009
Comune di Diano d'Alba,00436130041,Siscom SPA,1778000040
Comune di Diano d'Alba,00436130041,Poste Italiane S.P.A.,97103880585
Comune di Diano d'Alba,00436130041,PagoPA SpA,15376371009
Comune di Diano Marina,00247790082,PagoPA SpA,15376371009
Comune di Diano Marina,00247790082,E-Fil S.r.l.,3789750100
Comune di Diano Marina,00247790082,Regione Liguria,849050109
Comune di Diano San Pietro,00263160087,PagoPA SpA,15376371009
Comune di Diano San Pietro,00263160087,E-Fil S.r.l.,3789750100
Comune di Diano San Pietro,00263160087,Maggioli SPA,6188330150
Comune di Dicomano,80013190485,PagoPA SpA,15376371009
Comune di Dicomano,80013190485,SILFI Spa,6625660482
Comune di Dicomano,80013190485,CREDEMTEL SpA,1378570350
Comune di Dicomano,80013190485,Optimia Srls,10893490960
Comune di Dicomano,80013190485,Regione Toscana,1386030488
Comune di Dignano,00480500305,Optimia Srls,10893490960
Comune di Dignano,00480500305,PagoPA SpA,15376371009
Comune di Dignano,00480500305,eRemind srl – PMPAY,11311050964
Comune di Dignano,00480500305,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Dimaro Folgarida,02401970229,Provincia Autonoma di Trento,337460224
Comune di Dimaro Folgarida,02401970229,PagoPA SpA,15376371009
Comune di Dimaro Folgarida,02401970229,E-Fil S.r.l.,3789750100
Comune di Dinami,00303060792,Siscom SPA,1778000040
Comune di Dinami,00303060792,PagoPA SpA,15376371009
Comune di Dinami,00303060792,ARCA Servizi s.r.l,9106071005
Comune di Dipignano,98040560785,PagoPA SpA,15376371009
Comune di Dipignano,98040560785,Maggioli SPA,6188330150
Comune di Diso,81001510759,PagoPA SpA,15376371009
Comune di Diso,81001510759,Maggioli SPA,6188330150
Comune di Divignano,00415310036,Siscom SPA,1778000040
Comune di Divignano,00415310036,PagoPA SpA,15376371009
Comune di Divignano,00415310036,Noviservice srl,2789990922
Comune di Dizzasco,00637090135,PagoPA SpA,15376371009
Comune di Dizzasco,00637090135,Regione Lombardia,80050050154
Comune di Dobbiaco,81003690211,PagoPA SpA,15376371009
Comune di Dobbiaco,81003690211,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Dobbiaco,81003690211,Alto Adige Riscossioni Spa,2805390214
Comune di Doberdo' del Lago - Obcina Doberdob,81000450312,PagoPA SpA,15376371009
Comune di Doberdo' del Lago - Obcina Doberdob,81000450312,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Dogliani,00461570046,Optimia Srls,10893490960
Comune di Dogliani,00461570046,PagoPA SpA,15376371009
Comune di Dogliani,00461570046,Technical Design s.r.l.,595270042
Comune di Dogliola,00196380695,PagoPA SpA,15376371009
Comune di Dogliola,00196380695,APKAPPA S.R.L.,8543640158
Comune di Dogna,84005290303,PagoPA SpA,15376371009
Comune di Dogna,84005290303,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Dolce',00661130237,PagoPA SpA,15376371009
Comune di Dolce',00661130237,Regione del Veneto,80007580279
Comune di Dolce',00661130237,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Dolce',00661130237,E-Fil S.r.l.,3789750100
Comune di Dolce',00661130237,MIT SERVIZI SRL,4225880279
Comune di Dolce',00661130237,San Marco SPA,4142440728
Comune di Dolce',00661130237,APKAPPA S.R.L.,8543640158
Comune di Dolceacqua,00250170081,Siscom SPA,1778000040
Comune di Dolceacqua,00250170081,PagoPA SpA,15376371009
Comune di Dolceacqua,00250170081,Traffic Tecnology SpA,3298520242
Comune di Dolcedo,00246190086,PagoPA SpA,15376371009
Comune di Dolcedo,00246190086,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Dolcedo,00246190086,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Comune di Dolcedo,00246190086,Maggioli SPA,6188330150
Comune di Dolegna del Collio,80000920316,PagoPA SpA,15376371009
Comune di Dolegna del Collio,80000920316,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Dolianova,80004050920,PagoPA SpA,15376371009
Comune di Dolianova,80004050920,Regione Autonoma della Sardegna,80002870923
Comune di Dolianova,80004050920,CREDEMTEL SpA,1378570350
Comune di Dolo,82001910270,PagoPA SpA,15376371009
Comune di Dolo,82001910270,Abaco Spa,2391510266
Comune di Dolo,82001910270,Maggioli SPA,6188330150
Comune di Dolo,82001910270,Regione del Veneto,80007580279
Comune di Dolzago,00624600136,PagoPA SpA,15376371009
Comune di Dolzago,00624600136,Regione Lombardia,80050050154
Comune di Dolzago,00624600136,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Domanico,00250850781,PagoPA SpA,15376371009
Comune di Domanico,00250850781,Maggioli SPA,6188330150
Comune di Domaso,00688470137,PagoPA SpA,15376371009
Comune di Domaso,00688470137,Regione Lombardia,80050050154
Comune di Domaso,00688470137,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Comune di Domaso,00688470137,APKAPPA S.R.L.,8543640158
Comune di Domegge di Cadore,00185910254,PagoPA SpA,15376371009
Comune di Domegge di Cadore,00185910254,Regione del Veneto,80007580279
Comune di Domegge di Cadore,00185910254,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Domegge di Cadore,00185910254,E-Fil S.r.l.,3789750100
Comune di Domegge di Cadore,00185910254,ITALSET SRL,3890260759
Comune di Domegge di Cadore,00185910254,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Domicella,80008690648,PagoPA SpA,15376371009
Comune di Domicella,80008690648,CREDEMTEL SpA,1378570350
Comune di Domodossola,00426370037,PagoPA SpA,15376371009
Comune di Domodossola,00426370037,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Comune di Domodossola,00426370037,Siscom SPA,1778000040
Comune di Domodossola,00426370037,Advanced Systems S.p.A.,3383350638
Comune di Domodossola,00426370037,Open Software S.r.l.,2810000279
Comune di Domodossola,00426370037,Technical Design s.r.l.,595270042
Comune di Domus De Maria,80003930924,PagoPA SpA,15376371009
Comune di Domus De Maria,80003930924,Maggioli SPA,6188330150
Comune di Domusnovas,00483310926,PagoPA SpA,15376371009
Comune di Domusnovas,00483310926,Regione Autonoma della Sardegna,80002870923
Comune di Donato,81002930022,Regione Piemonte,80087670016
Comune di Donato,81002930022,PagoPA SpA,15376371009
Comune di Donato,81002930022,CREDEMTEL SpA,1378570350
Comune di Donato,81002930022,Progetti e Soluzioni SPA,6423240727
Comune di Dongo,00657120135,San Marco SPA,4142440728
Comune di Dongo,00657120135,PagoPA SpA,15376371009
Comune di Dongo,00657120135,Regione Lombardia,80050050154
Comune di Dongo,00657120135,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Comune di Donnas,00106930076,PagoPA SpA,15376371009
Comune di Donnas,00106930076,Regione Autonoma Valle D'Aosta,80002270074
Comune di Donori,80011830926,PagoPA SpA,15376371009
Comune di Donori,80011830926,Regione Autonoma della Sardegna,80002870923
Comune di Dorgali,00160210910,PagoPA SpA,15376371009
Comune di Dorgali,00160210910,Regione Autonoma della Sardegna,80002870923
Comune di Dorgali,00160210910,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Dorio,00651610131,PagoPA SpA,15376371009
Comune di Dorio,00651610131,Regione Lombardia,80050050154
Comune di Dormelletto,81004000030,Siscom SPA,1778000040
Comune di Dormelletto,81004000030,PagoPA SpA,15376371009
Comune di Dormelletto,81004000030,Optimia Srls,10893490960
Comune di Dormelletto,81004000030,Open Software S.r.l.,2810000279
Comune di Dorno,00473740181,PagoPA SpA,15376371009
Comune di Dorno,00473740181,Maggioli SPA,6188330150
Comune di Dorno,00473740181,Siscom SPA,1778000040
Comune di Dorno,00473740181,Poste Italiane S.P.A.,97103880585
Comune di Dorno,00473740181,Regione Lombardia,80050050154
Comune di Dorno,00473740181,Sintax s.r.l.,2177970783
Comune di Dorno,00473740181,Optimia Srls,10893490960
Comune di Dorno,00473740181,Progetti e Soluzioni SPA,6423240727
Comune di Dorno,00473740181,CRESET Crediti Servizi e Tecnologie Spa,868170143
Comune di Dorzano,00380100024,PagoPA SpA,15376371009
Comune di Dorzano,00380100024,CREDEMTEL SpA,1378570350
Comune di Dosolo,83000130209,PagoPA SpA,15376371009
Comune di Dosolo,83000130209,Poste Italiane S.P.A.,97103880585
Comune di Dosolo,83000130209,E-Fil S.r.l.,3789750100
Comune di Dosolo,83000130209,Regione Lombardia,80050050154
Comune di Dossena,85001850164,PagoPA SpA,15376371009
Comune di Dossena,85001850164,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Comune di Dossena,85001850164,APKAPPA S.R.L.,8543640158
Comune di Dosso del Liro,00689050136,PagoPA SpA,15376371009
Comune di Dosso del Liro,00689050136,Regione Lombardia,80050050154
Comune di Dosso del Liro,00689050136,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Comune di Doues,80001710070,PagoPA SpA,15376371009
Comune di Doues,80001710070,Regione Autonoma Valle D'Aosta,80002270074
Comune di Dovadola,80009550403,PagoPA SpA,15376371009
Comune di Dovadola,80009550403,Lepida Spa,2770891204
Comune di Dovadola,80009550403,Maggioli SPA,6188330150
Comune di Dovadola,80009550403,I.C.A. Imposte Comunali Affini Srl,2478610583
Comune di Dovera,00330920190,Consorzio I.T. Srl,1321400192
Comune di Dovera,00330920190,PagoPA SpA,15376371009
Comune di Dovera,00330920190,Regione Lombardia,80050050154
